area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-08-18, 569.0, 579.0, 613.0, 639.0, 678.0, 756.0, 779.0,inferred
"North East and Yorkshire",2022-08-19, 497.0, 507.0, 539.0, 561.0, 588.0, 639.0, 655.5,inferred
"North East and Yorkshire",2022-08-20, 401.5, 410.0, 440.0, 462.0, 485.0, 515.0, 528.0,inferred
"North East and Yorkshire",2022-08-21, 492.0, 503.0, 542.0, 568.0, 592.0, 625.0, 634.0,inferred
"North East and Yorkshire",2022-08-22, 655.5, 673.0, 716.8, 745.0, 773.0, 812.0, 825.0,inferred
"North East and Yorkshire",2022-08-23, 605.5, 619.0, 656.0, 681.0, 706.0, 742.0, 752.0,inferred
"North East and Yorkshire",2022-08-24, 567.0, 575.0, 609.0, 632.0, 656.0, 691.0, 706.0,inferred
"North East and Yorkshire",2022-08-25, 512.5, 523.0, 552.0, 573.0, 595.0, 628.0, 637.0,inferred
"North East and Yorkshire",2022-08-26, 451.0, 459.0, 487.0, 507.0, 529.0, 561.0, 569.0,inferred
"North East and Yorkshire",2022-08-27, 372.0, 381.0, 406.0, 423.0, 441.0, 469.0, 478.5,inferred
"North East and Yorkshire",2022-08-28, 467.5, 477.0, 506.0, 524.0, 545.0, 575.0, 585.0,inferred
"North East and Yorkshire",2022-08-29, 643.5, 654.0, 685.0, 709.0, 734.0, 771.0, 782.5,inferred
"North East and Yorkshire",2022-08-30, 600.0, 611.0, 643.0, 666.0, 687.0, 719.0, 729.0,inferred
"North East and Yorkshire",2022-08-31, 571.0, 583.0, 613.0, 634.0, 656.0, 689.0, 699.0,inferred
"North East and Yorkshire",2022-09-01, 525.0, 534.0, 563.8, 586.0, 607.0, 636.0, 645.0,inferred
"North East and Yorkshire",2022-09-02, 467.5, 477.0, 507.0, 527.0, 548.0, 577.0, 589.5,inferred
"North East and Yorkshire",2022-09-03, 393.0, 400.0, 428.0, 447.0, 466.0, 495.0, 503.5,inferred
"North East and Yorkshire",2022-09-04, 503.5, 511.0, 538.0, 559.0, 581.0, 613.0, 621.0,inferred
"North East and Yorkshire",2022-09-05, 678.0, 689.9, 726.0, 751.0, 776.0, 816.0, 826.0,inferred
"North East and Yorkshire",2022-09-06, 638.0, 646.0, 677.0, 701.0, 725.0, 758.0, 769.5,inferred
"North East and Yorkshire",2022-09-07, 597.0, 610.0, 639.0, 664.0, 687.0, 722.0, 731.0,inferred
"North East and Yorkshire",2022-09-08, 551.0, 561.9, 591.0, 614.0, 636.0, 665.0, 675.0,inferred
"North East and Yorkshire",2022-09-09, 497.0, 503.0, 531.0, 551.0, 573.0, 602.0, 612.5,inferred
"North East and Yorkshire",2022-09-10, 415.0, 422.0, 449.0, 468.0, 489.0, 515.0, 524.5,inferred
"North East and Yorkshire",2022-09-11, 538.0, 547.0, 575.0, 597.0, 618.0, 653.0, 663.0,inferred
"North East and Yorkshire",2022-09-12, 748.5, 763.0, 801.0, 825.0, 850.2, 887.0, 902.5,inferred
"North East and Yorkshire",2022-09-13, 716.5, 728.0, 764.0, 788.5, 812.0, 848.0, 861.0,inferred
"North East and Yorkshire",2022-09-14, 700.5, 709.0, 743.0, 768.0, 794.0, 832.0, 841.5,inferred
"North East and Yorkshire",2022-09-15, 656.0, 669.0, 703.0, 727.0, 749.0, 786.0, 797.5,inferred
"North East and Yorkshire",2022-09-16, 603.0, 611.0, 646.0, 668.0, 693.0, 729.0, 744.5,inferred
"North East and Yorkshire",2022-09-17, 522.0, 529.9, 561.0, 583.0, 605.0, 636.0, 647.0,inferred
"North East and Yorkshire",2022-09-18, 689.0, 702.0, 735.0, 761.0, 785.0, 825.0, 836.0,inferred
"North East and Yorkshire",2022-09-19, 992.0,1003.0,1046.0,1075.0,1108.0,1154.0,1165.0,inferred
"North East and Yorkshire",2022-09-20, 973.0, 986.0,1032.0,1059.0,1090.0,1126.0,1138.0,inferred
"North East and Yorkshire",2022-09-21, 970.5, 985.9,1026.0,1054.0,1084.0,1124.0,1138.5,inferred
"North East and Yorkshire",2022-09-22, 940.5, 954.0, 989.0,1017.0,1046.0,1087.0,1097.5,inferred
"North East and Yorkshire",2022-09-23, 877.0, 889.0, 927.0, 956.0, 984.0,1026.0,1039.0,inferred
"North East and Yorkshire",2022-09-24, 763.0, 772.0, 810.0, 838.0, 864.0, 903.0, 917.0,inferred
"North East and Yorkshire",2022-09-25, 994.5,1007.0,1052.0,1081.5,1112.0,1155.0,1172.0,inferred
"North East and Yorkshire",2022-09-26,1384.5,1404.0,1449.0,1485.0,1522.0,1576.0,1590.0,inferred
"North East and Yorkshire",2022-09-27,1318.0,1334.0,1378.0,1412.0,1445.0,1493.0,1505.5,inferred
"North East and Yorkshire",2022-09-28,1271.0,1287.0,1331.0,1366.0,1401.2,1450.0,1464.0,inferred
"North East and Yorkshire",2022-09-29,1198.0,1213.0,1258.0,1289.0,1321.0,1368.0,1382.0,inferred
"North East and Yorkshire",2022-09-30,1099.0,1116.0,1160.0,1189.0,1220.0,1267.0,1281.5,inferred
"North East and Yorkshire",2022-10-01, 951.0, 961.0,1003.0,1033.0,1061.0,1103.0,1118.0,inferred
"North East and Yorkshire",2022-10-02,1211.0,1225.0,1272.0,1303.0,1336.0,1381.0,1392.5,inferred
"North East and Yorkshire",2022-10-03,1636.0,1656.0,1707.0,1743.0,1781.0,1836.0,1854.5,inferred
"North East and Yorkshire",2022-10-04,1503.5,1522.0,1576.0,1613.0,1647.0,1702.0,1716.5,inferred
"North East and Yorkshire",2022-10-05,1410.5,1428.0,1480.0,1513.0,1546.0,1601.0,1619.5,inferred
"North East and Yorkshire",2022-10-06,1289.5,1302.0,1355.0,1390.0,1422.0,1473.0,1485.5,inferred
"North East and Yorkshire",2022-10-07,1148.0,1162.0,1207.0,1237.0,1269.0,1316.0,1331.0,inferred
"North East and Yorkshire",2022-10-08, 958.0, 969.0,1011.0,1040.0,1070.0,1113.0,1125.0,inferred
"North East and Yorkshire",2022-10-09,1183.5,1198.0,1243.0,1275.0,1308.0,1356.0,1373.5,inferred
"North East and Yorkshire",2022-10-10,1547.5,1563.0,1618.0,1656.0,1695.0,1749.0,1768.0,inferred
"North East and Yorkshire",2022-10-11,1392.5,1406.0,1454.0,1489.0,1524.0,1577.0,1593.0,inferred
"North East and Yorkshire",2022-10-12,1260.0,1275.9,1327.0,1361.0,1394.0,1443.0,1460.0,inferred
"North East and Yorkshire",2022-10-13,1129.0,1143.0,1189.0,1220.0,1250.0,1297.0,1313.5,inferred
"North East and Yorkshire",2022-10-14, 981.5, 994.0,1035.0,1064.0,1092.0,1135.0,1147.5,inferred
"North East and Yorkshire",2022-10-15, 804.0, 812.0, 847.8, 874.0, 902.0, 939.0, 951.0,inferred
"North East and Yorkshire",2022-10-16, 971.5, 986.0,1027.0,1054.0,1086.0,1132.0,1150.0,inferred
"North East and Yorkshire",2022-10-17,1262.0,1281.0,1326.0,1359.0,1394.0,1445.0,1465.5,inferred
