area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-04-27,1621.5,1639.0,1721.8,1818.0,1960.0,2074.0,2099.0,inferred
"North East and Yorkshire",2022-04-28,1446.0,1465.0,1539.0,1597.0,1666.0,1774.0,1797.5,inferred
"North East and Yorkshire",2022-04-29,1259.0,1284.0,1383.0,1427.0,1469.0,1526.0,1546.6,inferred
"North East and Yorkshire",2022-04-30,1067.5,1094.0,1180.8,1221.0,1258.0,1305.0,1319.5,inferred
"North East and Yorkshire",2022-05-01,1343.0,1375.9,1459.0,1502.0,1538.0,1594.0,1608.5,inferred
"North East and Yorkshire",2022-05-02,1640.9,1668.0,1741.0,1784.5,1823.2,1878.0,1894.5,inferred
"North East and Yorkshire",2022-05-03,1534.0,1552.0,1608.0,1648.0,1682.0,1732.0,1751.6,inferred
"North East and Yorkshire",2022-05-04,1395.5,1412.0,1459.0,1491.0,1524.0,1576.0,1588.5,inferred
"North East and Yorkshire",2022-05-05,1241.0,1254.0,1295.0,1325.0,1358.0,1403.0,1420.0,inferred
"North East and Yorkshire",2022-05-06,1095.5,1107.0,1152.0,1183.0,1213.0,1257.0,1270.5,inferred
"North East and Yorkshire",2022-05-07, 929.0, 944.0, 980.0,1007.0,1036.0,1079.0,1093.5,inferred
"North East and Yorkshire",2022-05-08,1142.5,1155.0,1198.0,1226.0,1259.0,1302.0,1318.5,inferred
"North East and Yorkshire",2022-05-09,1352.0,1367.0,1410.0,1443.0,1477.0,1529.0,1544.5,inferred
"North East and Yorkshire",2022-05-10,1238.5,1250.0,1292.0,1323.0,1353.0,1400.0,1411.0,inferred
"North East and Yorkshire",2022-05-11,1100.0,1114.0,1155.0,1185.0,1216.0,1260.0,1273.5,inferred
"North East and Yorkshire",2022-05-12, 972.0, 988.0,1024.0,1052.0,1078.0,1118.0,1133.0,inferred
"North East and Yorkshire",2022-05-13, 861.0, 872.0, 910.0, 936.0, 962.0,1001.0,1015.0,inferred
"North East and Yorkshire",2022-05-14, 730.5, 740.0, 771.0, 795.0, 819.0, 857.0, 869.0,inferred
"North East and Yorkshire",2022-05-15, 901.0, 912.0, 945.0, 972.0,1001.0,1038.0,1050.5,inferred
"North East and Yorkshire",2022-05-16,1062.0,1073.0,1112.0,1140.5,1170.0,1209.0,1225.5,inferred
"North East and Yorkshire",2022-05-17, 967.0, 980.0,1019.0,1045.0,1071.2,1112.0,1125.0,inferred
"North East and Yorkshire",2022-05-18, 863.5, 872.0, 909.0, 933.0, 961.0, 999.0,1012.0,inferred
"North East and Yorkshire",2022-05-19, 756.5, 769.0, 801.0, 825.0, 850.0, 884.0, 897.0,inferred
"North East and Yorkshire",2022-05-20, 667.0, 677.0, 708.0, 730.0, 753.2, 786.0, 797.0,inferred
"North East and Yorkshire",2022-05-21, 561.0, 570.0, 600.8, 621.0, 642.0, 673.0, 685.0,inferred
"North East and Yorkshire",2022-05-22, 699.0, 708.0, 739.0, 761.0, 785.0, 818.0, 830.0,inferred
"North East and Yorkshire",2022-05-23, 837.5, 848.0, 883.0, 907.0, 933.0, 971.0, 981.0,inferred
"North East and Yorkshire",2022-05-24, 771.0, 779.0, 816.0, 839.0, 865.2, 900.0, 914.0,inferred
"North East and Yorkshire",2022-05-25, 692.0, 703.0, 737.0, 759.5, 781.0, 817.0, 827.5,inferred
"North East and Yorkshire",2022-05-26, 616.5, 626.0, 657.0, 678.0, 699.0, 733.0, 743.5,inferred
"North East and Yorkshire",2022-05-27, 546.5, 560.0, 589.0, 610.0, 629.2, 659.0, 668.0,inferred
"North East and Yorkshire",2022-05-28, 483.0, 492.0, 519.0, 539.0, 558.0, 585.0, 593.5,inferred
"North East and Yorkshire",2022-05-29, 640.0, 653.0, 683.0, 706.0, 726.0, 759.0, 770.0,inferred
"North East and Yorkshire",2022-05-30, 827.5, 836.0, 869.0, 895.0, 918.0, 956.0, 965.0,inferred
"North East and Yorkshire",2022-05-31, 815.0, 826.0, 858.0, 884.0, 909.0, 944.0, 959.0,inferred
"North East and Yorkshire",2022-06-01, 782.0, 794.0, 829.0, 853.0, 877.0, 916.0, 932.5,inferred
"North East and Yorkshire",2022-06-02, 742.5, 759.0, 791.0, 815.0, 840.2, 878.0, 889.0,inferred
"North East and Yorkshire",2022-06-03, 708.0, 718.0, 755.0, 780.0, 806.0, 845.0, 858.0,inferred
"North East and Yorkshire",2022-06-04, 662.5, 672.0, 704.0, 729.0, 753.0, 789.0, 800.5,inferred
"North East and Yorkshire",2022-06-05, 917.0, 927.0, 965.0, 992.0,1019.0,1054.0,1066.5,inferred
"North East and Yorkshire",2022-06-06,1220.0,1231.0,1273.8,1302.0,1333.0,1380.0,1398.0,inferred
"North East and Yorkshire",2022-06-07,1236.5,1250.0,1293.0,1325.0,1355.0,1398.0,1410.0,inferred
"North East and Yorkshire",2022-06-08,1216.0,1229.0,1278.0,1307.0,1341.2,1389.0,1407.6,inferred
"North East and Yorkshire",2022-06-09,1193.0,1203.0,1250.0,1279.0,1309.0,1355.0,1366.5,inferred
"North East and Yorkshire",2022-06-10,1162.0,1173.0,1211.0,1242.0,1273.0,1315.0,1329.0,inferred
"North East and Yorkshire",2022-06-11,1062.0,1075.0,1119.0,1147.0,1177.0,1219.0,1234.0,inferred
"North East and Yorkshire",2022-06-12,1417.5,1432.0,1478.0,1512.0,1544.0,1591.0,1611.5,inferred
"North East and Yorkshire",2022-06-13,1816.0,1831.0,1881.0,1921.0,1958.0,2015.0,2032.5,inferred
"North East and Yorkshire",2022-06-14,1792.0,1809.0,1862.8,1900.0,1938.2,1989.0,2009.0,inferred
"North East and Yorkshire",2022-06-15,1740.0,1755.0,1805.0,1847.0,1881.0,1937.0,1958.0,inferred
"North East and Yorkshire",2022-06-16,1667.5,1682.9,1737.0,1770.0,1806.0,1856.0,1875.5,inferred
"North East and Yorkshire",2022-06-17,1599.0,1619.0,1668.0,1701.0,1738.0,1794.0,1812.5,inferred
"North East and Yorkshire",2022-06-18,1462.0,1479.0,1527.0,1561.0,1595.0,1649.0,1665.0,inferred
"North East and Yorkshire",2022-06-19,1920.5,1943.0,2003.0,2041.0,2080.0,2140.0,2155.5,inferred
"North East and Yorkshire",2022-06-20,2449.5,2467.0,2529.0,2572.0,2616.0,2686.0,2712.6,inferred
"North East and Yorkshire",2022-06-21,2403.5,2422.0,2484.0,2527.0,2571.0,2635.1,2653.5,inferred
"North East and Yorkshire",2022-06-22,2309.5,2328.0,2390.8,2430.0,2474.0,2538.0,2558.5,inferred
"North East and Yorkshire",2022-06-23,2195.5,2217.0,2274.0,2314.0,2353.2,2414.1,2436.5,inferred
"North East and Yorkshire",2022-06-24,2081.5,2097.0,2158.0,2200.0,2242.0,2298.1,2313.5,inferred
"North East and Yorkshire",2022-06-25,1893.0,1905.0,1960.0,1998.0,2037.0,2097.0,2112.5,inferred
"North East and Yorkshire",2022-06-26,2469.5,2490.0,2554.0,2597.0,2641.2,2714.1,2731.0,inferred
"North East and Yorkshire",2022-06-27,3125.4,3148.9,3218.0,3269.0,3318.0,3391.1,3415.5,inferred
"North East and Yorkshire",2022-06-28,3072.5,3093.9,3156.0,3203.0,3250.0,3318.1,3344.5,inferred
"North East and Yorkshire",2022-06-29,2943.0,2964.0,3028.0,3077.0,3128.0,3197.0,3220.0,inferred
"North East and Yorkshire",2022-06-30,2792.5,2810.0,2877.0,2925.0,2973.0,3047.0,3071.0,inferred
"North East and Yorkshire",2022-07-01,2650.0,2669.0,2735.0,2784.0,2832.0,2892.0,2917.5,inferred
"North East and Yorkshire",2022-07-02,2380.0,2399.0,2458.0,2502.0,2549.0,2615.0,2641.0,inferred
"North East and Yorkshire",2022-07-03,3060.0,3079.0,3150.8,3200.0,3253.0,3326.0,3349.0,inferred
"North East and Yorkshire",2022-07-04,3786.9,3816.0,3891.0,3951.0,4009.0,4084.0,4110.5,inferred
