area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-12-17, 5851.5, 5941.0, 6756.8, 7364.0, 8190.0,10124.2,10307.2,inferred
"North East and Yorkshire",2021-12-18, 4677.5, 4780.8, 5853.2, 6468.5, 7075.2, 8028.6, 8234.1,inferred
"North East and Yorkshire",2021-12-19, 6500.3, 6645.9, 8542.2, 9266.0, 9829.5,10366.2,10546.6,inferred
"North East and Yorkshire",2021-12-20,10006.9,10181.9,13083.0,13807.0,14286.0,14767.1,14891.6,inferred
"North East and Yorkshire",2021-12-21,11622.3,11745.6,14420.8,15045.5,15450.2,15931.0,16076.1,inferred
"North East and Yorkshire",2021-12-22,13187.2,13419.1,15523.8,16063.0,16411.2,16874.2,16994.6,inferred
"North East and Yorkshire",2021-12-23,13387.6,13584.8,14909.0,15316.5,15610.2,16048.1,16174.6,inferred
"North East and Yorkshire",2021-12-24,13010.0,13159.9,13643.8,13959.0,14232.0,14596.2,14698.6,inferred
"North East and Yorkshire",2021-12-25,10844.0,10959.0,11299.8,11553.0,11787.0,12115.1,12230.3,inferred
"North East and Yorkshire",2021-12-26,14758.5,14932.0,15449.8,15845.5,16268.8,16857.6,17011.1,inferred
"North East and Yorkshire",2021-12-27,22463.3,22614.8,23297.8,23744.5,24265.5,25343.1,25614.1,inferred
"North East and Yorkshire",2021-12-28,25782.7,25936.9,26426.0,26809.5,27248.5,28182.0,28408.0,inferred
"North East and Yorkshire",2021-12-29,28568.0,28763.0,29261.8,29650.5,30065.2,30699.5,30872.6,inferred
"North East and Yorkshire",2021-12-30,28068.8,28232.9,28764.5,29134.5,29482.8,30032.1,30175.0,inferred
"North East and Yorkshire",2021-12-31,26339.4,26436.8,26970.8,27303.0,27643.2,28175.2,28310.5,inferred
"North East and Yorkshire",2022-01-01,21977.9,22168.8,22676.5,23009.5,23363.2,23855.1,24015.7,inferred
"North East and Yorkshire",2022-01-02,30456.9,30664.0,31324.0,31757.0,32195.2,32856.1,33017.1,inferred
"North East and Yorkshire",2022-01-03,42220.8,42466.9,43113.8,43610.0,44071.0,44706.1,44871.4,inferred
"North East and Yorkshire",2022-01-04,39787.1,40029.5,40764.0,41213.0,41650.0,42250.4,42427.4,inferred
"North East and Yorkshire",2022-01-05,35504.9,35703.7,36389.0,36886.5,37384.2,38026.1,38220.6,inferred
"North East and Yorkshire",2022-01-06,28095.5,28280.0,28870.0,29267.5,29612.5,30220.0,30413.9,inferred
"North East and Yorkshire",2022-01-07,21192.4,21355.7,21869.8,22271.0,22635.8,23152.0,23301.6,inferred
"North East and Yorkshire",2022-01-08,14634.0,14743.8,15122.2,15359.5,15621.0,16044.1,16151.6,inferred
"North East and Yorkshire",2022-01-09,16917.9,17017.9,17386.8,17658.0,17930.2,18357.1,18509.3,inferred
"North East and Yorkshire",2022-01-10,21593.0,21739.8,22227.5,22571.0,22940.0,23448.2,23638.0,inferred
"North East and Yorkshire",2022-01-11,21040.8,21191.5,21742.0,22153.0,22563.5,23120.0,23280.1,inferred
"North East and Yorkshire",2022-01-12,20344.0,20537.8,21164.0,21521.0,21904.2,22391.1,22528.5,inferred
"North East and Yorkshire",2022-01-13,17672.9,17842.8,18328.8,18631.0,18939.0,19369.1,19520.4,inferred
"North East and Yorkshire",2022-01-14,14636.4,14758.0,15110.8,15364.0,15608.0,15933.2,16041.5,inferred
"North East and Yorkshire",2022-01-15,10734.7,10844.9,11142.8,11376.5,11587.2,11884.1,11987.7,inferred
"North East and Yorkshire",2022-01-16,13144.4,13238.0,13619.8,13871.5,14149.8,14558.2,14677.3,inferred
"North East and Yorkshire",2022-01-17,17573.0,17686.0,18124.0,18412.0,18726.2,19165.1,19281.1,inferred
"North East and Yorkshire",2022-01-18,17555.3,17676.8,18076.5,18368.5,18646.0,19030.0,19132.1,inferred
