area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-03-07, 930.0, 947.0, 993.0,1026.0,1059.0,1107.0,1126.0,inferred
"North East and Yorkshire",2021-03-08,1228.5,1243.0,1292.0,1328.0,1368.0,1420.0,1436.0,inferred
"North East and Yorkshire",2021-03-09,1145.0,1162.0,1211.0,1250.0,1291.0,1345.0,1360.5,inferred
"North East and Yorkshire",2021-03-10,1190.9,1208.0,1261.0,1302.0,1342.0,1397.0,1414.0,inferred
"North East and Yorkshire",2021-03-11,1107.0,1126.0,1181.0,1219.0,1255.0,1306.0,1321.0,inferred
"North East and Yorkshire",2021-03-12,1022.0,1037.0,1089.0,1122.0,1157.0,1209.0,1223.0,inferred
"North East and Yorkshire",2021-03-13, 839.5, 852.0, 892.0, 924.0, 955.0, 995.0,1012.0,inferred
"North East and Yorkshire",2021-03-14, 932.0, 947.0, 995.0,1027.0,1059.0,1106.0,1126.5,inferred
"North East and Yorkshire",2021-03-15,1223.0,1240.0,1290.0,1325.0,1362.0,1418.0,1437.5,inferred
"North East and Yorkshire",2021-03-16,1152.0,1168.0,1218.0,1254.0,1291.0,1342.0,1362.5,inferred
"North East and Yorkshire",2021-03-17,1193.0,1208.9,1263.0,1302.0,1342.0,1393.0,1412.0,inferred
"North East and Yorkshire",2021-03-18,1115.0,1130.0,1179.0,1214.0,1249.0,1301.0,1319.0,inferred
"North East and Yorkshire",2021-03-19,1018.5,1033.0,1081.0,1116.0,1149.0,1196.0,1211.0,inferred
"North East and Yorkshire",2021-03-20, 832.5, 843.0, 886.0, 916.0, 947.2, 989.0,1002.5,inferred
"North East and Yorkshire",2021-03-21, 925.5, 940.0, 983.0,1016.0,1046.0,1095.0,1109.0,inferred
"North East and Yorkshire",2021-03-22,1191.0,1211.0,1265.0,1302.0,1340.0,1391.0,1404.0,inferred
"North East and Yorkshire",2021-03-23,1114.0,1134.0,1187.0,1223.0,1260.0,1312.0,1331.0,inferred
"North East and Yorkshire",2021-03-24,1131.0,1150.9,1203.0,1241.0,1280.0,1332.0,1346.5,inferred
"North East and Yorkshire",2021-03-25,1012.5,1030.0,1073.0,1107.5,1141.0,1189.0,1210.0,inferred
"North East and Yorkshire",2021-03-26, 879.5, 894.0, 936.0, 966.0, 998.0,1043.0,1059.5,inferred
"North East and Yorkshire",2021-03-27, 675.0, 688.0, 728.0, 754.0, 781.0, 820.0, 829.5,inferred
"North East and Yorkshire",2021-03-28, 712.0, 726.0, 766.0, 793.0, 821.0, 862.0, 875.5,inferred
"North East and Yorkshire",2021-03-29, 883.5, 895.0, 943.0, 975.0,1007.0,1048.0,1062.0,inferred
"North East and Yorkshire",2021-03-30, 792.0, 805.0, 844.0, 875.0, 905.0, 947.0, 960.5,inferred
"North East and Yorkshire",2021-03-31, 785.5, 798.9, 838.0, 867.0, 899.0, 942.0, 954.5,inferred
"North East and Yorkshire",2021-04-01, 694.5, 710.0, 748.0, 778.0, 804.0, 846.0, 860.5,inferred
"North East and Yorkshire",2021-04-02, 614.0, 627.0, 662.0, 687.5, 713.0, 751.0, 767.0,inferred
"North East and Yorkshire",2021-04-03, 481.5, 489.0, 522.0, 545.0, 568.0, 604.0, 614.0,inferred
"North East and Yorkshire",2021-04-04, 516.5, 529.0, 560.0, 582.0, 605.0, 638.0, 647.0,inferred
"North East and Yorkshire",2021-04-05, 647.0, 659.0, 696.0, 725.0, 753.0, 797.0, 810.0,inferred
"North East and Yorkshire",2021-04-06, 584.0, 599.0, 637.0, 662.0, 687.0, 728.0, 739.0,inferred
"North East and Yorkshire",2021-04-07, 590.5, 604.0, 638.0, 662.0, 688.0, 726.0, 737.0,inferred
"North East and Yorkshire",2021-04-08, 532.5, 544.0, 578.0, 601.0, 624.0, 662.0, 673.0,inferred
"North East and Yorkshire",2021-04-09, 472.0, 481.0, 513.0, 533.0, 555.0, 592.0, 602.5,inferred
"North East and Yorkshire",2021-04-10, 370.0, 379.0, 405.0, 426.5, 445.0, 473.0, 483.5,inferred
"North East and Yorkshire",2021-04-11, 398.0, 405.0, 433.0, 454.0, 475.0, 508.0, 519.0,inferred
"North East and Yorkshire",2021-04-12, 496.5, 506.0, 539.0, 563.5, 588.0, 623.0, 635.0,inferred
"North East and Yorkshire",2021-04-13, 449.0, 458.0, 490.0, 512.0, 536.0, 571.0, 583.0,inferred
"North East and Yorkshire",2021-04-14, 453.0, 465.0, 497.0, 520.0, 542.2, 574.0, 585.0,inferred
"North East and Yorkshire",2021-04-15, 417.5, 430.0, 459.0, 481.0, 502.0, 535.0, 547.5,inferred
