area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-06-22,  2432.0,  2456.0,  2540.0,  2606.0,  2668.0,  2759.0,  2791.5,projected
"North East and Yorkshire",2022-06-23,  2185.9,  2215.0,  2314.0,  2383.0,  2446.0,  2551.0,  2582.6,projected
"North East and Yorkshire",2022-06-24,  2020.4,  2049.0,  2143.0,  2208.5,  2280.2,  2378.1,  2404.5,projected
"North East and Yorkshire",2022-06-25,  1858.5,  1880.0,  1977.0,  2047.0,  2121.0,  2239.0,  2279.0,projected
"North East and Yorkshire",2022-06-26,  2354.5,  2386.0,  2504.0,  2604.0,  2706.0,  2863.1,  2909.6,projected
"North East and Yorkshire",2022-06-27,  3206.9,  3256.8,  3421.0,  3574.0,  3726.0,  3963.1,  4044.6,projected
"North East and Yorkshire",2022-06-28,  3103.3,  3149.0,  3323.0,  3479.0,  3658.0,  3911.1,  3998.8,projected
"North East and Yorkshire",2022-06-29,  3065.4,  3129.0,  3329.8,  3499.5,  3713.0,  4029.1,  4139.1,projected
"North East and Yorkshire",2022-06-30,  2764.5,  2822.9,  3013.0,  3218.0,  3434.0,  3774.1,  3901.6,projected
"North East and Yorkshire",2022-07-01,  2546.5,  2617.0,  2822.8,  3005.0,  3231.0,  3578.1,  3709.5,projected
"North East and Yorkshire",2022-07-02,  2345.5,  2409.0,  2610.8,  2805.0,  3045.0,  3403.5,  3551.3,projected
"North East and Yorkshire",2022-07-03,  2899.5,  3035.9,  3344.8,  3591.0,  3911.8,  4444.1,  4628.5,projected
"North East and Yorkshire",2022-07-04,  3968.9,  4133.8,  4583.8,  4963.5,  5472.8,  6271.0,  6553.4,projected
"North East and Yorkshire",2022-07-05,  3800.9,  4004.2,  4498.5,  4852.5,  5423.2,  6298.3,  6596.0,projected
"North East and Yorkshire",2022-07-06,  3746.4,  3987.6,  4556.5,  4953.5,  5591.2,  6559.5,  6938.3,projected
"North East and Yorkshire",2022-07-07,  3375.4,  3595.9,  4183.5,  4603.5,  5229.0,  6265.6,  6618.5,projected
"North East and Yorkshire",2022-07-08,  3105.4,  3311.8,  3936.0,  4342.5,  4977.0,  6075.1,  6509.7,projected
"North East and Yorkshire",2022-07-09,  2857.4,  3035.8,  3683.0,  4082.5,  4724.2,  5892.4,  6265.1,projected
"North East and Yorkshire",2022-07-10,  3591.5,  3835.6,  4740.5,  5325.5,  6182.2,  7790.3,  8543.7,projected
"North East and Yorkshire",2022-07-11,  4860.5,  5313.7,  6584.5,  7455.0,  8723.8, 11176.8, 12395.9,projected
"North East and Yorkshire",2022-07-12,  4705.9,  5139.4,  6490.2,  7499.0,  8773.5, 11415.9, 12772.5,projected
"North West",2022-06-22,  1859.0,  1882.0,  1951.0,  2008.0,  2060.0,  2139.1,  2159.0,projected
"North West",2022-06-23,  1671.0,  1698.0,  1777.0,  1832.0,  1891.0,  1978.0,  2002.5,projected
"North West",2022-06-24,  1581.0,  1602.0,  1682.0,  1738.5,  1804.0,  1893.0,  1919.5,projected
"North West",2022-06-25,  1423.0,  1445.0,  1521.0,  1586.0,  1647.0,  1748.0,  1780.0,projected
"North West",2022-06-26,  1797.0,  1831.0,  1945.0,  2029.0,  2123.0,  2256.1,  2301.5,projected
"North West",2022-06-27,  2458.5,  2518.0,  2691.0,  2814.0,  2955.0,  3169.0,  3229.6,projected
"North West",2022-06-28,  2348.4,  2412.9,  2606.8,  2751.0,  2903.0,  3142.1,  3239.5,projected
"North West",2022-06-29,  2282.0,  2343.9,  2562.5,  2726.5,  2918.2,  3211.1,  3319.5,projected
"North West",2022-06-30,  2042.0,  2098.0,  2319.0,  2497.5,  2694.2,  2985.1,  3123.0,projected
"North West",2022-07-01,  1890.5,  1947.9,  2196.0,  2378.0,  2581.2,  2915.1,  3043.7,projected
"North West",2022-07-02,  1690.5,  1752.8,  1991.8,  2166.5,  2380.0,  2727.0,  2849.1,projected
"North West",2022-07-03,  2121.9,  2181.9,  2523.8,  2782.0,  3083.0,  3577.3,  3755.0,projected
"North West",2022-07-04,  2877.3,  2980.9,  3472.0,  3878.0,  4322.2,  5101.0,  5423.1,projected
