area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-06-18, 1594.5, 1620.0, 1692.0, 1751.0, 1801.0, 1890.0, 1915.0,projected
"North East and Yorkshire",2021-06-19, 1423.5, 1441.0, 1519.0, 1572.0, 1628.0, 1711.0, 1744.0,projected
"North East and Yorkshire",2021-06-20, 1684.5, 1713.0, 1815.0, 1882.0, 1952.2, 2053.1, 2088.5,projected
"North East and Yorkshire",2021-06-21, 2320.5, 2370.0, 2508.0, 2615.0, 2721.0, 2876.1, 2927.0,projected
"North East and Yorkshire",2021-06-22, 2331.9, 2382.9, 2545.0, 2667.0, 2787.0, 2976.2, 3045.5,projected
"North East and Yorkshire",2021-06-23, 2596.9, 2650.8, 2832.8, 2998.5, 3165.0, 3402.1, 3480.5,projected
"North East and Yorkshire",2021-06-24, 2553.5, 2621.0, 2841.0, 3020.0, 3223.5, 3505.0, 3608.5,projected
"North East and Yorkshire",2021-06-25, 2459.8, 2535.0, 2791.2, 2991.5, 3222.5, 3573.0, 3679.0,projected
"North East and Yorkshire",2021-06-26, 2168.5, 2246.0, 2501.0, 2720.0, 2960.2, 3333.1, 3446.0,projected
"North East and Yorkshire",2021-06-27, 2551.9, 2646.9, 2988.8, 3279.0, 3602.2, 4103.2, 4274.9,projected
"North East and Yorkshire",2021-06-28, 3469.5, 3642.0, 4125.8, 4583.5, 5059.2, 5831.0, 6143.9,projected
"North East and Yorkshire",2021-06-29, 3507.7, 3655.0, 4239.0, 4723.5, 5287.2, 6191.4, 6639.4,projected
"North East and Yorkshire",2021-06-30, 3829.4, 4006.0, 4736.8, 5363.0, 6041.2, 7291.0, 7734.0,projected
"North East and Yorkshire",2021-07-01, 3802.0, 4004.9, 4776.8, 5474.5, 6242.8, 7654.3, 8204.2,projected
"North East and Yorkshire",2021-07-02, 3702.8, 3905.8, 4700.0, 5483.0, 6363.2, 7979.2, 8600.0,projected
"North East and Yorkshire",2021-07-03, 3249.4, 3467.5, 4247.8, 4994.5, 5890.5, 7557.9, 8285.0,projected
"North East and Yorkshire",2021-07-04, 3908.5, 4117.5, 5157.8, 6074.5, 7326.0, 9521.3,10605.1,projected
"North East and Yorkshire",2021-07-05, 5216.5, 5619.0, 7157.5, 8617.0,10398.5,14062.3,15645.0,projected
"North East and Yorkshire",2021-07-06, 5262.5, 5662.8, 7377.8, 8921.5,10963.5,15181.3,16885.1,projected
"North East and Yorkshire",2021-07-07, 5729.0, 6305.6, 8320.8,10284.0,12765.2,18222.2,20650.2,projected
"North East and Yorkshire",2021-07-08, 5711.4, 6264.0, 8422.8,10588.5,13425.2,19601.3,22402.2,projected
"North West",2021-06-18, 2307.5, 2335.0, 2432.0, 2502.0, 2571.2, 2661.0, 2696.0,projected
"North West",2021-06-19, 1861.0, 1888.0, 1983.0, 2045.5, 2113.0, 2208.0, 2244.0,projected
"North West",2021-06-20, 2206.5, 2242.0, 2363.8, 2447.0, 2538.0, 2662.0, 2715.0,projected
"North West",2021-06-21, 2906.9, 2966.0, 3144.0, 3266.0, 3399.2, 3569.2, 3644.0,projected
"North West",2021-06-22, 2933.5, 2992.0, 3215.0, 3362.0, 3533.0, 3787.0, 3861.0,projected
"North West",2021-06-23, 2972.5, 3051.9, 3313.8, 3519.0, 3736.0, 4083.0, 4186.0,projected
"North West",2021-06-24, 2857.5, 2919.9, 3235.8, 3478.0, 3715.2, 4146.1, 4281.0,projected
"North West",2021-06-25, 2515.8, 2627.9, 2977.0, 3225.5, 3519.5, 4009.0, 4167.0,projected
