area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2020-12-19, 1773.9, 1827.0, 1966.8, 2068.0, 2156.0, 2287.1, 2323.5,inferred
"North East and Yorkshire",2020-12-20, 1924.5, 1965.9, 2064.0, 2133.0, 2209.2, 2326.1, 2362.0,inferred
"North East and Yorkshire",2020-12-21, 2784.0, 2827.8, 2964.0, 3067.0, 3182.2, 3326.1, 3366.0,inferred
"North East and Yorkshire",2020-12-22, 2703.5, 2747.9, 2900.0, 3027.0, 3132.0, 3304.1, 3349.6,inferred
"North East and Yorkshire",2020-12-23, 2839.4, 2882.9, 3032.0, 3139.0, 3249.0, 3401.0, 3459.0,inferred
"North East and Yorkshire",2020-12-24, 2685.5, 2730.9, 2844.0, 2937.0, 3034.2, 3179.1, 3216.0,inferred
"North East and Yorkshire",2020-12-25, 2412.4, 2442.9, 2552.0, 2630.5, 2710.0, 2832.1, 2862.0,inferred
"North East and Yorkshire",2020-12-26, 2630.0, 2668.9, 2783.0, 2864.5, 2945.0, 3069.0, 3105.0,inferred
"North East and Yorkshire",2020-12-27, 2939.0, 2973.9, 3090.0, 3170.5, 3256.0, 3378.1, 3412.0,inferred
"North East and Yorkshire",2020-12-28, 4441.9, 4491.9, 4647.8, 4768.0, 4875.0, 5036.0, 5088.5,inferred
"North East and Yorkshire",2020-12-29, 4345.9, 4400.0, 4555.5, 4663.0, 4784.0, 4975.0, 5039.0,inferred
"North East and Yorkshire",2020-12-30, 4355.0, 4399.0, 4563.0, 4682.0, 4794.0, 4958.2, 5017.0,inferred
"North East and Yorkshire",2020-12-31, 3889.5, 3937.9, 4096.8, 4195.0, 4300.2, 4447.0, 4492.0,inferred
"North East and Yorkshire",2021-01-01, 3359.5, 3391.0, 3534.0, 3624.5, 3716.0, 3857.0, 3901.5,inferred
"North East and Yorkshire",2021-01-02, 3536.5, 3572.9, 3700.8, 3794.0, 3884.0, 4021.0, 4070.0,inferred
"North East and Yorkshire",2021-01-03, 3780.4, 3825.0, 3973.8, 4065.0, 4160.2, 4312.0, 4360.5,inferred
"North East and Yorkshire",2021-01-04, 5509.0, 5568.9, 5756.0, 5886.5, 6009.0, 6207.1, 6255.5,inferred
"North East and Yorkshire",2021-01-05, 5155.0, 5201.0, 5372.0, 5490.0, 5612.0, 5781.1, 5852.6,inferred
"North East and Yorkshire",2021-01-06, 4850.4, 4903.0, 5066.0, 5175.0, 5288.0, 5465.0, 5523.0,inferred
"North East and Yorkshire",2021-01-07, 4079.0, 4115.0, 4256.0, 4353.5, 4448.0, 4596.1, 4646.0,inferred
"North East and Yorkshire",2021-01-08, 3270.9, 3308.9, 3429.0, 3515.0, 3607.0, 3750.0, 3798.0,inferred
"North East and Yorkshire",2021-01-09, 3204.9, 3257.0, 3384.0, 3479.5, 3573.0, 3720.1, 3751.5,inferred
"North East and Yorkshire",2021-01-10, 3237.4, 3285.0, 3420.8, 3505.0, 3596.0, 3733.0, 3773.5,inferred
"North East and Yorkshire",2021-01-11, 4508.5, 4560.0, 4717.0, 4823.5, 4933.0, 5099.0, 5158.0,inferred
"North East and Yorkshire",2021-01-12, 4142.4, 4182.0, 4314.0, 4412.0, 4516.2, 4678.0, 4741.5,inferred
"North East and Yorkshire",2021-01-13, 3922.5, 3973.9, 4117.0, 4210.0, 4312.0, 4452.1, 4511.0,inferred
"North East and Yorkshire",2021-01-14, 3371.5, 3407.0, 3532.0, 3617.0, 3707.0, 3843.0, 3882.5,inferred
"North East and Yorkshire",2021-01-15, 2761.0, 2791.0, 2904.0, 2988.0, 3070.2, 3198.1, 3241.5,inferred
"North East and Yorkshire",2021-01-16, 2762.9, 2800.9, 2914.0, 2993.0, 3083.0, 3206.0, 3243.0,inferred
"North East and Yorkshire",2021-01-17, 2802.4, 2852.8, 2972.8, 3055.0, 3142.0, 3269.0, 3311.5,inferred
"North East and Yorkshire",2021-01-18, 3960.4, 4013.9, 4149.8, 4245.0, 4351.0, 4509.0, 4574.0,inferred
"North East and Yorkshire",2021-01-19, 3597.9, 3652.0, 3797.8, 3894.0, 3989.2, 4124.1, 4178.6,inferred
"North East and Yorkshire",2021-01-20, 3410.9, 3455.9, 3584.0, 3682.0, 3778.2, 3919.1, 3977.1,inferred
"North East and Yorkshire",2021-01-21, 2881.0, 2918.0, 3041.0, 3131.5, 3221.0, 3338.0, 3368.5,inferred
"North East and Yorkshire",2021-01-22, 2355.5, 2379.0, 2480.8, 2552.5, 2631.2, 2745.0, 2777.5,inferred
"North East and Yorkshire",2021-01-23, 2326.8, 2364.0, 2465.0, 2542.0, 2620.0, 2730.1, 2772.0,inferred
"North East and Yorkshire",2021-01-24, 2349.5, 2384.9, 2502.0, 2573.0, 2648.0, 2759.1, 2801.1,inferred
"North East and Yorkshire",2021-01-25, 3298.5, 3332.9, 3457.0, 3543.0, 3639.0, 3776.0, 3808.5,inferred
"North East and Yorkshire",2021-01-26, 2998.4, 3034.0, 3153.8, 3244.0, 3334.2, 3462.1, 3506.0,inferred
