area,Date,C_weekly,provenance
Swindon,2020-10-27,403,inferred
Swindon,2020-10-28,403,inferred
Swindon,2020-10-29,403,inferred
Swindon,2020-10-30,403,inferred
Swindon,2020-10-31,403,inferred
Swindon,2020-11-01,403,inferred
Swindon,2020-11-02,403,inferred
Swindon,2020-11-03,470,inferred
Swindon,2020-11-04,470,inferred
Swindon,2020-11-05,470,inferred
Swindon,2020-11-06,470,inferred
Swindon,2020-11-07,470,inferred
Swindon,2020-11-08,470,inferred
Swindon,2020-11-09,470,inferred
Swindon,2020-11-10,422,inferred
Swindon,2020-11-11,422,inferred
Swindon,2020-11-12,422,inferred
Swindon,2020-11-13,422,inferred
Swindon,2020-11-14,422,inferred
Swindon,2020-11-15,422,inferred
Swindon,2020-11-16,422,inferred
Swindon,2020-11-17,303,inferred
Swindon,2020-11-18,303,inferred
Swindon,2020-11-19,303,inferred
Swindon,2020-11-20,303,inferred
Swindon,2020-11-21,303,inferred
Swindon,2020-11-22,303,inferred
Swindon,2020-11-23,303,inferred
Swindon,2020-11-24,212,projected
Swindon,2020-11-25,212,projected
Swindon,2020-11-26,212,projected
Swindon,2020-11-27,212,projected
Swindon,2020-11-28,212,projected
Swindon,2020-11-29,212,projected
Swindon,2020-11-30,212,projected
Swindon,2020-12-01,255,projected
Swindon,2020-12-02,255,projected
Swindon,2020-12-03,255,projected
Swindon,2020-12-04,255,projected
Swindon,2020-12-05,255,projected
Swindon,2020-12-06,255,projected
Swindon,2020-12-07,255,projected
Swindon,2020-12-08,199,projected
Swindon,2020-12-09,199,projected
Swindon,2020-12-10,199,projected
Swindon,2020-12-11,199,projected
Swindon,2020-12-12,199,projected
Swindon,2020-12-13,199,projected
Swindon,2020-12-14,199,projected
Swindon,2020-12-15,167,projected
Swindon,2020-12-16,167,projected
Swindon,2020-12-17,167,projected
Swindon,2020-12-18,167,projected
Swindon,2020-12-19,167,projected
Swindon,2020-12-20,167,projected
Swindon,2020-12-21,167,projected
Vale of White Horse,2020-08-11, 13,inferred
Vale of White Horse,2020-08-12, 13,inferred
Vale of White Horse,2020-08-13, 13,inferred
Vale of White Horse,2020-08-14, 13,inferred
Vale of White Horse,2020-08-15, 13,inferred
Vale of White Horse,2020-08-16, 13,inferred
Vale of White Horse,2020-08-17, 13,inferred
Vale of White Horse,2020-08-18, 14,inferred
Vale of White Horse,2020-08-19, 14,inferred
Vale of White Horse,2020-08-20, 14,inferred
Vale of White Horse,2020-08-21, 14,inferred
Vale of White Horse,2020-08-22, 14,inferred
Vale of White Horse,2020-08-23, 14,inferred
Vale of White Horse,2020-08-24, 14,inferred
Vale of White Horse,2020-08-25, 17,inferred
Vale of White Horse,2020-08-26, 17,inferred
Vale of White Horse,2020-08-27, 17,inferred
Vale of White Horse,2020-08-28, 17,inferred
Vale of White Horse,2020-08-29, 17,inferred
Vale of White Horse,2020-08-30, 17,inferred
Vale of White Horse,2020-08-31, 17,inferred
Vale of White Horse,2020-09-01, 19,inferred
Vale of White Horse,2020-09-02, 19,inferred
Vale of White Horse,2020-09-03, 19,inferred
Vale of White Horse,2020-09-04, 19,inferred
Vale of White Horse,2020-09-05, 19,inferred
Vale of White Horse,2020-09-06, 19,inferred
Vale of White Horse,2020-09-07, 19,inferred
Vale of White Horse,2020-09-08, 14,inferred
Vale of White Horse,2020-09-09, 14,inferred
Vale of White Horse,2020-09-10, 14,inferred
Vale of White Horse,2020-09-11, 14,inferred
Vale of White Horse,2020-09-12, 14,inferred
Vale of White Horse,2020-09-13, 14,inferred
Vale of White Horse,2020-09-14, 14,inferred
Vale of White Horse,2020-09-15, 17,inferred
Vale of White Horse,2020-09-16, 17,inferred
Vale of White Horse,2020-09-17, 17,inferred
Vale of White Horse,2020-09-18, 17,inferred
Vale of White Horse,2020-09-19, 17,inferred
Vale of White Horse,2020-09-20, 17,inferred
Vale of White Horse,2020-09-21, 17,inferred
Vale of White Horse,2020-09-22, 24,inferred
Vale of White Horse,2020-09-23, 24,inferred
Vale of White Horse,2020-09-24, 24,inferred
Vale of White Horse,2020-09-25, 24,inferred
Vale of White Horse,2020-09-26, 24,inferred
Vale of White Horse,2020-09-27, 24,inferred
Vale of White Horse,2020-09-28, 24,inferred
Vale of White Horse,2020-09-29, 51,inferred
Vale of White Horse,2020-09-30, 51,inferred
Vale of White Horse,2020-10-01, 51,inferred
Vale of White Horse,2020-10-02, 51,inferred
Vale of White Horse,2020-10-03, 51,inferred
Vale of White Horse,2020-10-04, 51,inferred
Vale of White Horse,2020-10-05, 51,inferred
Vale of White Horse,2020-10-06, 61,inferred
Vale of White Horse,2020-10-07, 61,inferred
Vale of White Horse,2020-10-08, 61,inferred
Vale of White Horse,2020-10-09, 61,inferred
Vale of White Horse,2020-10-10, 61,inferred
Vale of White Horse,2020-10-11, 61,inferred
Vale of White Horse,2020-10-12, 61,inferred
Vale of White Horse,2020-10-13, 75,inferred
Vale of White Horse,2020-10-14, 75,inferred
Vale of White Horse,2020-10-15, 75,inferred
Vale of White Horse,2020-10-16, 75,inferred
Vale of White Horse,2020-10-17, 75,inferred
Vale of White Horse,2020-10-18, 75,inferred
Vale of White Horse,2020-10-19, 75,inferred
Vale of White Horse,2020-10-20,115,inferred
Vale of White Horse,2020-10-21,115,inferred
Vale of White Horse,2020-10-22,115,inferred
Vale of White Horse,2020-10-23,115,inferred
Vale of White Horse,2020-10-24,115,inferred
Vale of White Horse,2020-10-25,115,inferred
Vale of White Horse,2020-10-26,115,inferred
Vale of White Horse,2020-10-27,118,inferred
Vale of White Horse,2020-10-28,118,inferred
Vale of White Horse,2020-10-29,118,inferred
Vale of White Horse,2020-10-30,118,inferred
Vale of White Horse,2020-10-31,118,inferred
Vale of White Horse,2020-11-01,118,inferred
Vale of White Horse,2020-11-02,118,inferred
Vale of White Horse,2020-11-03,183,inferred
Vale of White Horse,2020-11-04,183,inferred
Vale of White Horse,2020-11-05,183,inferred
Vale of White Horse,2020-11-06,183,inferred
Vale of White Horse,2020-11-07,183,inferred
Vale of White Horse,2020-11-08,183,inferred
Vale of White Horse,2020-11-09,183,inferred
Vale of White Horse,2020-11-10,160,inferred
Vale of White Horse,2020-11-11,160,inferred
Vale of White Horse,2020-11-12,160,inferred
Vale of White Horse,2020-11-13,160,inferred
Vale of White Horse,2020-11-14,160,inferred
Vale of White Horse,2020-11-15,160,inferred
Vale of White Horse,2020-11-16,160,inferred
Vale of White Horse,2020-11-17, 93,inferred
Vale of White Horse,2020-11-18, 93,inferred
Vale of White Horse,2020-11-19, 93,inferred
Vale of White Horse,2020-11-20, 93,inferred
Vale of White Horse,2020-11-21, 93,inferred
Vale of White Horse,2020-11-22, 93,inferred
Vale of White Horse,2020-11-23, 93,inferred
Vale of White Horse,2020-11-24, 52,projected
Vale of White Horse,2020-11-25, 52,projected
Vale of White Horse,2020-11-26, 52,projected
Vale of White Horse,2020-11-27, 52,projected
Vale of White Horse,2020-11-28, 52,projected
Vale of White Horse,2020-11-29, 52,projected
Vale of White Horse,2020-11-30, 52,projected
Vale of White Horse,2020-12-01,113,projected
Vale of White Horse,2020-12-02,113,projected
Vale of White Horse,2020-12-03,113,projected
Vale of White Horse,2020-12-04,113,projected
Vale of White Horse,2020-12-05,113,projected
Vale of White Horse,2020-12-06,113,projected
Vale of White Horse,2020-12-07,113,projected
Vale of White Horse,2020-12-08, 91,projected
Vale of White Horse,2020-12-09, 91,projected
Vale of White Horse,2020-12-10, 91,projected
Vale of White Horse,2020-12-11, 91,projected
Vale of White Horse,2020-12-12, 91,projected
Vale of White Horse,2020-12-13, 91,projected
Vale of White Horse,2020-12-14, 91,projected
Vale of White Horse,2020-12-15, 77,projected
Vale of White Horse,2020-12-16, 77,projected
Vale of White Horse,2020-12-17, 77,projected
Vale of White Horse,2020-12-18, 77,projected
Vale of White Horse,2020-12-19, 77,projected
Vale of White Horse,2020-12-20, 77,projected
Vale of White Horse,2020-12-21, 77,projected
West Berkshire,2020-08-11, 11,inferred
West Berkshire,2020-08-12, 11,inferred
West Berkshire,2020-08-13, 11,inferred
West Berkshire,2020-08-14, 11,inferred
West Berkshire,2020-08-15, 11,inferred
West Berkshire,2020-08-16, 11,inferred
West Berkshire,2020-08-17, 11,inferred
West Berkshire,2020-08-18, 11,inferred
West Berkshire,2020-08-19, 11,inferred
West Berkshire,2020-08-20, 11,inferred
West Berkshire,2020-08-21, 11,inferred
West Berkshire,2020-08-22, 11,inferred
West Berkshire,2020-08-23, 11,inferred
West Berkshire,2020-08-24, 11,inferred
West Berkshire,2020-08-25, 15,inferred
West Berkshire,2020-08-26, 15,inferred
West Berkshire,2020-08-27, 15,inferred
West Berkshire,2020-08-28, 15,inferred
West Berkshire,2020-08-29, 15,inferred
West Berkshire,2020-08-30, 15,inferred
West Berkshire,2020-08-31, 15,inferred
West Berkshire,2020-09-01, 10,inferred
West Berkshire,2020-09-02, 10,inferred
West Berkshire,2020-09-03, 10,inferred
West Berkshire,2020-09-04, 10,inferred
West Berkshire,2020-09-05, 10,inferred
West Berkshire,2020-09-06, 10,inferred
West Berkshire,2020-09-07, 10,inferred
West Berkshire,2020-09-08, 10,inferred
West Berkshire,2020-09-09, 10,inferred
West Berkshire,2020-09-10, 10,inferred
West Berkshire,2020-09-11, 10,inferred
West Berkshire,2020-09-12, 10,inferred
West Berkshire,2020-09-13, 10,inferred
West Berkshire,2020-09-14, 10,inferred
West Berkshire,2020-09-15, 27,inferred
West Berkshire,2020-09-16, 27,inferred
West Berkshire,2020-09-17, 27,inferred
West Berkshire,2020-09-18, 27,inferred
West Berkshire,2020-09-19, 27,inferred
West Berkshire,2020-09-20, 27,inferred
West Berkshire,2020-09-21, 27,inferred
West Berkshire,2020-09-22, 30,inferred
West Berkshire,2020-09-23, 30,inferred
West Berkshire,2020-09-24, 30,inferred
West Berkshire,2020-09-25, 30,inferred
West Berkshire,2020-09-26, 30,inferred
West Berkshire,2020-09-27, 30,inferred
West Berkshire,2020-09-28, 30,inferred
West Berkshire,2020-09-29, 56,inferred
West Berkshire,2020-09-30, 56,inferred
West Berkshire,2020-10-01, 56,inferred
West Berkshire,2020-10-02, 56,inferred
West Berkshire,2020-10-03, 56,inferred
West Berkshire,2020-10-04, 56,inferred
West Berkshire,2020-10-05, 56,inferred
West Berkshire,2020-10-06, 58,inferred
West Berkshire,2020-10-07, 58,inferred
West Berkshire,2020-10-08, 58,inferred
West Berkshire,2020-10-09, 58,inferred
West Berkshire,2020-10-10, 58,inferred
West Berkshire,2020-10-11, 58,inferred
West Berkshire,2020-10-12, 58,inferred
West Berkshire,2020-10-13,101,inferred
West Berkshire,2020-10-14,101,inferred
West Berkshire,2020-10-15,101,inferred
West Berkshire,2020-10-16,101,inferred
West Berkshire,2020-10-17,101,inferred
West Berkshire,2020-10-18,101,inferred
West Berkshire,2020-10-19,101,inferred
West Berkshire,2020-10-20,129,inferred
West Berkshire,2020-10-21,129,inferred
West Berkshire,2020-10-22,129,inferred
West Berkshire,2020-10-23,129,inferred
West Berkshire,2020-10-24,129,inferred
West Berkshire,2020-10-25,129,inferred
West Berkshire,2020-10-26,129,inferred
West Berkshire,2020-10-27,156,inferred
West Berkshire,2020-10-28,156,inferred
West Berkshire,2020-10-29,156,inferred
West Berkshire,2020-10-30,156,inferred
West Berkshire,2020-10-31,156,inferred
West Berkshire,2020-11-01,156,inferred
West Berkshire,2020-11-02,156,inferred
West Berkshire,2020-11-03,196,inferred
West Berkshire,2020-11-04,196,inferred
West Berkshire,2020-11-05,196,inferred
West Berkshire,2020-11-06,196,inferred
West Berkshire,2020-11-07,196,inferred
West Berkshire,2020-11-08,196,inferred
West Berkshire,2020-11-09,196,inferred
West Berkshire,2020-11-10,183,inferred
West Berkshire,2020-11-11,183,inferred
West Berkshire,2020-11-12,183,inferred
West Berkshire,2020-11-13,183,inferred
West Berkshire,2020-11-14,183,inferred
West Berkshire,2020-11-15,183,inferred
West Berkshire,2020-11-16,183,inferred
West Berkshire,2020-11-17,113,inferred
West Berkshire,2020-11-18,113,inferred
West Berkshire,2020-11-19,113,inferred
West Berkshire,2020-11-20,113,inferred
West Berkshire,2020-11-21,113,inferred
West Berkshire,2020-11-22,113,inferred
West Berkshire,2020-11-23,113,inferred
West Berkshire,2020-11-24, 59,projected
West Berkshire,2020-11-25, 59,projected
West Berkshire,2020-11-26, 59,projected
West Berkshire,2020-11-27, 59,projected
West Berkshire,2020-11-28, 59,projected
West Berkshire,2020-11-29, 59,projected
West Berkshire,2020-11-30, 59,projected
West Berkshire,2020-12-01,100,projected
West Berkshire,2020-12-02,100,projected
West Berkshire,2020-12-03,100,projected
West Berkshire,2020-12-04,100,projected
West Berkshire,2020-12-05,100,projected
West Berkshire,2020-12-06,100,projected
West Berkshire,2020-12-07,100,projected
West Berkshire,2020-12-08, 79,projected
West Berkshire,2020-12-09, 79,projected
West Berkshire,2020-12-10, 79,projected
West Berkshire,2020-12-11, 79,projected
West Berkshire,2020-12-12, 79,projected
West Berkshire,2020-12-13, 79,projected
West Berkshire,2020-12-14, 79,projected
West Berkshire,2020-12-15, 69,projected
West Berkshire,2020-12-16, 69,projected
West Berkshire,2020-12-17, 69,projected
West Berkshire,2020-12-18, 69,projected
West Berkshire,2020-12-19, 69,projected
West Berkshire,2020-12-20, 69,projected
West Berkshire,2020-12-21, 69,projected
West Oxfordshire,2020-08-11,  7,inferred
West Oxfordshire,2020-08-12,  7,inferred
West Oxfordshire,2020-08-13,  7,inferred
West Oxfordshire,2020-08-14,  7,inferred
West Oxfordshire,2020-08-15,  7,inferred
West Oxfordshire,2020-08-16,  7,inferred
West Oxfordshire,2020-08-17,  7,inferred
West Oxfordshire,2020-08-18,  3,inferred
West Oxfordshire,2020-08-19,  3,inferred
West Oxfordshire,2020-08-20,  3,inferred
West Oxfordshire,2020-08-21,  3,inferred
West Oxfordshire,2020-08-22,  3,inferred
West Oxfordshire,2020-08-23,  3,inferred
West Oxfordshire,2020-08-24,  3,inferred
West Oxfordshire,2020-08-25, 14,inferred
West Oxfordshire,2020-08-26, 14,inferred
West Oxfordshire,2020-08-27, 14,inferred
West Oxfordshire,2020-08-28, 14,inferred
West Oxfordshire,2020-08-29, 14,inferred
West Oxfordshire,2020-08-30, 14,inferred
West Oxfordshire,2020-08-31, 14,inferred
West Oxfordshire,2020-09-01, 16,inferred
West Oxfordshire,2020-09-02, 16,inferred
West Oxfordshire,2020-09-03, 16,inferred
West Oxfordshire,2020-09-04, 16,inferred
West Oxfordshire,2020-09-05, 16,inferred
West Oxfordshire,2020-09-06, 16,inferred
West Oxfordshire,2020-09-07, 16,inferred
West Oxfordshire,2020-09-08, 10,inferred
West Oxfordshire,2020-09-09, 10,inferred
West Oxfordshire,2020-09-10, 10,inferred
West Oxfordshire,2020-09-11, 10,inferred
West Oxfordshire,2020-09-12, 10,inferred
West Oxfordshire,2020-09-13, 10,inferred
West Oxfordshire,2020-09-14, 10,inferred
West Oxfordshire,2020-09-15,  6,inferred
West Oxfordshire,2020-09-16,  6,inferred
West Oxfordshire,2020-09-17,  6,inferred
West Oxfordshire,2020-09-18,  6,inferred
West Oxfordshire,2020-09-19,  6,inferred
West Oxfordshire,2020-09-20,  6,inferred
West Oxfordshire,2020-09-21,  6,inferred
West Oxfordshire,2020-09-22, 12,inferred
West Oxfordshire,2020-09-23, 12,inferred
West Oxfordshire,2020-09-24, 12,inferred
West Oxfordshire,2020-09-25, 12,inferred
West Oxfordshire,2020-09-26, 12,inferred
West Oxfordshire,2020-09-27, 12,inferred
West Oxfordshire,2020-09-28, 12,inferred
West Oxfordshire,2020-09-29, 36,inferred
West Oxfordshire,2020-09-30, 36,inferred
West Oxfordshire,2020-10-01, 36,inferred
West Oxfordshire,2020-10-02, 36,inferred
West Oxfordshire,2020-10-03, 36,inferred
West Oxfordshire,2020-10-04, 36,inferred
West Oxfordshire,2020-10-05, 36,inferred
West Oxfordshire,2020-10-06, 52,inferred
West Oxfordshire,2020-10-07, 52,inferred
West Oxfordshire,2020-10-08, 52,inferred
West Oxfordshire,2020-10-09, 52,inferred
West Oxfordshire,2020-10-10, 52,inferred
West Oxfordshire,2020-10-11, 52,inferred
West Oxfordshire,2020-10-12, 52,inferred
West Oxfordshire,2020-10-13, 77,inferred
West Oxfordshire,2020-10-14, 77,inferred
West Oxfordshire,2020-10-15, 77,inferred
West Oxfordshire,2020-10-16, 77,inferred
West Oxfordshire,2020-10-17, 77,inferred
West Oxfordshire,2020-10-18, 77,inferred
West Oxfordshire,2020-10-19, 77,inferred
West Oxfordshire,2020-10-20,145,inferred
West Oxfordshire,2020-10-21,145,inferred
West Oxfordshire,2020-10-22,145,inferred
West Oxfordshire,2020-10-23,145,inferred
West Oxfordshire,2020-10-24,145,inferred
West Oxfordshire,2020-10-25,145,inferred
West Oxfordshire,2020-10-26,145,inferred
West Oxfordshire,2020-10-27,139,inferred
West Oxfordshire,2020-10-28,139,inferred
West Oxfordshire,2020-10-29,139,inferred
West Oxfordshire,2020-10-30,139,inferred
West Oxfordshire,2020-10-31,139,inferred
West Oxfordshire,2020-11-01,139,inferred
West Oxfordshire,2020-11-02,139,inferred
West Oxfordshire,2020-11-03,157,inferred
West Oxfordshire,2020-11-04,157,inferred
West Oxfordshire,2020-11-05,157,inferred
West Oxfordshire,2020-11-06,157,inferred
West Oxfordshire,2020-11-07,157,inferred
West Oxfordshire,2020-11-08,157,inferred
West Oxfordshire,2020-11-09,157,inferred
West Oxfordshire,2020-11-10,116,inferred
West Oxfordshire,2020-11-11,116,inferred
West Oxfordshire,2020-11-12,116,inferred
West Oxfordshire,2020-11-13,116,inferred
West Oxfordshire,2020-11-14,116,inferred
West Oxfordshire,2020-11-15,116,inferred
West Oxfordshire,2020-11-16,116,inferred
West Oxfordshire,2020-11-17, 70,inferred
West Oxfordshire,2020-11-18, 70,inferred
West Oxfordshire,2020-11-19, 70,inferred
West Oxfordshire,2020-11-20, 70,inferred
West Oxfordshire,2020-11-21, 70,inferred
West Oxfordshire,2020-11-22, 70,inferred
West Oxfordshire,2020-11-23, 70,inferred
West Oxfordshire,2020-11-24, 30,projected
West Oxfordshire,2020-11-25, 30,projected
West Oxfordshire,2020-11-26, 30,projected
West Oxfordshire,2020-11-27, 30,projected
West Oxfordshire,2020-11-28, 30,projected
West Oxfordshire,2020-11-29, 30,projected
West Oxfordshire,2020-11-30, 30,projected
West Oxfordshire,2020-12-01, 65,projected
West Oxfordshire,2020-12-02, 65,projected
West Oxfordshire,2020-12-03, 65,projected
West Oxfordshire,2020-12-04, 65,projected
West Oxfordshire,2020-12-05, 65,projected
West Oxfordshire,2020-12-06, 65,projected
West Oxfordshire,2020-12-07, 65,projected
West Oxfordshire,2020-12-08, 57,projected
West Oxfordshire,2020-12-09, 57,projected
West Oxfordshire,2020-12-10, 57,projected
West Oxfordshire,2020-12-11, 57,projected
West Oxfordshire,2020-12-12, 57,projected
West Oxfordshire,2020-12-13, 57,projected
West Oxfordshire,2020-12-14, 57,projected
West Oxfordshire,2020-12-15, 52,projected
West Oxfordshire,2020-12-16, 52,projected
West Oxfordshire,2020-12-17, 52,projected
West Oxfordshire,2020-12-18, 52,projected
West Oxfordshire,2020-12-19, 52,projected
West Oxfordshire,2020-12-20, 52,projected
West Oxfordshire,2020-12-21, 52,projected
Windsor and Maidenhead,2020-08-11, 18,inferred
Windsor and Maidenhead,2020-08-12, 18,inferred
Windsor and Maidenhead,2020-08-13, 18,inferred
Windsor and Maidenhead,2020-08-14, 18,inferred
Windsor and Maidenhead,2020-08-15, 18,inferred
Windsor and Maidenhead,2020-08-16, 18,inferred
Windsor and Maidenhead,2020-08-17, 18,inferred
Windsor and Maidenhead,2020-08-18, 35,inferred
Windsor and Maidenhead,2020-08-19, 35,inferred
Windsor and Maidenhead,2020-08-20, 35,inferred
Windsor and Maidenhead,2020-08-21, 35,inferred
Windsor and Maidenhead,2020-08-22, 35,inferred
Windsor and Maidenhead,2020-08-23, 35,inferred
Windsor and Maidenhead,2020-08-24, 35,inferred
Windsor and Maidenhead,2020-08-25, 20,inferred
Windsor and Maidenhead,2020-08-26, 20,inferred
Windsor and Maidenhead,2020-08-27, 20,inferred
Windsor and Maidenhead,2020-08-28, 20,inferred
Windsor and Maidenhead,2020-08-29, 20,inferred
Windsor and Maidenhead,2020-08-30, 20,inferred
Windsor and Maidenhead,2020-08-31, 20,inferred
Windsor and Maidenhead,2020-09-01, 40,inferred
Windsor and Maidenhead,2020-09-02, 40,inferred
Windsor and Maidenhead,2020-09-03, 40,inferred
Windsor and Maidenhead,2020-09-04, 40,inferred
Windsor and Maidenhead,2020-09-05, 40,inferred
Windsor and Maidenhead,2020-09-06, 40,inferred
Windsor and Maidenhead,2020-09-07, 40,inferred
Windsor and Maidenhead,2020-09-08, 69,inferred
Windsor and Maidenhead,2020-09-09, 69,inferred
Windsor and Maidenhead,2020-09-10, 69,inferred
Windsor and Maidenhead,2020-09-11, 69,inferred
Windsor and Maidenhead,2020-09-12, 69,inferred
Windsor and Maidenhead,2020-09-13, 69,inferred
Windsor and Maidenhead,2020-09-14, 69,inferred
Windsor and Maidenhead,2020-09-15, 37,inferred
Windsor and Maidenhead,2020-09-16, 37,inferred
Windsor and Maidenhead,2020-09-17, 37,inferred
Windsor and Maidenhead,2020-09-18, 37,inferred
Windsor and Maidenhead,2020-09-19, 37,inferred
Windsor and Maidenhead,2020-09-20, 37,inferred
Windsor and Maidenhead,2020-09-21, 37,inferred
Windsor and Maidenhead,2020-09-22, 38,inferred
Windsor and Maidenhead,2020-09-23, 38,inferred
Windsor and Maidenhead,2020-09-24, 38,inferred
Windsor and Maidenhead,2020-09-25, 38,inferred
Windsor and Maidenhead,2020-09-26, 38,inferred
Windsor and Maidenhead,2020-09-27, 38,inferred
Windsor and Maidenhead,2020-09-28, 38,inferred
Windsor and Maidenhead,2020-09-29, 93,inferred
Windsor and Maidenhead,2020-09-30, 93,inferred
Windsor and Maidenhead,2020-10-01, 93,inferred
Windsor and Maidenhead,2020-10-02, 93,inferred
Windsor and Maidenhead,2020-10-03, 93,inferred
Windsor and Maidenhead,2020-10-04, 93,inferred
Windsor and Maidenhead,2020-10-05, 93,inferred
Windsor and Maidenhead,2020-10-06,154,inferred
Windsor and Maidenhead,2020-10-07,154,inferred
Windsor and Maidenhead,2020-10-08,154,inferred
Windsor and Maidenhead,2020-10-09,154,inferred
Windsor and Maidenhead,2020-10-10,154,inferred
Windsor and Maidenhead,2020-10-11,154,inferred
Windsor and Maidenhead,2020-10-12,154,inferred
Windsor and Maidenhead,2020-10-13,176,inferred
Windsor and Maidenhead,2020-10-14,176,inferred
Windsor and Maidenhead,2020-10-15,176,inferred
Windsor and Maidenhead,2020-10-16,176,inferred
Windsor and Maidenhead,2020-10-17,176,inferred
Windsor and Maidenhead,2020-10-18,176,inferred
Windsor and Maidenhead,2020-10-19,176,inferred
Windsor and Maidenhead,2020-10-20,202,inferred
Windsor and Maidenhead,2020-10-21,202,inferred
Windsor and Maidenhead,2020-10-22,202,inferred
Windsor and Maidenhead,2020-10-23,202,inferred
Windsor and Maidenhead,2020-10-24,202,inferred
Windsor and Maidenhead,2020-10-25,202,inferred
Windsor and Maidenhead,2020-10-26,202,inferred
Windsor and Maidenhead,2020-10-27,264,inferred
Windsor and Maidenhead,2020-10-28,264,inferred
Windsor and Maidenhead,2020-10-29,264,inferred
Windsor and Maidenhead,2020-10-30,264,inferred
Windsor and Maidenhead,2020-10-31,264,inferred
Windsor and Maidenhead,2020-11-01,264,inferred
Windsor and Maidenhead,2020-11-02,264,inferred
Windsor and Maidenhead,2020-11-03,242,inferred
Windsor and Maidenhead,2020-11-04,242,inferred
Windsor and Maidenhead,2020-11-05,242,inferred
Windsor and Maidenhead,2020-11-06,242,inferred
Windsor and Maidenhead,2020-11-07,242,inferred
Windsor and Maidenhead,2020-11-08,242,inferred
Windsor and Maidenhead,2020-11-09,242,inferred
Windsor and Maidenhead,2020-11-10,280,inferred
Windsor and Maidenhead,2020-11-11,280,inferred
Windsor and Maidenhead,2020-11-12,280,inferred
Windsor and Maidenhead,2020-11-13,280,inferred
Windsor and Maidenhead,2020-11-14,280,inferred
Windsor and Maidenhead,2020-11-15,280,inferred
Windsor and Maidenhead,2020-11-16,280,inferred
Windsor and Maidenhead,2020-11-17,188,inferred
Windsor and Maidenhead,2020-11-18,188,inferred
Windsor and Maidenhead,2020-11-19,188,inferred
Windsor and Maidenhead,2020-11-20,188,inferred
Windsor and Maidenhead,2020-11-21,188,inferred
Windsor and Maidenhead,2020-11-22,188,inferred
Windsor and Maidenhead,2020-11-23,188,inferred
Windsor and Maidenhead,2020-11-24, 98,projected
Windsor and Maidenhead,2020-11-25, 98,projected
Windsor and Maidenhead,2020-11-26, 98,projected
Windsor and Maidenhead,2020-11-27, 98,projected
Windsor and Maidenhead,2020-11-28, 98,projected
Windsor and Maidenhead,2020-11-29, 98,projected
Windsor and Maidenhead,2020-11-30, 98,projected
Windsor and Maidenhead,2020-12-01,210,projected
Windsor and Maidenhead,2020-12-02,210,projected
Windsor and Maidenhead,2020-12-03,210,projected
Windsor and Maidenhead,2020-12-04,210,projected
Windsor and Maidenhead,2020-12-05,210,projected
Windsor and Maidenhead,2020-12-06,210,projected
Windsor and Maidenhead,2020-12-07,210,projected
Windsor and Maidenhead,2020-12-08,181,projected
Windsor and Maidenhead,2020-12-09,181,projected
Windsor and Maidenhead,2020-12-10,181,projected
Windsor and Maidenhead,2020-12-11,181,projected
Windsor and Maidenhead,2020-12-12,181,projected
Windsor and Maidenhead,2020-12-13,181,projected
Windsor and Maidenhead,2020-12-14,181,projected
Windsor and Maidenhead,2020-12-15,156,projected
Windsor and Maidenhead,2020-12-16,156,projected
Windsor and Maidenhead,2020-12-17,156,projected
Windsor and Maidenhead,2020-12-18,156,projected
Windsor and Maidenhead,2020-12-19,156,projected
Windsor and Maidenhead,2020-12-20,156,projected
Windsor and Maidenhead,2020-12-21,156,projected
Wokingham,2020-08-11,  6,inferred
Wokingham,2020-08-12,  6,inferred
Wokingham,2020-08-13,  6,inferred
Wokingham,2020-08-14,  6,inferred
Wokingham,2020-08-15,  6,inferred
Wokingham,2020-08-16,  6,inferred
Wokingham,2020-08-17,  6,inferred
Wokingham,2020-08-18, 11,inferred
Wokingham,2020-08-19, 11,inferred
Wokingham,2020-08-20, 11,inferred
Wokingham,2020-08-21, 11,inferred
Wokingham,2020-08-22, 11,inferred
Wokingham,2020-08-23, 11,inferred
Wokingham,2020-08-24, 11,inferred
Wokingham,2020-08-25, 17,inferred
Wokingham,2020-08-26, 17,inferred
Wokingham,2020-08-27, 17,inferred
Wokingham,2020-08-28, 17,inferred
Wokingham,2020-08-29, 17,inferred
Wokingham,2020-08-30, 17,inferred
Wokingham,2020-08-31, 17,inferred
Wokingham,2020-09-01, 21,inferred
Wokingham,2020-09-02, 21,inferred
Wokingham,2020-09-03, 21,inferred
Wokingham,2020-09-04, 21,inferred
Wokingham,2020-09-05, 21,inferred
Wokingham,2020-09-06, 21,inferred
Wokingham,2020-09-07, 21,inferred
Wokingham,2020-09-08, 12,inferred
Wokingham,2020-09-09, 12,inferred
Wokingham,2020-09-10, 12,inferred
Wokingham,2020-09-11, 12,inferred
Wokingham,2020-09-12, 12,inferred
Wokingham,2020-09-13, 12,inferred
Wokingham,2020-09-14, 12,inferred
Wokingham,2020-09-15, 26,inferred
Wokingham,2020-09-16, 26,inferred
Wokingham,2020-09-17, 26,inferred
Wokingham,2020-09-18, 26,inferred
Wokingham,2020-09-19, 26,inferred
Wokingham,2020-09-20, 26,inferred
Wokingham,2020-09-21, 26,inferred
Wokingham,2020-09-22, 38,inferred
Wokingham,2020-09-23, 38,inferred
Wokingham,2020-09-24, 38,inferred
Wokingham,2020-09-25, 38,inferred
