area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-10-13, 1146.0, 1161.0, 1217.0, 1256.0, 1291.0, 1345.0, 1361.0,projected
"North East and Yorkshire",2022-10-14,  998.5, 1014.0, 1064.0, 1097.5, 1135.2, 1192.0, 1210.5,projected
"North East and Yorkshire",2022-10-15,  838.0,  848.0,  895.0,  927.0,  962.0, 1011.0, 1026.5,projected
"North East and Yorkshire",2022-10-16, 1037.0, 1058.0, 1113.0, 1156.0, 1196.2, 1252.0, 1275.0,projected
"North East and Yorkshire",2022-10-17, 1286.5, 1306.0, 1381.0, 1431.0, 1486.0, 1561.1, 1582.0,projected
"North East and Yorkshire",2022-10-18, 1183.5, 1208.0, 1277.0, 1333.0, 1386.0, 1469.0, 1495.5,projected
"North East and Yorkshire",2022-10-19, 1086.5, 1108.0, 1183.8, 1241.0, 1297.0, 1378.0, 1401.0,projected
"North East and Yorkshire",2022-10-20,  990.0, 1014.0, 1088.0, 1147.0, 1205.0, 1286.2, 1309.0,projected
"North East and Yorkshire",2022-10-21,  862.0,  886.0,  956.0, 1011.0, 1068.0, 1146.0, 1174.5,projected
"North East and Yorkshire",2022-10-22,  728.5,  746.0,  809.0,  860.0,  915.0,  998.0, 1020.5,projected
"North East and Yorkshire",2022-10-23,  897.0,  926.0, 1009.0, 1076.0, 1140.0, 1255.0, 1283.0,projected
"North East and Yorkshire",2022-10-24, 1118.0, 1147.0, 1257.0, 1337.0, 1426.2, 1576.0, 1608.0,projected
"North East and Yorkshire",2022-10-25, 1032.0, 1063.0, 1172.0, 1254.0, 1345.0, 1488.1, 1539.5,projected
"North East and Yorkshire",2022-10-26,  941.5,  976.9, 1088.0, 1169.0, 1261.2, 1411.0, 1459.6,projected
"North East and Yorkshire",2022-10-27,  867.8,  899.0, 1007.8, 1094.0, 1181.0, 1345.0, 1383.0,projected
"North East and Yorkshire",2022-10-28,  757.0,  785.9,  889.0,  971.0, 1056.2, 1195.1, 1253.0,projected
"North East and Yorkshire",2022-10-29,  637.4,  667.0,  755.0,  831.0,  915.2, 1041.0, 1091.5,projected
"North East and Yorkshire",2022-10-30,  793.5,  827.0,  950.0, 1041.0, 1154.0, 1328.0, 1397.6,projected
"North East and Yorkshire",2022-10-31,  989.0, 1030.0, 1184.8, 1309.0, 1454.5, 1680.0, 1783.1,projected
"North East and Yorkshire",2022-11-01,  908.4,  955.0, 1111.8, 1232.0, 1379.2, 1618.1, 1728.0,projected
"North East and Yorkshire",2022-11-02,  852.5,  892.0, 1044.0, 1160.5, 1301.2, 1541.0, 1635.0,projected
"North West",2022-10-13,  726.5,  739.0,  780.0,  810.0,  840.2,  884.0,  895.5,projected
"North West",2022-10-14,  661.5,  671.0,  708.0,  735.0,  763.0,  807.0,  818.0,projected
"North West",2022-10-15,  562.0,  574.9,  609.0,  634.0,  661.0,  704.0,  717.0,projected
"North West",2022-10-16,  706.0,  721.0,  768.0,  802.0,  832.0,  887.0,  908.5,projected
"North West",2022-10-17,  864.5,  880.0,  943.0,  983.0, 1028.0, 1095.0, 1120.0,projected
"North West",2022-10-18,  811.0,  834.0,  895.0,  943.5,  992.0, 1067.0, 1099.0,projected
"North West",2022-10-19,  742.5,  762.0,  825.0,  870.0,  921.2,  999.0, 1033.0,projected
"North West",2022-10-20,  663.5,  682.0,  742.0,  782.5,  839.0,  922.0,  951.5,projected
"North West",2022-10-21,  596.0,  613.0,  673.0,  718.0,  768.0,  855.0,  878.5,projected
"North West",2022-10-22,  509.0,  526.0,  580.0,  625.0,  670.0,  754.1,  782.5,projected
"North West",2022-10-23,  636.5,  650.0,  725.8,  790.0,  854.2,  966.0,  999.0,projected
"North West",2022-10-24,  779.5,  806.0,  897.0,  974.0, 1064.0, 1207.0, 1261.1,projected
"North West",2022-10-25,  739.5,  765.0,  850.0,  933.5, 1031.0, 1188.0, 1247.6,projected
"North West",2022-10-26,  672.0,  699.0,  787.0,  869.0,  962.0, 1124.0, 1189.0,projected
"North West",2022-10-27,  594.0,  617.0,  709.0,  790.5,  882.0, 1041.0, 1098.6,projected
