area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-09-29,1179.0,1202.0,1264.0,1315.0,1367.0,1433.0,1453.0,inferred
"North East and Yorkshire",2022-09-30,1122.5,1144.9,1203.0,1250.0,1294.0,1348.0,1371.0,inferred
"North East and Yorkshire",2022-10-01, 940.0, 955.0,1002.0,1036.0,1074.2,1123.0,1143.0,inferred
"North East and Yorkshire",2022-10-02,1139.0,1153.0,1199.0,1237.0,1274.0,1321.0,1339.0,inferred
"North East and Yorkshire",2022-10-03,1575.5,1592.0,1648.0,1688.0,1728.2,1790.0,1808.5,inferred
"North East and Yorkshire",2022-10-04,1509.0,1527.0,1581.0,1621.0,1660.2,1717.0,1734.0,inferred
"North East and Yorkshire",2022-10-05,1433.0,1454.0,1505.0,1546.0,1583.0,1642.0,1664.0,inferred
"North East and Yorkshire",2022-10-06,1294.0,1307.0,1356.0,1393.0,1428.0,1486.0,1507.0,inferred
"North East and Yorkshire",2022-10-07,1155.0,1171.0,1226.0,1257.5,1291.2,1344.0,1360.5,inferred
"North East and Yorkshire",2022-10-08, 922.0, 937.0, 978.8,1011.0,1041.0,1087.0,1102.0,inferred
"North East and Yorkshire",2022-10-09,1087.0,1101.9,1143.0,1178.0,1213.0,1264.0,1282.5,inferred
"North East and Yorkshire",2022-10-10,1465.0,1482.0,1537.8,1577.0,1618.0,1672.0,1693.0,inferred
"North East and Yorkshire",2022-10-11,1381.0,1398.0,1451.0,1489.0,1527.0,1579.0,1601.5,inferred
"North East and Yorkshire",2022-10-12,1284.0,1302.0,1356.0,1392.0,1427.0,1482.0,1497.0,inferred
"North East and Yorkshire",2022-10-13,1131.0,1147.0,1195.0,1230.0,1267.2,1319.0,1333.0,inferred
"North East and Yorkshire",2022-10-14,1000.5,1014.9,1062.0,1094.0,1129.0,1174.0,1185.0,inferred
"North East and Yorkshire",2022-10-15, 784.0, 797.0, 836.0, 863.0, 889.0, 933.0, 946.5,inferred
"North East and Yorkshire",2022-10-16, 907.0, 921.0, 963.0, 993.0,1028.0,1074.0,1095.0,inferred
"North East and Yorkshire",2022-10-17,1202.5,1221.0,1275.8,1314.0,1348.0,1403.0,1413.5,inferred
"North East and Yorkshire",2022-10-18,1123.0,1137.0,1186.0,1219.0,1255.0,1304.0,1320.0,inferred
"North East and Yorkshire",2022-10-19,1030.5,1045.0,1089.0,1122.0,1155.0,1203.0,1214.5,inferred
"North East and Yorkshire",2022-10-20, 887.0, 902.0, 945.0, 976.0,1007.0,1055.0,1067.0,inferred
"North East and Yorkshire",2022-10-21, 768.5, 782.9, 822.0, 852.0, 881.2, 926.0, 935.5,inferred
"North East and Yorkshire",2022-10-22, 589.0, 599.0, 633.0, 658.0, 685.0, 722.0, 731.5,inferred
"North East and Yorkshire",2022-10-23, 670.0, 681.0, 722.0, 749.5, 775.0, 816.0, 832.0,inferred
"North East and Yorkshire",2022-10-24, 888.0, 904.0, 950.0, 978.0,1009.0,1054.0,1073.5,inferred
"North East and Yorkshire",2022-10-25, 825.5, 837.0, 874.0, 903.0, 931.0, 976.0, 988.5,inferred
"North East and Yorkshire",2022-10-26, 747.0, 758.0, 796.0, 824.0, 853.0, 896.0, 908.5,inferred
"North East and Yorkshire",2022-10-27, 640.0, 652.0, 687.0, 713.0, 739.0, 779.0, 795.5,inferred
"North East and Yorkshire",2022-10-28, 554.0, 563.9, 594.0, 616.0, 641.0, 678.0, 691.5,inferred
"North East and Yorkshire",2022-10-29, 413.0, 423.0, 455.0, 476.0, 499.0, 527.0, 538.0,inferred
"North East and Yorkshire",2022-10-30, 476.5, 488.0, 518.0, 540.0, 563.0, 597.0, 606.0,inferred
"North East and Yorkshire",2022-10-31, 644.5, 654.9, 691.0, 718.0, 743.0, 781.0, 795.5,inferred
"North East and Yorkshire",2022-11-01, 592.5, 605.0, 644.0, 669.0, 695.0, 730.0, 743.0,inferred
"North East and Yorkshire",2022-11-02, 548.5, 562.0, 595.0, 619.0, 646.0, 680.0, 694.5,inferred
"North East and Yorkshire",2022-11-03, 478.5, 487.0, 515.0, 538.0, 561.0, 595.0, 604.5,inferred
"North East and Yorkshire",2022-11-04, 411.5, 421.0, 451.0, 472.0, 493.0, 523.0, 533.5,inferred
"North East and Yorkshire",2022-11-05, 317.0, 325.0, 347.0, 364.5, 384.0, 412.0, 423.0,inferred
"North East and Yorkshire",2022-11-06, 365.0, 374.0, 402.0, 421.0, 441.0, 471.0, 480.5,inferred
"North East and Yorkshire",2022-11-07, 503.5, 515.0, 548.0, 569.5, 592.2, 630.0, 648.0,inferred
"North East and Yorkshire",2022-11-08, 479.5, 488.0, 521.0, 544.0, 567.0, 598.0, 608.0,inferred
"North East and Yorkshire",2022-11-09, 453.5, 463.0, 491.8, 513.0, 535.0, 571.0, 582.0,inferred
