area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-10-04,  5596.0,  5664.0,  5856.0,  6005.0,  6160.0,  6364.0,  6461.1,projected
"North East and Yorkshire",2021-10-05,  5279.5,  5353.0,  5613.0,  5776.0,  5954.0,  6236.1,  6311.1,projected
"North East and Yorkshire",2021-10-06,  5257.4,  5344.8,  5609.8,  5833.5,  6054.0,  6384.0,  6490.1,projected
"North East and Yorkshire",2021-10-07,  5043.0,  5132.9,  5418.0,  5660.5,  5931.2,  6339.1,  6460.1,projected
"North East and Yorkshire",2021-10-08,  4639.5,  4706.0,  5038.8,  5304.5,  5598.5,  6047.0,  6181.5,projected
"North East and Yorkshire",2021-10-09,  3845.5,  3912.9,  4272.8,  4555.0,  4859.5,  5286.2,  5404.6,projected
"North East and Yorkshire",2021-10-10,  4054.9,  4154.9,  4593.5,  4944.0,  5326.8,  5969.6,  6157.1,projected
"North East and Yorkshire",2021-10-11,  5511.8,  5686.0,  6398.8,  6998.0,  7662.8,  8782.6,  9155.5,projected
"North East and Yorkshire",2021-10-12,  5259.9,  5382.9,  6167.5,  6818.5,  7599.5,  8914.5,  9409.1,projected
"North East and Yorkshire",2021-10-13,  5181.0,  5367.0,  6221.8,  6968.5,  7893.2,  9552.2, 10011.3,projected
"North East and Yorkshire",2021-10-14,  4931.0,  5143.8,  6102.8,  6902.0,  7983.5,  9850.2, 10440.3,projected
"North East and Yorkshire",2021-10-15,  4572.8,  4786.8,  5729.0,  6580.0,  7716.5,  9861.8, 10561.1,projected
"North East and Yorkshire",2021-10-16,  3847.8,  4027.9,  4957.8,  5763.0,  6893.5,  9003.5,  9821.2,projected
"North East and Yorkshire",2021-10-17,  4063.3,  4339.0,  5401.5,  6403.5,  7832.2, 10572.2, 11753.5,projected
"North East and Yorkshire",2021-10-18,  5639.4,  6001.0,  7616.8,  9240.0, 11669.0, 16512.1, 18485.4,projected
"North East and Yorkshire",2021-10-19,  5369.5,  5738.0,  7444.2,  9242.5, 11965.5, 17684.3, 20337.3,projected
"North East and Yorkshire",2021-10-20,  5302.9,  5800.6,  7644.2,  9679.5, 12837.8, 20137.0, 23362.3,projected
"North East and Yorkshire",2021-10-21,  5194.9,  5683.9,  7600.8,  9794.0, 13328.2, 21869.5, 25197.8,projected
"North East and Yorkshire",2021-10-22,  4801.5,  5306.0,  7247.0,  9553.0, 13355.0, 23023.3, 27081.0,projected
"North East and Yorkshire",2021-10-23,  4040.9,  4492.9,  6427.2,  8533.0, 12309.0, 22093.9, 26875.6,projected
"North East and Yorkshire",2021-10-24,  4372.0,  4879.8,  7129.5,  9769.0, 14427.2, 27249.0, 35133.0,projected
"North West",2021-10-04,  4149.9,  4192.0,  4354.0,  4456.0,  4573.2,  4737.0,  4789.3,projected
"North West",2021-10-05,  3996.5,  4061.0,  4253.0,  4382.0,  4511.0,  4730.0,  4780.0,projected
"North West",2021-10-06,  4098.0,  4168.0,  4390.8,  4548.0,  4729.2,  4972.0,  5058.6,projected
"North West",2021-10-07,  4021.9,  4083.9,  4351.8,  4534.0,  4758.2,  5054.0,  5160.0,projected
"North West",2021-10-08,  3591.5,  3681.0,  3954.8,  4172.0,  4409.2,  4741.1,  4923.3,projected
"North West",2021-10-09,  2986.9,  3060.0,  3357.0,  3596.0,  3828.0,  4248.9,  4423.9,projected
"North West",2021-10-10,  3180.4,  3281.0,  3650.8,  3950.5,  4286.0,  4860.3,  5099.2,projected
"North West",2021-10-11,  4430.4,  4594.9,  5184.0,  5706.0,  6291.2,  7379.2,  7747.9,projected
"North West",2021-10-12,  4239.0,  4386.8,  5066.8,  5648.0,  6336.0,  7595.3,  8136.3,projected
"North West",2021-10-13,  4249.8,  4454.0,  5214.0,  5915.5,  6737.0,  8316.0,  8950.1,projected
"North West",2021-10-14,  4137.8,  4338.8,  5172.8,  5954.0,  6883.8,  8728.2,  9377.6,projected
"North West",2021-10-15,  3711.9,  3878.5,  4733.5,  5526.5,  6460.8,  8449.0,  9334.6,projected
"North West",2021-10-16,  3099.5,  3250.0,  4055.5,  4774.0,  5747.5,  7580.5,  8678.3,projected
"North West",2021-10-17,  3283.4,  3500.9,  4410.0,  5334.0,  6500.2,  8840.0, 10168.7,projected
"North West",2021-10-18,  4566.9,  4910.2,  6299.5,  7759.0,  9673.0, 13739.7, 15879.3,projected
"North West",2021-10-19,  4354.9,  4743.3,  6169.0,  7743.0,  9919.5, 14453.3, 17111.3,projected
"North West",2021-10-20,  4402.4,  4796.8,  6427.8,  8216.0, 10702.0, 16344.0, 19437.8,projected
"North West",2021-10-21,  4235.4,  4727.5,  6440.8,  8340.5, 11079.2, 17435.6, 21538.3,projected
"North West",2021-10-22,  3831.4,  4228.4,  5860.0,  7803.0, 10552.8, 17426.3, 22046.1,projected
"North West",2021-10-23,  3206.3,  3599.5,  5024.2,  6820.5,  9391.0, 16464.6, 21050.1,projected
"North West",2021-10-24,  3406.8,  3818.2,  5495.8,  7717.5, 10958.2, 19546.1, 25783.6,projected
"Midlands",2021-10-04,  7680.0,  7763.6,  8005.8,  8202.0,  8379.2,  8626.0,  8696.5,projected
"Midlands",2021-10-05,  7428.4,  7524.0,  7822.8,  8080.5,  8312.0,  8611.0,  8685.1,projected
"Midlands",2021-10-06,  7486.0,  7590.8,  7946.2,  8307.5,  8608.5,  8993.1,  9121.0,projected
"Midlands",2021-10-07,  7355.5,  7443.0,  7870.8,  8299.0,  8671.0,  9165.0,  9322.2,projected
"Midlands",2021-10-08,  6681.0,  6792.0,  7264.2,  7727.5,  8141.0,  8747.1,  8934.1,projected
"Midlands",2021-10-09,  5727.4,  5845.8,  6353.0,  6831.0,  7267.2,  7926.1,  8190.6,projected
"Midlands",2021-10-10,  6126.0,  6291.9,  6894.2,  7482.5,  8104.2,  9002.1,  9334.0,projected
"Midlands",2021-10-11,  8305.4,  8561.0,  9570.5, 10594.5, 11657.0, 13218.6, 13826.8,projected
"Midlands",2021-10-12,  8021.1,  8266.9,  9421.2, 10529.0, 11756.0, 13740.5, 14414.8,projected
"Midlands",2021-10-13,  8088.5,  8334.8,  9673.2, 10992.5, 12467.8, 14818.1, 15639.7,projected
"Midlands",2021-10-14,  7900.5,  8249.9,  9674.2, 11107.0, 12813.2, 15637.2, 16699.1,projected
"Midlands",2021-10-15,  7207.4,  7500.9,  9021.0, 10462.0, 12282.5, 15385.5, 16504.6,projected
"Midlands",2021-10-16,  6246.9,  6501.6,  7936.2,  9412.5, 11222.8, 14421.6, 15593.7,projected
"Midlands",2021-10-17,  6737.2,  6984.0,  8696.5, 10510.5, 12729.2, 16969.2, 18869.1,projected
"Midlands",2021-10-18,  9230.4,  9631.0, 12215.8, 15074.0, 18649.0, 25850.2, 28889.4,projected
"Midlands",2021-10-19,  8899.1,  9402.9, 12122.2, 15260.0, 19394.5, 27790.3, 31678.0,projected
"Midlands",2021-10-20,  9052.0,  9610.0, 12585.0, 16220.5, 20975.2, 31659.8, 36400.7,projected
"Midlands",2021-10-21,  8885.3,  9510.9, 12733.8, 16657.5, 22308.0, 34839.2, 40231.3,projected
"Midlands",2021-10-22,  8167.5,  8745.2, 11964.2, 15935.0, 22073.0, 35972.8, 42562.6,projected
"Midlands",2021-10-23,  7115.4,  7664.7, 10657.8, 14545.0, 20630.0, 35855.3, 43281.8,projected
"Midlands",2021-10-24,  7694.3,  8354.8, 11932.5, 16654.0, 24191.2, 43971.6, 55378.6,projected
"East of England",2021-10-04,  3391.0,  3448.0,  3574.8,  3664.0,  3763.0,  3891.0,  3938.7,projected
"East of England",2021-10-05,  3338.5,  3379.9,  3535.8,  3638.0,  3747.0,  3901.0,  3953.1,projected
"East of England",2021-10-06,  3404.8,  3451.9,  3611.0,  3751.0,  3882.0,  4068.2,  4133.5,projected
"East of England",2021-10-07,  3283.9,  3338.9,  3535.0,  3691.0,  3836.0,  4068.1,  4121.1,projected
"East of England",2021-10-08,  3039.9,  3105.0,  3332.8,  3490.5,  3654.0,  3905.0,  3997.0,projected
"East of England",2021-10-09,  2573.9,  2634.9,  2854.8,  3019.5,  3191.2,  3472.1,  3564.6,projected
"East of England",2021-10-10,  2681.5,  2747.9,  3007.8,  3216.0,  3432.2,  3782.1,  3893.1,projected
"East of England",2021-10-11,  3587.4,  3680.9,  4092.8,  4438.0,  4761.0,  5350.2,  5560.5,projected
"East of England",2021-10-12,  3505.8,  3637.6,  4076.8,  4442.5,  4840.2,  5544.1,  5797.6,projected
"East of England",2021-10-13,  3581.8,  3697.9,  4191.5,  4615.5,  5093.2,  5951.1,  6238.6,projected
"East of England",2021-10-14,  3462.8,  3592.7,  4129.2,  4607.0,  5123.5,  6143.7,  6435.1,projected
"East of England",2021-10-15,  3218.9,  3362.0,  3897.0,  4397.0,  4979.0,  6088.5,  6408.1,projected
"East of England",2021-10-16,  2705.0,  2859.9,  3375.0,  3860.0,  4430.8,  5586.3,  5935.5,projected
"East of England",2021-10-17,  2828.5,  3010.7,  3581.8,  4169.5,  4838.5,  6202.9,  6777.6,projected
"East of England",2021-10-18,  3810.4,  4027.6,  4911.8,  5810.5,  6850.5,  9078.4,  9905.7,projected
"East of England",2021-10-19,  3747.0,  3960.0,  4957.2,  5899.5,  7123.8,  9696.6, 10694.0,projected
"East of England",2021-10-20,  3808.3,  4084.4,  5154.8,  6217.0,  7634.2, 10742.8, 11992.0,projected
"East of England",2021-10-21,  3753.5,  3976.6,  5088.8,  6307.5,  7839.2, 11479.9, 13048.1,projected
"East of England",2021-10-22,  3494.4,  3727.6,  4916.2,  6095.0,  7764.5, 11786.0, 13436.9,projected
"East of England",2021-10-23,  2967.1,  3204.4,  4264.0,  5412.5,  7065.5, 11053.8, 12938.6,projected
"East of England",2021-10-24,  3185.4,  3426.9,  4616.8,  5912.0,  7888.2, 12864.3, 15268.8,projected
"London",2021-10-04,  2906.5,  2952.0,  3085.0,  3190.0,  3289.0,  3431.1,  3468.0,projected
"London",2021-10-05,  2850.0,  2895.0,  3065.0,  3191.0,  3312.0,  3512.1,  3567.1,projected
"London",2021-10-06,  2899.5,  2946.0,  3145.8,  3302.0,  3460.2,  3676.1,  3756.0,projected
"London",2021-10-07,  2807.0,  2865.9,  3062.8,  3254.0,  3428.2,  3694.0,  3780.6,projected
"London",2021-10-08,  2561.4,  2614.0,  2857.0,  3054.0,  3260.2,  3534.2,  3657.5,projected
"London",2021-10-09,  2146.0,  2218.0,  2441.8,  2642.0,  2869.0,  3181.0,  3289.0,projected
"London",2021-10-10,  2154.4,  2208.8,  2477.8,  2720.0,  2996.5,  3393.4,  3537.0,projected
"London",2021-10-11,  2872.9,  2966.9,  3404.0,  3791.0,  4250.0,  4972.0,  5190.6,projected
"London",2021-10-12,  2798.5,  2875.8,  3348.8,  3797.0,  4312.0,  5155.2,  5477.0,projected
