area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-07-04, 4253.0, 4337.0, 5026.8, 5292.5, 5565.0, 5816.0, 5886.0,inferred
"North East and Yorkshire",2021-07-05, 6373.0, 6461.0, 7481.8, 7693.0, 7929.2, 8186.0, 8258.5,inferred
"North East and Yorkshire",2021-07-06, 6506.0, 6573.0, 7255.0, 7391.5, 7526.2, 7708.0, 7751.6,inferred
"North East and Yorkshire",2021-07-07, 6953.0, 7056.7, 7482.8, 7612.0, 7726.0, 7885.0, 7923.6,inferred
"North East and Yorkshire",2021-07-08, 7138.5, 7216.9, 7498.8, 7635.0, 7755.0, 7921.0, 7975.5,inferred
"North East and Yorkshire",2021-07-09, 7000.9, 7057.0, 7265.0, 7387.5, 7512.2, 7672.0, 7722.0,inferred
"North East and Yorkshire",2021-07-10, 6207.5, 6272.9, 6450.0, 6555.0, 6665.0, 6809.0, 6862.0,inferred
"North East and Yorkshire",2021-07-11, 7046.0, 7094.0, 7265.0, 7369.0, 7477.0, 7626.0, 7684.0,inferred
"North East and Yorkshire",2021-07-12,10453.5,10500.0,10691.0,10816.0,10952.2,11123.0,11200.5,inferred
"North East and Yorkshire",2021-07-13,10312.5,10371.0,10552.8,10681.0,10805.2,11005.0,11055.1,inferred
"North East and Yorkshire",2021-07-14,10272.0,10338.0,10565.0,10705.0,10866.5,11091.1,11160.5,inferred
"North East and Yorkshire",2021-07-15, 9317.5, 9390.0, 9616.5, 9788.5, 9985.0,10244.1,10342.0,inferred
"North East and Yorkshire",2021-07-16, 7945.4, 8025.0, 8236.8, 8412.0, 8575.2, 8806.1, 8868.5,inferred
"North East and Yorkshire",2021-07-17, 6238.5, 6291.0, 6438.5, 6551.5, 6677.2, 6866.0, 6914.1,inferred
"North East and Yorkshire",2021-07-18, 6158.0, 6204.0, 6340.0, 6455.5, 6566.0, 6743.0, 6786.5,inferred
"North East and Yorkshire",2021-07-19, 8001.5, 8039.0, 8213.0, 8324.0, 8446.2, 8618.1, 8677.5,inferred
"North East and Yorkshire",2021-07-20, 6927.0, 6968.0, 7134.0, 7245.0, 7358.2, 7538.0, 7587.0,inferred
"North East and Yorkshire",2021-07-21, 6346.0, 6413.0, 6614.0, 6744.0, 6878.0, 7042.1, 7104.1,inferred
"North East and Yorkshire",2021-07-22, 5708.9, 5761.0, 5922.8, 6040.0, 6149.0, 6314.0, 6348.0,inferred
"North East and Yorkshire",2021-07-23, 4910.5, 4961.0, 5090.8, 5183.0, 5278.2, 5411.0, 5444.6,inferred
"North East and Yorkshire",2021-07-24, 3867.0, 3906.9, 4016.0, 4091.0, 4164.0, 4279.1, 4324.1,inferred
