area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-04-20,  434.0,  443.0,  471.0,  494.0,  521.0,  555.0,  564.0,inferred
"North East and Yorkshire",2021-04-21,  427.0,  435.0,  467.0,  492.0,  516.0,  553.0,  567.5,inferred
"North East and Yorkshire",2021-04-22,  392.0,  401.0,  432.0,  453.0,  473.0,  509.0,  521.5,inferred
"North East and Yorkshire",2021-04-23,  348.0,  357.0,  385.0,  405.0,  426.0,  458.0,  466.0,inferred
"North East and Yorkshire",2021-04-24,  279.0,  287.0,  312.0,  330.0,  347.0,  372.0,  380.5,inferred
"North East and Yorkshire",2021-04-25,  296.0,  305.0,  328.0,  346.0,  363.0,  392.0,  402.5,inferred
"North East and Yorkshire",2021-04-26,  420.0,  431.0,  459.0,  481.0,  502.0,  531.0,  543.5,inferred
"North East and Yorkshire",2021-04-27,  401.0,  410.0,  436.0,  457.0,  477.2,  507.0,  515.0,inferred
"North East and Yorkshire",2021-04-28,  401.0,  410.0,  440.0,  461.0,  483.0,  515.0,  527.0,inferred
"North East and Yorkshire",2021-04-29,  370.0,  381.0,  409.0,  429.0,  452.0,  481.0,  492.5,inferred
"North East and Yorkshire",2021-04-30,  335.0,  340.0,  367.0,  386.0,  406.0,  436.0,  445.5,inferred
"North East and Yorkshire",2021-05-01,  266.0,  272.0,  293.0,  311.0,  329.0,  356.0,  366.0,inferred
"North East and Yorkshire",2021-05-02,  273.0,  283.0,  308.0,  326.0,  344.0,  370.0,  377.0,inferred
"North East and Yorkshire",2021-05-03,  399.0,  406.0,  434.0,  457.0,  479.0,  509.0,  518.0,inferred
"North East and Yorkshire",2021-05-04,  381.5,  389.0,  415.0,  436.0,  456.0,  486.0,  494.0,inferred
"North East and Yorkshire",2021-05-05,  380.0,  388.0,  418.0,  439.0,  460.0,  492.0,  503.5,inferred
"North East and Yorkshire",2021-05-06,  357.0,  366.0,  392.0,  413.0,  434.0,  466.0,  476.0,inferred
