area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"North East and Yorkshire",2022-01-25,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-26,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-27,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-28,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-29,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-30,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-01-31,  0.65,  0.65,  0.66,  0.67,  0.67,  0.68,  0.68,  0.69,  0.70,  0.73,  0.73,  0.74,  0.75,  0.76,  0.76,inferred
"North East and Yorkshire",2022-02-01,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-02,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-03,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-04,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-05,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-06,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-07,  0.47,  0.47,  0.47,  0.49,  0.50,  0.51,  0.53,  0.56,  0.56,  0.57,  0.58,  0.58,  0.61,  0.68,  0.68,inferred
"North East and Yorkshire",2022-02-08,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-09,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-10,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-11,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-12,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-13,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-14,  0.57,  0.58,  0.58,  0.60,  0.61,  0.63,  0.67,  0.70,  0.71,  0.71,  0.72,  0.72,  0.75,  0.80,  0.81,inferred
"North East and Yorkshire",2022-02-15,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-16,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-17,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-18,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-19,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-20,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-21,  0.52,  0.53,  0.54,  0.55,  0.55,  0.57,  0.61,  0.63,  0.64,  0.65,  0.65,  0.66,  0.69,  0.74,  0.75,inferred
"North East and Yorkshire",2022-02-22,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-23,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-24,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-25,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-26,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-27,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-02-28,  1.06,  1.07,  1.08,  1.12,  1.14,  1.18,  1.22,  1.24,  1.25,  1.26,  1.26,  1.27,  1.28,  1.29,  1.30,inferred
"North East and Yorkshire",2022-03-01,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-02,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-03,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-04,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-05,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-06,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-07,  1.50,  1.51,  1.65,  1.71,  1.72,  1.72,  1.74,  1.78,  1.84,  1.90,  1.92,  1.93,  1.95,  1.96,  1.98,inferred
"North East and Yorkshire",2022-03-08,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-09,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-10,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-11,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-12,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-13,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-14,  1.28,  1.28,  1.37,  1.42,  1.43,  1.44,  1.46,  1.48,  1.55,  1.67,  1.73,  1.75,  1.78,  1.80,  1.82,inferred
"North East and Yorkshire",2022-03-15,  1.10,  1.11,  1.14,  1.17,  1.17,  1.18,  1.19,  1.20,  1.22,  1.29,  1.33,  1.35,  1.37,  1.38,  1.39,inferred
"North East and Yorkshire",2022-03-16,  1.10,  1.11,  1.14,  1.17,  1.17,  1.18,  1.19,  1.20,  1.22,  1.29,  1.33,  1.35,  1.37,  1.38,  1.39,inferred
"North East and Yorkshire",2022-03-17,  1.10,  1.11,  1.14,  1.17,  1.17,  1.18,  1.19,  1.20,  1.22,  1.29,  1.33,  1.35,  1.37,  1.38,  1.39,inferred
"North East and Yorkshire",2022-03-18,  1.10,  1.11,  1.14,  1.17,  1.17,  1.18,  1.19,  1.20,  1.22,  1.29,  1.33,  1.35,  1.37,  1.38,  1.39,inferred
