area,Date,P_08,P_09,P_10,P_11,P_12,P_15,P_20,provenance
Windsor and Maidenhead,2020-09-21,1.00,1.00,0.99,0.98,0.91,0.36,0.00,inferred
Windsor and Maidenhead,2020-09-22,1.00,1.00,0.99,0.98,0.91,0.36,0.00,inferred
Windsor and Maidenhead,2020-09-23,1.00,1.00,0.99,0.98,0.91,0.36,0.00,inferred
Windsor and Maidenhead,2020-09-24,1.00,1.00,0.99,0.98,0.91,0.36,0.00,inferred
Windsor and Maidenhead,2020-09-25,1.00,1.00,0.99,0.98,0.91,0.36,0.00,inferred
Windsor and Maidenhead,2020-09-26,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-09-27,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-09-28,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-09-29,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-09-30,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-10-01,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-10-02,1.00,1.00,1.00,1.00,0.98,0.60,0.02,inferred
Windsor and Maidenhead,2020-10-03,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-04,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-05,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-06,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-07,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-08,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-09,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Windsor and Maidenhead,2020-10-10,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-11,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-12,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-13,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-14,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-15,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-16,1.00,1.00,0.99,0.93,0.75,0.05,0.00,inferred
Windsor and Maidenhead,2020-10-17,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-18,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-19,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-20,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-21,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-22,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-23,1.00,1.00,0.95,0.75,0.39,0.01,0.00,inferred
Windsor and Maidenhead,2020-10-24,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-25,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-26,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-27,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-28,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-29,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-30,0.99,0.96,0.85,0.59,0.25,0.00,0.00,inferred
Windsor and Maidenhead,2020-10-31,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-01,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-02,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-03,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-04,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-05,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-06,1.00,0.98,0.86,0.58,0.28,0.03,0.00,inferred
Windsor and Maidenhead,2020-11-07,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-08,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-09,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-10,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-11,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-12,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-13,0.89,0.60,0.23,0.07,0.01,0.00,0.00,inferred
Windsor and Maidenhead,2020-11-14,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-15,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-16,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-17,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-18,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-19,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-20,0.79,0.59,0.39,0.23,0.12,0.02,0.00,inferred
Windsor and Maidenhead,2020-11-21,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-22,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-23,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-24,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-25,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-26,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-27,0.77,0.60,0.40,0.26,0.16,0.04,0.00,projected
Windsor and Maidenhead,2020-11-28,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-11-29,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-11-30,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-12-01,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-12-02,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-12-03,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-12-04,0.74,0.58,0.42,0.29,0.20,0.06,0.00,projected
Windsor and Maidenhead,2020-12-05,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-06,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-07,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-08,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-09,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-10,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Windsor and Maidenhead,2020-12-11,0.71,0.56,0.42,0.31,0.22,0.08,0.01,projected
Wokingham,2020-08-01,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-02,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-03,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-04,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-05,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-06,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-07,0.48,0.22,0.09,0.03,0.01,0.00,0.00,inferred
Wokingham,2020-08-08,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-09,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-10,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-11,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-12,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-13,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-14,0.77,0.49,0.23,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-08-15,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-16,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-17,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-18,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-19,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-20,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-21,0.55,0.28,0.11,0.05,0.02,0.01,0.00,inferred
Wokingham,2020-08-22,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-23,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-24,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-25,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-26,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-27,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-28,0.64,0.35,0.13,0.04,0.01,0.00,0.00,inferred
Wokingham,2020-08-29,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-08-30,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-08-31,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-09-01,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-09-02,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-09-03,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-09-04,0.61,0.30,0.11,0.02,0.01,0.00,0.00,inferred
Wokingham,2020-09-05,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-06,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-07,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-08,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-09,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-10,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-11,0.83,0.55,0.26,0.08,0.03,0.00,0.00,inferred
Wokingham,2020-09-12,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-13,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-14,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-15,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-16,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-17,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-18,1.00,0.99,0.93,0.76,0.49,0.05,0.00,inferred
Wokingham,2020-09-19,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-20,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-21,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-22,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-23,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-24,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-25,1.00,0.99,0.98,0.94,0.85,0.23,0.00,inferred
Wokingham,2020-09-26,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-09-27,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-09-28,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-09-29,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-09-30,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-10-01,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-10-02,1.00,1.00,0.99,0.97,0.92,0.31,0.00,inferred
Wokingham,2020-10-03,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-04,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-05,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-06,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-07,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-08,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-09,1.00,1.00,0.99,0.96,0.80,0.15,0.00,inferred
Wokingham,2020-10-10,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-11,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-12,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-13,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-14,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-15,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-16,1.00,1.00,0.98,0.93,0.74,0.04,0.00,inferred
Wokingham,2020-10-17,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-18,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-19,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-20,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-21,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-22,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-23,1.00,0.98,0.88,0.62,0.28,0.00,0.00,inferred
Wokingham,2020-10-24,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-25,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-26,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-27,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-28,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-29,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-30,1.00,0.97,0.83,0.52,0.18,0.00,0.00,inferred
Wokingham,2020-10-31,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-01,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-02,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-03,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-04,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-05,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-06,1.00,0.98,0.84,0.48,0.18,0.00,0.00,inferred
Wokingham,2020-11-07,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-08,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-09,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-10,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-11,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-12,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-13,0.93,0.69,0.34,0.13,0.04,0.00,0.00,inferred
Wokingham,2020-11-14,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-15,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-16,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-17,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-18,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-19,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-20,0.79,0.57,0.37,0.20,0.11,0.01,0.00,inferred
Wokingham,2020-11-21,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-22,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-23,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-24,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-25,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-26,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-27,0.73,0.56,0.39,0.25,0.15,0.03,0.00,projected
Wokingham,2020-11-28,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-11-29,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-11-30,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-12-01,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-12-02,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-12-03,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-12-04,0.72,0.55,0.39,0.27,0.18,0.05,0.01,projected
Wokingham,2020-12-05,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-06,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-07,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-08,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-09,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-10,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
Wokingham,2020-12-11,0.70,0.55,0.41,0.29,0.20,0.07,0.01,projected
