area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"North East and Yorkshire",2022-02-18,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-19,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-20,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-21,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-22,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-23,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-24,  0.78,  0.78,  0.79,  0.80,  0.80,  0.81,  0.81,  0.82,  0.83,  0.84,  0.84,  0.85,  0.86,  0.86,  0.87,inferred
"North East and Yorkshire",2022-02-25,  1.44,  1.45,  1.46,  1.48,  1.49,  1.50,  1.51,  1.51,  1.52,  1.52,  1.53,  1.53,  1.54,  1.55,  1.56,inferred
"North East and Yorkshire",2022-02-26,  1.44,  1.45,  1.46,  1.48,  1.49,  1.50,  1.51,  1.51,  1.52,  1.52,  1.53,  1.53,  1.54,  1.55,  1.56,inferred
"North East and Yorkshire",2022-02-27,  1.44,  1.45,  1.46,  1.48,  1.49,  1.50,  1.51,  1.51,  1.52,  1.52,  1.53,  1.53,  1.54,  1.55,  1.56,inferred
"North East and Yorkshire",2022-02-28,  1.44,  1.45,  1.46,  1.48,  1.49,  1.50,  1.51,  1.51,  1.52,  1.52,  1.53,  1.53,  1.54,  1.55,  1.56,inferred
