area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"North East and Yorkshire",2022-01-21,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-22,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-23,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-24,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-25,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-26,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-27,  0.68,  0.68,  0.69,  0.70,  0.70,  0.70,  0.71,  0.71,  0.71,  0.73,  0.78,  0.79,  0.80,  0.80,  0.81,inferred
"North East and Yorkshire",2022-01-28,  0.53,  0.53,  0.56,  0.58,  0.59,  0.60,  0.62,  0.62,  0.63,  0.64,  0.66,  0.68,  0.71,  0.71,  0.71,inferred
"North East and Yorkshire",2022-01-29,  0.53,  0.53,  0.56,  0.58,  0.59,  0.60,  0.62,  0.62,  0.63,  0.64,  0.66,  0.68,  0.71,  0.71,  0.71,inferred
"North East and Yorkshire",2022-01-30,  0.53,  0.53,  0.56,  0.58,  0.59,  0.60,  0.62,  0.62,  0.63,  0.64,  0.66,  0.68,  0.71,  0.71,  0.71,inferred
