area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-10-31,  4941.9,  4990.0,  5136.0,  5243.5,  5349.0,  5495.1,  5548.0,projected
"North East and Yorkshire",2021-11-01,  6953.3,  7017.0,  7227.0,  7381.5,  7539.2,  7755.1,  7819.1,projected
"North East and Yorkshire",2021-11-02,  6428.5,  6498.9,  6694.8,  6861.0,  7032.0,  7259.1,  7354.0,projected
"North East and Yorkshire",2021-11-03,  6355.8,  6406.0,  6687.8,  6887.0,  7078.2,  7340.4,  7408.1,projected
"North East and Yorkshire",2021-11-04,  5962.9,  6064.9,  6397.0,  6601.5,  6840.2,  7197.1,  7302.6,projected
"North East and Yorkshire",2021-11-05,  5457.0,  5542.0,  5900.8,  6147.0,  6432.0,  6807.3,  6956.3,projected
"North East and Yorkshire",2021-11-06,  4647.9,  4767.0,  5089.8,  5342.5,  5650.2,  6073.6,  6207.6,projected
"North East and Yorkshire",2021-11-07,  5125.5,  5253.0,  5652.0,  5927.0,  6288.2,  6863.4,  7078.3,projected
"North East and Yorkshire",2021-11-08,  7103.3,  7281.7,  7932.0,  8368.5,  8977.0,  9932.8, 10261.6,projected
"North East and Yorkshire",2021-11-09,  6487.3,  6683.0,  7344.0,  7836.5,  8466.2,  9470.4,  9902.0,projected
"North East and Yorkshire",2021-11-10,  6412.8,  6622.8,  7316.2,  7882.0,  8618.8,  9794.6, 10282.5,projected
"North East and Yorkshire",2021-11-11,  6046.5,  6316.6,  7018.8,  7585.0,  8411.5,  9814.5, 10331.3,projected
"North East and Yorkshire",2021-11-12,  5576.4,  5749.8,  6516.5,  7103.5,  7956.8,  9429.5, 10012.7,projected
"North East and Yorkshire",2021-11-13,  4751.5,  4932.0,  5635.2,  6250.0,  7048.5,  8452.4,  9080.5,projected
"North East and Yorkshire",2021-11-14,  5265.8,  5445.9,  6265.5,  6977.5,  7978.0,  9774.2, 10414.0,projected
"North East and Yorkshire",2021-11-15,  7270.9,  7600.8,  8834.8,  9945.0, 11422.8, 14471.6, 15523.1,projected
"North East and Yorkshire",2021-11-16,  6659.3,  6966.2,  8204.8,  9383.5, 10950.2, 14057.4, 15080.5,projected
"North East and Yorkshire",2021-11-17,  6617.3,  6921.7,  8206.8,  9510.0, 11280.2, 14766.9, 15979.8,projected
"North East and Yorkshire",2021-11-18,  6210.5,  6578.3,  7913.8,  9247.0, 11142.2, 15002.6, 16430.7,projected
"North East and Yorkshire",2021-11-19,  5698.8,  6049.4,  7364.2,  8733.5, 10678.8, 14689.3, 16556.0,projected
"North East and Yorkshire",2021-11-20,  4857.9,  5244.8,  6446.8,  7700.0,  9591.5, 13351.6, 15366.9,projected
"North West",2021-10-31,  3283.0,  3327.9,  3435.0,  3511.0,  3600.2,  3717.1,  3755.0,projected
"North West",2021-11-01,  4637.4,  4679.0,  4868.0,  4985.0,  5099.0,  5281.0,  5352.5,projected
"North West",2021-11-02,  4283.4,  4354.0,  4544.5,  4673.0,  4806.0,  5006.0,  5071.6,projected
"North West",2021-11-03,  4296.4,  4366.9,  4576.0,  4728.0,  4883.0,  5129.1,  5203.6,projected
"North West",2021-11-04,  4071.9,  4153.6,  4385.8,  4565.0,  4753.2,  5047.1,  5161.5,projected
"North West",2021-11-05,  3557.5,  3648.0,  3896.8,  4085.0,  4293.5,  4630.0,  4756.5,projected
"North West",2021-11-06,  3035.4,  3101.9,  3352.0,  3558.5,  3774.0,  4146.0,  4325.0,projected
"North West",2021-11-07,  3307.3,  3399.9,  3726.0,  3968.0,  4234.0,  4708.2,  4898.4,projected
"North West",2021-11-08,  4612.9,  4771.9,  5224.0,  5620.5,  6066.5,  6886.0,  7244.7,projected
"North West",2021-11-09,  4238.8,  4405.9,  4874.8,  5283.0,  5763.0,  6634.1,  6990.1,projected
"North West",2021-11-10,  4189.4,  4354.0,  4889.0,  5360.0,  5883.8,  6995.1,  7399.1,projected
"North West",2021-11-11,  3984.9,  4139.9,  4704.2,  5197.5,  5781.0,  7056.2,  7496.7,projected
"North West",2021-11-12,  3504.8,  3671.8,  4195.2,  4662.5,  5241.2,  6476.4,  6969.5,projected
"North West",2021-11-13,  2978.8,  3122.8,  3616.2,  4067.5,  4643.2,  5862.0,  6397.2,projected
"North West",2021-11-14,  3252.5,  3430.8,  4029.8,  4567.5,  5223.8,  6633.5,  7432.3,projected
"North West",2021-11-15,  4522.0,  4809.8,  5659.0,  6536.0,  7537.2,  9812.3, 11063.4,projected
"North West",2021-11-16,  4214.2,  4400.0,  5284.8,  6167.5,  7203.5,  9635.1, 10951.5,projected
"North West",2021-11-17,  4142.0,  4409.4,  5301.8,  6239.5,  7411.5, 10084.4, 11801.2,projected
"North West",2021-11-18,  3960.3,  4206.0,  5143.8,  6079.0,  7257.0, 10339.6, 12028.6,projected
"North West",2021-11-19,  3423.0,  3680.2,  4569.5,  5486.5,  6647.8,  9742.2, 11507.3,projected
"North West",2021-11-20,  2954.9,  3136.5,  3941.8,  4802.5,  5918.2,  8858.1, 10600.0,projected
"Midlands",2021-10-31,  5316.0,  5368.0,  5497.0,  5604.5,  5709.0,  5851.0,  5895.0,projected
"Midlands",2021-11-01,  7207.0,  7292.9,  7483.8,  7622.0,  7777.0,  8019.0,  8099.6,projected
