area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-08-27,  3614.0,  3659.0,  3778.8,  3861.0,  3948.0,  4076.1,  4121.5,projected
"North East and Yorkshire",2021-08-28,  2853.5,  2894.0,  3010.0,  3098.0,  3176.2,  3306.1,  3348.6,projected
"North East and Yorkshire",2021-08-29,  2860.5,  2901.0,  3041.0,  3136.0,  3223.0,  3360.1,  3402.5,projected
"North East and Yorkshire",2021-08-30,  3943.4,  4017.9,  4209.0,  4334.0,  4474.0,  4669.0,  4733.5,projected
"North East and Yorkshire",2021-08-31,  3675.4,  3758.8,  3976.8,  4127.5,  4288.2,  4514.0,  4581.0,projected
"North East and Yorkshire",2021-09-01,  3663.9,  3752.0,  4027.8,  4208.5,  4419.2,  4722.0,  4811.0,projected
"North East and Yorkshire",2021-09-02,  3443.4,  3541.0,  3832.5,  4052.5,  4284.0,  4620.0,  4770.8,projected
"North East and Yorkshire",2021-09-03,  3014.5,  3104.9,  3408.0,  3651.5,  3910.5,  4277.6,  4404.6,projected
"North East and Yorkshire",2021-09-04,  2390.5,  2474.9,  2756.8,  2983.0,  3234.0,  3597.5,  3729.5,projected
"North East and Yorkshire",2021-09-05,  2418.9,  2522.0,  2823.8,  3075.5,  3377.2,  3843.2,  3974.0,projected
"North East and Yorkshire",2021-09-06,  3307.5,  3462.0,  3952.0,  4359.0,  4818.8,  5502.3,  5812.1,projected
"North East and Yorkshire",2021-09-07,  3138.8,  3286.8,  3802.8,  4246.5,  4728.0,  5530.0,  5869.3,projected
"North East and Yorkshire",2021-09-08,  3154.4,  3310.8,  3924.0,  4430.0,  5000.5,  5992.0,  6409.1,projected
"North East and Yorkshire",2021-09-09,  2996.2,  3149.8,  3798.0,  4354.0,  4974.0,  6147.0,  6540.2,projected
"North East and Yorkshire",2021-09-10,  2668.9,  2821.0,  3474.2,  4036.5,  4649.2,  5963.2,  6363.2,projected
"North East and Yorkshire",2021-09-11,  2110.4,  2256.8,  2887.8,  3382.5,  3991.8,  5235.0,  5733.8,projected
"North East and Yorkshire",2021-09-12,  2163.9,  2311.4,  3010.8,  3592.5,  4277.2,  5765.2,  6379.7,projected
"North East and Yorkshire",2021-09-13,  2989.4,  3247.6,  4323.8,  5240.5,  6363.5,  8803.1,  9910.3,projected
"North East and Yorkshire",2021-09-14,  2908.8,  3146.9,  4240.5,  5214.5,  6470.0,  9199.7, 10756.7,projected
"North East and Yorkshire",2021-09-15,  2958.9,  3210.5,  4468.8,  5622.0,  7073.2, 10394.7, 12266.5,projected
"North East and Yorkshire",2021-09-16,  2876.4,  3167.9,  4441.5,  5671.5,  7337.5, 11168.1, 13833.1,projected
"North West",2021-08-27,  2759.5,  2789.0,  2903.0,  2978.0,  3049.0,  3168.0,  3208.5,projected
"North West",2021-08-28,  2179.0,  2211.0,  2309.8,  2379.0,  2449.0,  2558.1,  2599.5,projected
"North West",2021-08-29,  2248.9,  2292.0,  2405.0,  2483.0,  2567.0,  2692.1,  2746.0,projected
"North West",2021-08-30,  3150.4,  3209.0,  3378.0,  3499.0,  3630.0,  3819.2,  3878.5,projected
"North West",2021-08-31,  2997.5,  3067.9,  3246.8,  3390.0,  3527.2,  3759.1,  3832.2,projected
"North West",2021-09-01,  2995.4,  3088.8,  3304.8,  3465.0,  3654.2,  3969.0,  4112.0,projected
"North West",2021-09-02,  2826.4,  2903.0,  3168.0,  3358.5,  3578.8,  3942.1,  4059.1,projected
"North West",2021-09-03,  2443.5,  2530.9,  2798.0,  2999.0,  3241.2,  3624.1,  3791.1,projected
"North West",2021-09-04,  1916.4,  1981.0,  2220.8,  2416.0,  2655.0,  3012.1,  3151.6,projected
"North West",2021-09-05,  1954.5,  2043.0,  2322.0,  2568.5,  2830.2,  3274.0,  3502.0,projected
"North West",2021-09-06,  2738.9,  2833.9,  3273.0,  3627.0,  4055.0,  4757.2,  5130.6,projected
"North West",2021-09-07,  2577.9,  2676.0,  3160.0,  3552.0,  4011.8,  4835.2,  5111.7,projected
"North West",2021-09-08,  2536.9,  2693.8,  3215.2,  3678.5,  4213.0,  5156.7,  5489.6,projected
"North West",2021-09-09,  2401.9,  2571.0,  3108.8,  3596.5,  4169.8,  5227.1,  5638.1,projected
"North West",2021-09-10,  2071.7,  2240.8,  2771.5,  3260.0,  3840.5,  4916.5,  5394.3,projected
"North West",2021-09-11,  1651.3,  1781.9,  2235.5,  2655.0,  3180.5,  4167.2,  4603.9,projected
"North West",2021-09-12,  1682.4,  1833.9,  2340.2,  2848.0,  3455.0,  4634.0,  5123.6,projected
"North West",2021-09-13,  2287.0,  2530.8,  3334.5,  4095.5,  5054.5,  6875.0,  7672.1,projected
"North West",2021-09-14,  2215.6,  2432.0,  3235.8,  4037.5,  5090.0,  7048.1,  7930.2,projected
"North West",2021-09-15,  2226.3,  2446.0,  3344.0,  4233.0,  5453.2,  7843.2,  8758.2,projected
"North West",2021-09-16,  2127.4,  2340.9,  3245.8,  4190.5,  5508.8,  8123.2,  9081.2,projected
"Midlands",2021-08-27,  4436.0,  4468.0,  4610.0,  4700.5,  4794.0,  4913.0,  4972.5,projected
"Midlands",2021-08-28,  3591.9,  3626.9,  3749.0,  3835.0,  3919.0,  4042.0,  4083.1,projected
"Midlands",2021-08-29,  3512.0,  3558.0,  3695.0,  3787.5,  3882.2,  4032.1,  4078.6,projected
"Midlands",2021-08-30,  4768.9,  4829.0,  5029.0,  5167.0,  5312.0,  5517.1,  5574.5,projected
"Midlands",2021-08-31,  4431.0,  4507.9,  4730.0,  4895.0,  5057.0,  5296.2,  5384.1,projected
"Midlands",2021-09-01,  4466.3,  4553.9,  4836.8,  5032.0,  5254.2,  5592.1,  5739.1,projected
"Midlands",2021-09-02,  4175.5,  4266.0,  4573.8,  4820.0,  5064.2,  5478.0,  5643.1,projected
"Midlands",2021-09-03,  3564.0,  3673.9,  3993.0,  4243.5,  4510.5,  4954.1,  5118.7,projected
