area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-10-03,  3476.5,  3515.9,  3636.8,  3727.0,  3827.2,  3959.1,  4000.0,projected
"North East and Yorkshire",2021-10-04,  4649.0,  4711.0,  4906.8,  5029.0,  5170.0,  5355.0,  5414.5,projected
"North East and Yorkshire",2021-10-05,  4245.5,  4324.0,  4522.8,  4666.0,  4802.2,  5020.0,  5070.0,projected
"North East and Yorkshire",2021-10-06,  4136.5,  4199.0,  4421.8,  4567.5,  4715.0,  4959.1,  5029.0,projected
"North East and Yorkshire",2021-10-07,  3849.9,  3919.9,  4167.0,  4315.5,  4490.0,  4758.0,  4838.1,projected
"North East and Yorkshire",2021-10-08,  3447.5,  3505.0,  3745.0,  3932.0,  4104.0,  4440.1,  4525.0,projected
"North East and Yorkshire",2021-10-09,  2758.4,  2842.0,  3075.2,  3251.0,  3443.2,  3762.1,  3831.1,projected
"North East and Yorkshire",2021-10-10,  2802.4,  2865.9,  3139.0,  3351.0,  3585.2,  3942.1,  4066.0,projected
"North East and Yorkshire",2021-10-11,  3746.5,  3867.0,  4264.8,  4589.0,  4948.2,  5566.0,  5760.0,projected
"North East and Yorkshire",2021-10-12,  3443.9,  3554.8,  3992.8,  4313.0,  4714.2,  5372.1,  5613.6,projected
"North East and Yorkshire",2021-10-13,  3346.2,  3472.0,  3940.8,  4305.0,  4725.2,  5514.5,  5758.8,projected
"North East and Yorkshire",2021-10-14,  3148.3,  3267.7,  3761.0,  4121.0,  4603.2,  5418.0,  5749.1,projected
"North East and Yorkshire",2021-10-15,  2812.9,  2940.9,  3431.8,  3826.0,  4307.5,  5194.1,  5588.2,projected
"North East and Yorkshire",2021-10-16,  2309.4,  2419.8,  2865.5,  3225.5,  3674.2,  4551.4,  5031.9,projected
"North East and Yorkshire",2021-10-17,  2301.8,  2468.0,  2962.0,  3381.5,  3925.2,  4969.0,  5522.1,projected
"North East and Yorkshire",2021-10-18,  3122.0,  3351.9,  4099.5,  4732.0,  5538.2,  7222.8,  8134.7,projected
"North East and Yorkshire",2021-10-19,  2920.3,  3137.2,  3876.8,  4574.0,  5392.0,  7370.0,  8161.4,projected
"North East and Yorkshire",2021-10-20,  2848.4,  3098.6,  3900.8,  4653.0,  5595.2,  7818.6,  8849.8,projected
"North East and Yorkshire",2021-10-21,  2677.2,  2931.0,  3805.8,  4574.0,  5560.0,  8100.6,  9326.5,projected
"North East and Yorkshire",2021-10-22,  2459.8,  2682.0,  3513.5,  4318.5,  5377.5,  7989.4,  9396.6,projected
"North East and Yorkshire",2021-10-23,  1985.4,  2252.4,  2999.5,  3739.0,  4736.2,  7237.5,  8681.4,projected
"North West",2021-10-03,  2560.0,  2592.9,  2687.8,  2760.5,  2837.2,  2960.1,  2987.0,projected
"North West",2021-10-04,  3555.0,  3601.0,  3750.0,  3861.0,  3970.2,  4133.1,  4188.0,projected
"North West",2021-10-05,  3336.0,  3380.8,  3547.8,  3671.0,  3795.0,  3970.0,  4020.0,projected
