area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-03-02,1151.5,1170.9,1225.0,1274.0,1330.0,1409.0,1429.0,inferred
"North East and Yorkshire",2021-03-03,1180.0,1193.0,1251.0,1295.0,1341.0,1424.1,1449.0,inferred
"North East and Yorkshire",2021-03-04,1070.5,1086.0,1136.0,1173.0,1213.2,1276.0,1291.5,inferred
"North East and Yorkshire",2021-03-05, 987.0,1002.0,1055.0,1091.0,1127.2,1183.0,1201.0,inferred
"North East and Yorkshire",2021-03-06, 824.0, 835.9, 884.0, 919.0, 952.0, 999.0,1015.0,inferred
"North East and Yorkshire",2021-03-07, 921.0, 940.0, 986.0,1023.0,1055.0,1104.0,1123.0,inferred
"North East and Yorkshire",2021-03-08,1207.9,1228.0,1281.8,1320.0,1359.0,1414.0,1437.0,inferred
"North East and Yorkshire",2021-03-09,1152.5,1170.0,1221.0,1257.0,1297.0,1349.0,1365.0,inferred
"North East and Yorkshire",2021-03-10,1203.0,1223.0,1273.0,1310.0,1347.0,1399.0,1410.5,inferred
"North East and Yorkshire",2021-03-11,1101.0,1119.0,1166.0,1202.5,1237.0,1291.0,1305.5,inferred
"North East and Yorkshire",2021-03-12,1023.5,1038.0,1083.0,1117.0,1154.0,1202.0,1217.5,inferred
"North East and Yorkshire",2021-03-13, 855.0, 867.0, 907.0, 936.0, 967.0,1015.0,1027.0,inferred
"North East and Yorkshire",2021-03-14, 941.0, 959.0,1006.0,1038.0,1070.0,1121.0,1140.5,inferred
"North East and Yorkshire",2021-03-15,1236.5,1253.0,1303.0,1340.5,1380.0,1432.0,1457.5,inferred
"North East and Yorkshire",2021-03-16,1176.5,1191.9,1242.0,1277.0,1314.0,1365.0,1385.0,inferred
"North East and Yorkshire",2021-03-17,1207.0,1226.0,1283.0,1321.0,1358.0,1411.0,1435.0,inferred
"North East and Yorkshire",2021-03-18,1109.5,1127.9,1179.0,1214.0,1248.0,1300.0,1313.5,inferred
"North East and Yorkshire",2021-03-19,1014.0,1034.0,1084.0,1118.0,1152.2,1200.0,1217.5,inferred
"North East and Yorkshire",2021-03-20, 836.5, 849.0, 893.0, 924.0, 956.2,1004.0,1016.5,inferred
"North East and Yorkshire",2021-03-21, 915.5, 931.0, 975.0,1006.0,1042.0,1090.0,1104.5,inferred
"North East and Yorkshire",2021-03-22,1172.5,1185.0,1239.0,1275.0,1311.0,1366.0,1381.0,inferred
"North East and Yorkshire",2021-03-23,1096.4,1113.0,1157.8,1192.0,1226.0,1282.0,1300.0,inferred
"North East and Yorkshire",2021-03-24,1106.5,1124.0,1178.0,1213.0,1246.0,1300.0,1316.0,inferred
"North East and Yorkshire",2021-03-25, 992.0,1005.0,1056.0,1089.0,1124.0,1177.0,1198.0,inferred
"North East and Yorkshire",2021-03-26, 882.5, 900.0, 945.0, 978.0,1010.2,1050.0,1067.5,inferred
"North East and Yorkshire",2021-03-27, 698.0, 708.0, 749.0, 776.0, 802.0, 843.0, 857.0,inferred
"North East and Yorkshire",2021-03-28, 738.0, 746.0, 784.0, 812.0, 841.0, 883.0, 899.0,inferred
"North East and Yorkshire",2021-03-29, 901.0, 914.9, 955.0, 986.0,1018.0,1067.0,1084.0,inferred
"North East and Yorkshire",2021-03-30, 802.5, 816.9, 856.0, 885.0, 914.0, 961.0, 971.0,inferred
