area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-10-01, 4228.0, 4294.9, 4514.0, 4685.0, 4869.0, 5103.0, 5164.0,inferred
"North East and Yorkshire",2021-10-02, 3127.9, 3188.0, 3407.5, 3546.0, 3668.2, 3819.0, 3864.0,inferred
"North East and Yorkshire",2021-10-03, 4000.0, 4069.8, 4266.0, 4390.5, 4517.0, 4671.0, 4720.7,inferred
"North East and Yorkshire",2021-10-04, 5793.5, 5854.0, 6100.0, 6234.0, 6378.2, 6566.0, 6625.0,inferred
"North East and Yorkshire",2021-10-05, 6105.0, 6160.0, 6380.8, 6535.0, 6675.2, 6869.1, 6936.5,inferred
"North East and Yorkshire",2021-10-06, 6365.0, 6433.0, 6636.8, 6778.0, 6911.0, 7120.0, 7183.0,inferred
"North East and Yorkshire",2021-10-07, 5852.0, 5924.0, 6095.8, 6226.0, 6359.0, 6552.0, 6647.6,inferred
"North East and Yorkshire",2021-10-08, 5031.0, 5086.0, 5250.8, 5369.0, 5489.0, 5651.1, 5717.0,inferred
"North East and Yorkshire",2021-10-09, 3750.0, 3795.9, 3937.0, 4041.0, 4140.0, 4292.0, 4349.5,inferred
"North East and Yorkshire",2021-10-10, 4656.0, 4705.0, 4874.8, 4987.5, 5105.0, 5286.2, 5345.1,inferred
"North East and Yorkshire",2021-10-11, 6639.5, 6698.0, 6903.0, 7042.0, 7181.2, 7385.0, 7454.6,inferred
"North East and Yorkshire",2021-10-12, 6855.4, 6913.0, 7116.0, 7248.0, 7394.0, 7591.1, 7655.1,inferred
"North East and Yorkshire",2021-10-13, 7005.0, 7048.0, 7239.8, 7375.0, 7520.0, 7708.2, 7783.0,inferred
"North East and Yorkshire",2021-10-14, 6295.9, 6357.0, 6518.0, 6663.0, 6794.2, 7005.0, 7070.5,inferred
"North East and Yorkshire",2021-10-15, 5281.0, 5344.0, 5509.0, 5628.0, 5759.0, 5934.0, 5981.5,inferred
"North East and Yorkshire",2021-10-16, 3852.5, 3911.0, 4055.0, 4162.5, 4259.2, 4415.1, 4466.5,inferred
"North East and Yorkshire",2021-10-17, 4716.0, 4765.7, 4948.8, 5067.5, 5191.0, 5342.0, 5395.6,inferred
"North East and Yorkshire",2021-10-18, 6627.0, 6697.0, 6897.5, 7040.0, 7177.0, 7384.2, 7458.5,inferred
"North East and Yorkshire",2021-10-19, 6747.5, 6804.0, 7007.8, 7140.0, 7282.2, 7488.3, 7552.0,inferred
"North East and Yorkshire",2021-10-20, 6784.0, 6826.0, 7022.8, 7167.0, 7299.0, 7489.0, 7562.0,inferred
"North East and Yorkshire",2021-10-21, 6015.0, 6055.0, 6232.8, 6356.0, 6483.0, 6681.1, 6744.5,inferred
"North East and Yorkshire",2021-10-22, 4980.5, 5029.0, 5192.0, 5305.0, 5419.2, 5593.0, 5640.5,inferred
"North East and Yorkshire",2021-10-23, 3578.4, 3628.9, 3762.0, 3865.0, 3959.0, 4124.0, 4177.1,inferred
