area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-06-24, 2706.5, 2752.0, 3021.8, 3312.5, 3592.0, 3993.0, 4053.5,inferred
"North East and Yorkshire",2021-06-25, 2610.9, 2656.0, 3039.8, 3347.0, 3646.0, 3996.1, 4071.0,inferred
"North East and Yorkshire",2021-06-26, 2345.0, 2385.0, 2817.0, 3104.0, 3316.2, 3535.2, 3598.6,inferred
"North East and Yorkshire",2021-06-27, 2756.4, 2797.9, 3272.8, 3538.0, 3751.2, 3939.0, 3980.0,inferred
"North East and Yorkshire",2021-06-28, 4278.5, 4324.0, 4942.0, 5241.0, 5478.2, 5665.0, 5724.5,inferred
"North East and Yorkshire",2021-06-29, 4442.0, 4496.0, 4980.0, 5240.0, 5424.0, 5611.1, 5676.0,inferred
"North East and Yorkshire",2021-06-30, 4886.5, 4952.9, 5332.0, 5545.0, 5698.0, 5872.0, 5920.0,inferred
"North East and Yorkshire",2021-07-01, 5168.0, 5243.0, 5478.8, 5614.0, 5732.0, 5878.0, 5930.5,inferred
"North East and Yorkshire",2021-07-02, 5166.3, 5222.0, 5377.0, 5462.0, 5548.0, 5686.1, 5729.0,inferred
"North East and Yorkshire",2021-07-03, 4609.0, 4648.8, 4761.0, 4846.5, 4931.0, 5056.0, 5105.0,inferred
"North East and Yorkshire",2021-07-04, 5122.5, 5175.0, 5320.8, 5418.0, 5520.0, 5684.0, 5726.0,inferred
"North East and Yorkshire",2021-07-05, 7507.5, 7560.0, 7736.0, 7862.0, 8012.0, 8224.0, 8280.7,inferred
"North East and Yorkshire",2021-07-06, 7438.5, 7468.0, 7624.8, 7740.5, 7860.2, 8071.0, 8117.7,inferred
"North East and Yorkshire",2021-07-07, 7716.5, 7776.9, 7932.0, 8057.0, 8173.5, 8351.0, 8409.5,inferred
"North East and Yorkshire",2021-07-08, 7688.4, 7741.0, 7894.0, 8021.0, 8135.5, 8302.0, 8367.0,inferred
"North East and Yorkshire",2021-07-09, 7312.5, 7358.0, 7516.0, 7620.0, 7737.2, 7908.0, 7964.6,inferred
"North East and Yorkshire",2021-07-10, 6305.0, 6348.0, 6506.0, 6605.0, 6707.0, 6855.0, 6904.6,inferred
"North East and Yorkshire",2021-07-11, 6857.0, 6912.9, 7070.0, 7173.0, 7284.2, 7445.0, 7483.5,inferred
"North East and Yorkshire",2021-07-12, 9758.5, 9800.0, 9981.0,10113.0,10242.2,10430.1,10500.8,inferred
"North East and Yorkshire",2021-07-13, 9282.5, 9340.0, 9513.8, 9632.0, 9743.2, 9915.0, 9964.5,inferred
"North East and Yorkshire",2021-07-14, 9362.5, 9407.9, 9566.0, 9679.0, 9786.2, 9977.0,10029.0,inferred
"North East and Yorkshire",2021-07-15, 8967.5, 9025.9, 9196.0, 9315.0, 9431.0, 9606.0, 9649.0,inferred
"North East and Yorkshire",2021-07-16, 8218.0, 8269.0, 8437.0, 8555.0, 8663.2, 8843.1, 8900.5,inferred
"North East and Yorkshire",2021-07-17, 6754.0, 6822.7, 6997.8, 7108.0, 7217.2, 7368.0, 7401.5,inferred
"North East and Yorkshire",2021-07-18, 6899.0, 6943.0, 7121.0, 7228.0, 7341.0, 7497.1, 7551.5,inferred
"North East and Yorkshire",2021-07-19, 8871.0, 8938.0, 9119.0, 9249.0, 9375.0, 9543.1, 9597.6,inferred
"North East and Yorkshire",2021-07-20, 7554.0, 7609.0, 7744.0, 7860.0, 7961.2, 8114.2, 8178.5,inferred
"North East and Yorkshire",2021-07-21, 6719.0, 6761.0, 6905.0, 7011.0, 7119.2, 7262.0, 7321.5,inferred
"North East and Yorkshire",2021-07-22, 5701.0, 5746.0, 5889.8, 5993.0, 6091.0, 6236.0, 6291.5,inferred
"North East and Yorkshire",2021-07-23, 4654.0, 4696.0, 4815.0, 4911.5, 5003.0, 5129.1, 5169.0,inferred
"North East and Yorkshire",2021-07-24, 3478.0, 3507.0, 3615.0, 3692.0, 3767.0, 3880.1, 3918.5,inferred
"North East and Yorkshire",2021-07-25, 3458.9, 3488.0, 3596.0, 3675.0, 3751.2, 3859.0, 3910.0,inferred
"North East and Yorkshire",2021-07-26, 4767.0, 4818.0, 4945.0, 5030.5, 5119.0, 5245.0, 5278.5,inferred
"North East and Yorkshire",2021-07-27, 4502.0, 4550.0, 4666.0, 4753.5, 4839.0, 4953.1, 4991.0,inferred
"North East and Yorkshire",2021-07-28, 4477.0, 4524.0, 4651.0, 4738.0, 4828.2, 4948.1, 4986.6,inferred
"North East and Yorkshire",2021-07-29, 4270.0, 4301.0, 4421.8, 4502.0, 4583.0, 4698.0, 4741.5,inferred
"North East and Yorkshire",2021-07-30, 3851.0, 3892.0, 4000.0, 4080.0, 4155.0, 4264.0, 4294.0,inferred
"North East and Yorkshire",2021-07-31, 3148.5, 3194.9, 3286.0, 3348.5, 3418.0, 3523.1, 3560.0,inferred
"North East and Yorkshire",2021-08-01, 3322.0, 3354.0, 3459.0, 3526.0, 3599.0, 3702.0, 3736.0,inferred
"North East and Yorkshire",2021-08-02, 4691.5, 4725.0, 4835.0, 4920.5, 5009.0, 5126.0, 5164.5,inferred
"North East and Yorkshire",2021-08-03, 4444.5, 4482.0, 4585.0, 4672.0, 4753.0, 4874.0, 4912.5,inferred
"North East and Yorkshire",2021-08-04, 4447.0, 4480.0, 4599.0, 4680.5, 4756.0, 4871.0, 4906.5,inferred
"North East and Yorkshire",2021-08-05, 4265.0, 4301.0, 4420.8, 4504.0, 4581.0, 4696.1, 4738.6,inferred
"North East and Yorkshire",2021-08-06, 3893.0, 3927.9, 4047.0, 4120.0, 4197.0, 4309.0, 4351.5,inferred
"North East and Yorkshire",2021-08-07, 3230.0, 3261.0, 3357.0, 3422.0, 3494.0, 3592.0, 3618.5,inferred
"North East and Yorkshire",2021-08-08, 3406.9, 3444.0, 3543.0, 3618.0, 3689.2, 3799.1, 3831.5,inferred
"North East and Yorkshire",2021-08-09, 4781.5, 4810.0, 4934.8, 5027.0, 5115.2, 5234.0, 5275.6,inferred
"North East and Yorkshire",2021-08-10, 4498.5, 4535.8, 4647.0, 4731.5, 4811.2, 4931.1, 4964.0,inferred
"North East and Yorkshire",2021-08-11, 4463.4, 4502.0, 4625.0, 4703.0, 4791.0, 4910.0, 4952.0,inferred
"North East and Yorkshire",2021-08-12, 4242.4, 4277.9, 4386.0, 4475.0, 4549.0, 4661.1, 4698.5,inferred
"North East and Yorkshire",2021-08-13, 3833.9, 3871.0, 3984.8, 4058.0, 4140.2, 4246.0, 4293.0,inferred
"North East and Yorkshire",2021-08-14, 3158.0, 3185.0, 3281.0, 3353.0, 3421.2, 3526.1, 3561.5,inferred
"North East and Yorkshire",2021-08-15, 3342.0, 3368.0, 3471.0, 3539.0, 3610.0, 3723.0, 3770.5,inferred
"North East and Yorkshire",2021-08-16, 4691.5, 4730.0, 4851.0, 4938.0, 5028.0, 5146.0, 5192.0,inferred
"North East and Yorkshire",2021-08-17, 4452.5, 4490.0, 4602.0, 4680.5, 4759.0, 4871.0, 4905.6,inferred
"North East and Yorkshire",2021-08-18, 4456.0, 4500.0, 4605.0, 4684.0, 4771.0, 4891.0, 4917.0,inferred
"North East and Yorkshire",2021-08-19, 4251.0, 4293.0, 4415.0, 4490.5, 4577.0, 4693.0, 4730.0,inferred
"North East and Yorkshire",2021-08-20, 3878.0, 3918.0, 4027.0, 4102.0, 4177.2, 4282.0, 4322.0,inferred
"North East and Yorkshire",2021-08-21, 3204.5, 3236.9, 3340.0, 3408.5, 3477.2, 3580.0, 3617.0,inferred
"North East and Yorkshire",2021-08-22, 3405.5, 3436.0, 3537.0, 3608.0, 3683.0, 3792.0, 3822.1,inferred
"North East and Yorkshire",2021-08-23, 4761.4, 4803.0, 4919.0, 5007.0, 5091.0, 5195.0, 5238.0,inferred
