area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-03-16, 8355.5, 8431.0, 8708.8, 8898.5, 9171.2, 9780.0, 9858.5,inferred
"North East and Yorkshire",2022-03-17, 7484.9, 7538.0, 7879.5, 8204.0, 8499.5, 9079.1, 9164.0,inferred
"North East and Yorkshire",2022-03-18, 6757.0, 6811.9, 7451.0, 7776.0, 8011.0, 8402.0, 8470.6,inferred
"North East and Yorkshire",2022-03-19, 6116.4, 6191.0, 6940.2, 7187.0, 7359.0, 7598.2, 7669.0,inferred
"North East and Yorkshire",2022-03-20, 7791.0, 7856.0, 8711.5, 8960.5, 9117.0, 9343.0, 9419.5,inferred
"North East and Yorkshire",2022-03-21,10638.4,10714.0,11653.0,11907.0,12067.2,12309.0,12382.1,inferred
"North East and Yorkshire",2022-03-22,10371.0,10456.0,11090.0,11313.5,11461.0,11674.1,11739.5,inferred
"North East and Yorkshire",2022-03-23,10366.4,10445.0,10792.8,10951.5,11074.2,11233.1,11308.0,inferred
"North East and Yorkshire",2022-03-24, 9361.9, 9417.0, 9574.0, 9682.0, 9784.0, 9933.0, 9990.6,inferred
"North East and Yorkshire",2022-03-25, 8467.4, 8515.0, 8662.0, 8759.5, 8860.2, 8999.0, 9039.5,inferred
"North East and Yorkshire",2022-03-26, 7411.0, 7452.8, 7589.0, 7681.0, 7787.0, 7957.0, 8017.5,inferred
"North East and Yorkshire",2022-03-27, 8685.0, 8730.9, 8871.0, 8983.5, 9110.2, 9343.0, 9432.0,inferred
"North East and Yorkshire",2022-03-28,10805.0,10845.0,11011.0,11139.0,11289.0,11561.2,11645.0,inferred
"North East and Yorkshire",2022-03-29, 9574.5, 9622.0, 9770.0, 9869.0, 9981.0,10185.2,10252.0,inferred
"North East and Yorkshire",2022-03-30, 8639.8, 8672.9, 8806.8, 8919.0, 9029.2, 9206.1, 9278.0,inferred
"North East and Yorkshire",2022-03-31, 7105.0, 7148.0, 7270.0, 7357.0, 7440.0, 7578.0, 7624.0,inferred
"North East and Yorkshire",2022-04-01, 5988.5, 6018.0, 6128.0, 6204.0, 6280.0, 6379.0, 6407.5,inferred
"North East and Yorkshire",2022-04-02, 4988.0, 5026.9, 5130.0, 5199.0, 5273.2, 5371.0, 5403.5,inferred
"North East and Yorkshire",2022-04-03, 5744.4, 5779.0, 5908.0, 5991.0, 6080.0, 6195.0, 6225.0,inferred
"North East and Yorkshire",2022-04-04, 7152.5, 7208.0, 7336.0, 7425.0, 7518.0, 7647.0, 7677.5,inferred
"North East and Yorkshire",2022-04-05, 6348.9, 6389.0, 6506.0, 6593.0, 6673.0, 6784.0, 6816.0,inferred
"North East and Yorkshire",2022-04-06, 5752.0, 5789.0, 5900.0, 5973.5, 6048.0, 6158.0, 6182.0,inferred
"North East and Yorkshire",2022-04-07, 4724.5, 4758.9, 4861.0, 4924.0, 4991.0, 5082.0, 5111.5,inferred
"North East and Yorkshire",2022-04-08, 3961.0, 3992.0, 4082.0, 4143.5, 4209.0, 4309.0, 4334.5,inferred
"North East and Yorkshire",2022-04-09, 3332.0, 3353.0, 3431.0, 3490.0, 3546.0, 3627.0, 3654.0,inferred
"North East and Yorkshire",2022-04-10, 3890.5, 3917.0, 4002.0, 4060.0, 4118.0, 4204.0, 4235.5,inferred
"North East and Yorkshire",2022-04-11, 4871.5, 4910.0, 5006.0, 5072.0, 5142.2, 5240.0, 5263.5,inferred
"North East and Yorkshire",2022-04-12, 4350.0, 4381.0, 4478.0, 4540.5, 4604.0, 4699.0, 4739.5,inferred
"North East and Yorkshire",2022-04-13, 3986.0, 4012.0, 4100.0, 4158.0, 4219.0, 4314.0, 4347.5,inferred
"North East and Yorkshire",2022-04-14, 3298.5, 3320.0, 3400.0, 3460.0, 3516.0, 3599.0, 3626.5,inferred
"North East and Yorkshire",2022-04-15, 2792.5, 2810.9, 2883.8, 2936.0, 2990.0, 3069.0, 3090.0,inferred
"North East and Yorkshire",2022-04-16, 2348.4, 2372.0, 2439.0, 2483.0, 2530.0, 2595.1, 2619.0,inferred
"North East and Yorkshire",2022-04-17, 2739.5, 2766.9, 2832.0, 2884.0, 2935.0, 3005.0, 3033.0,inferred
"North East and Yorkshire",2022-04-18, 3430.5, 3458.0, 3537.0, 3592.0, 3642.2, 3714.0, 3741.0,inferred
"North East and Yorkshire",2022-04-19, 3051.0, 3074.0, 3148.0, 3200.0, 3251.2, 3325.0, 3353.0,inferred
"North East and Yorkshire",2022-04-20, 2756.0, 2778.0, 2854.0, 2903.0, 2952.0, 3032.1, 3056.0,inferred
"North East and Yorkshire",2022-04-21, 2269.0, 2289.0, 2353.0, 2400.0, 2448.0, 2517.0, 2537.0,inferred
"North East and Yorkshire",2022-04-22, 1912.0, 1927.9, 1981.0, 2022.0, 2065.2, 2129.0, 2150.0,inferred
"North East and Yorkshire",2022-04-23, 1586.9, 1607.0, 1658.0, 1697.0, 1737.0, 1798.0, 1813.5,inferred
"North East and Yorkshire",2022-04-24, 1830.5, 1853.0, 1915.0, 1953.0, 1992.0, 2048.0, 2070.0,inferred
"North East and Yorkshire",2022-04-25, 2277.0, 2296.0, 2362.0, 2409.5, 2456.0, 2522.0, 2544.0,inferred
"North East and Yorkshire",2022-04-26, 2012.0, 2031.0, 2091.8, 2133.0, 2173.0, 2232.1, 2252.0,inferred
"North East and Yorkshire",2022-04-27, 1809.0, 1823.0, 1881.0, 1922.0, 1960.0, 2023.0, 2042.0,inferred
"North East and Yorkshire",2022-04-28, 1472.0, 1491.0, 1542.0, 1582.0, 1623.0, 1674.0, 1695.5,inferred
"North East and Yorkshire",2022-04-29, 1235.0, 1255.0, 1301.8, 1334.0, 1372.0, 1427.0, 1440.5,inferred
"North East and Yorkshire",2022-04-30, 1050.0, 1064.0, 1107.0, 1140.5, 1168.0, 1217.0, 1236.0,inferred
"North East and Yorkshire",2022-05-01, 1269.0, 1283.0, 1331.0, 1364.0, 1400.0, 1446.0, 1462.5,inferred
"North East and Yorkshire",2022-05-02, 1647.5, 1665.0, 1721.0, 1762.0, 1798.0, 1861.0, 1878.0,inferred
"North East and Yorkshire",2022-05-03, 1518.4, 1536.0, 1593.0, 1627.5, 1668.0, 1726.0, 1746.6,inferred
"North East and Yorkshire",2022-05-04, 1424.5, 1443.0, 1495.0, 1532.0, 1568.0, 1619.0, 1639.5,inferred
"North East and Yorkshire",2022-05-05, 1214.0, 1228.0, 1274.0, 1305.0, 1339.0, 1386.0, 1401.0,inferred
"North East and Yorkshire",2022-05-06, 1048.0, 1063.0, 1105.0, 1134.0, 1165.0, 1205.0, 1219.5,inferred
"North East and Yorkshire",2022-05-07,  894.5,  910.0,  949.0,  978.0, 1006.0, 1045.0, 1061.0,inferred
"North East and Yorkshire",2022-05-08, 1074.0, 1088.0, 1129.0, 1160.0, 1191.0, 1237.0, 1250.0,inferred
"North East and Yorkshire",2022-05-09, 1379.0, 1391.9, 1441.0, 1477.0, 1511.0, 1564.0, 1578.0,inferred
"North East and Yorkshire",2022-05-10, 1248.0, 1261.0, 1308.0, 1342.0, 1376.0, 1425.0, 1440.0,inferred
"North East and Yorkshire",2022-05-11, 1157.5, 1170.9, 1211.8, 1245.0, 1275.0, 1322.0, 1336.0,inferred
"North East and Yorkshire",2022-05-12,  964.0,  974.0, 1020.8, 1052.0, 1081.0, 1125.0, 1142.0,inferred
"North East and Yorkshire",2022-05-13,  831.0,  841.0,  880.0,  907.0,  935.2,  978.0,  996.5,inferred
"North East and Yorkshire",2022-05-14,  711.0,  723.0,  756.0,  782.0,  808.0,  845.1,  862.0,inferred
"North East and Yorkshire",2022-05-15,  843.0,  855.0,  898.0,  926.0,  954.0,  996.0, 1007.5,inferred
"North East and Yorkshire",2022-05-16, 1081.0, 1096.9, 1142.0, 1173.0, 1204.0, 1253.0, 1266.0,inferred
"North East and Yorkshire",2022-05-17,  981.5,  993.0, 1036.0, 1065.0, 1093.0, 1136.0, 1147.5,inferred
"North East and Yorkshire",2022-05-18,  900.5,  912.0,  953.0,  983.0, 1011.0, 1050.0, 1063.0,inferred
"North East and Yorkshire",2022-05-19,  748.5,  764.0,  800.0,  825.0,  850.0,  887.0,  898.0,inferred
"North East and Yorkshire",2022-05-20,  636.0,  650.0,  683.0,  708.0,  731.0,  766.0,  778.0,inferred
"North East and Yorkshire",2022-05-21,  549.0,  556.0,  588.0,  608.5,  633.0,  665.0,  677.5,inferred
"North East and Yorkshire",2022-05-22,  652.0,  664.0,  702.0,  727.0,  750.0,  785.0,  794.5,inferred
"North East and Yorkshire",2022-05-23,  844.5,  859.0,  900.0,  932.0,  959.0,  999.0, 1011.0,inferred
"North East and Yorkshire",2022-05-24,  771.0,  784.0,  825.0,  851.0,  879.0,  917.0,  930.5,inferred
"North East and Yorkshire",2022-05-25,  723.5,  732.0,  768.0,  793.0,  819.0,  853.0,  867.0,inferred
"North East and Yorkshire",2022-05-26,  609.5,  619.0,  652.0,  674.0,  699.0,  733.0,  747.0,inferred
"North East and Yorkshire",2022-05-27,  529.0,  537.0,  568.0,  590.0,  610.0,  643.0,  652.0,inferred
