area,Date,P_08,P_09,P_10,P_11,P_12,P_15,P_20,provenance
Reading,2020-12-04,0.57,0.41,0.28,0.18,0.11,0.03,0.00,projected
Reading,2020-12-05,0.57,0.41,0.28,0.18,0.11,0.03,0.00,projected
Reading,2020-12-06,0.57,0.41,0.28,0.18,0.11,0.03,0.00,projected
Reading,2020-12-07,0.57,0.41,0.28,0.18,0.11,0.03,0.00,projected
Reading,2020-12-08,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-09,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-10,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-11,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-12,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-13,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-14,0.58,0.43,0.30,0.21,0.14,0.04,0.01,projected
Reading,2020-12-15,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-16,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-17,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-18,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-19,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-20,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
Reading,2020-12-21,0.59,0.45,0.33,0.23,0.16,0.06,0.01,projected
South Northamptonshire,2020-08-11,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-12,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-13,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-14,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-15,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-16,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-17,0.43,0.20,0.08,0.03,0.01,0.00,0.00,inferred
South Northamptonshire,2020-08-18,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-19,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-20,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-21,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-22,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-23,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-24,0.21,0.07,0.02,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-25,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-26,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-27,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-28,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-29,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-30,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-08-31,0.31,0.11,0.03,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-01,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-02,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-03,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-04,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-05,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-06,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-07,0.36,0.15,0.05,0.01,0.00,0.00,0.00,inferred
South Northamptonshire,2020-09-08,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-09,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-10,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-11,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-12,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-13,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-14,0.76,0.53,0.30,0.13,0.05,0.00,0.00,inferred
South Northamptonshire,2020-09-15,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-16,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-17,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-18,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-19,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-20,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-21,0.96,0.89,0.75,0.54,0.32,0.02,0.00,inferred
South Northamptonshire,2020-09-22,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-23,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-24,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-25,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-26,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-27,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-28,1.00,1.00,0.98,0.94,0.84,0.27,0.01,inferred
South Northamptonshire,2020-09-29,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-09-30,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-01,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-02,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-03,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-04,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-05,1.00,1.00,1.00,0.97,0.90,0.38,0.02,inferred
South Northamptonshire,2020-10-06,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-07,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-08,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-09,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-10,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-11,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-12,1.00,0.99,0.97,0.90,0.73,0.10,0.00,inferred
South Northamptonshire,2020-10-13,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-14,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-15,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-16,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-17,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-18,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-19,1.00,0.99,0.97,0.88,0.68,0.06,0.00,inferred
South Northamptonshire,2020-10-20,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-21,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-22,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-23,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-24,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-25,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-26,1.00,1.00,0.97,0.86,0.60,0.05,0.00,inferred
South Northamptonshire,2020-10-27,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-10-28,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-10-29,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-10-30,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-10-31,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-11-01,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-11-02,1.00,0.99,0.94,0.79,0.53,0.03,0.00,inferred
South Northamptonshire,2020-11-03,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-04,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-05,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-06,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-07,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-08,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-09,1.00,0.94,0.74,0.44,0.21,0.01,0.00,inferred
South Northamptonshire,2020-11-10,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-11,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-12,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-13,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-14,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-15,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-16,0.61,0.29,0.13,0.05,0.01,0.00,0.00,inferred
South Northamptonshire,2020-11-17,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-18,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-19,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-20,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-21,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-22,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-23,0.64,0.42,0.25,0.13,0.07,0.01,0.00,inferred
South Northamptonshire,2020-11-24,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-25,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-26,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-27,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-28,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-29,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-11-30,0.63,0.46,0.30,0.19,0.12,0.03,0.00,projected
South Northamptonshire,2020-12-01,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-02,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-03,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-04,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-05,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-06,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-07,0.63,0.47,0.33,0.23,0.15,0.04,0.01,projected
South Northamptonshire,2020-12-08,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-09,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-10,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-11,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-12,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-13,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-14,0.63,0.48,0.36,0.26,0.18,0.06,0.01,projected
South Northamptonshire,2020-12-15,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-16,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-17,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-18,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-19,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-20,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Northamptonshire,2020-12-21,0.63,0.50,0.37,0.27,0.20,0.07,0.02,projected
South Oxfordshire,2020-08-11,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-12,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-13,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-14,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-15,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-16,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-17,0.40,0.16,0.05,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-18,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-19,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-20,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-21,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-22,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-23,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-24,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-25,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-26,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-27,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-28,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-29,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-30,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-08-31,0.23,0.06,0.01,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-01,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-02,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-03,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-04,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-05,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-06,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-07,0.31,0.10,0.03,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-09-08,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-09,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-10,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-11,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-12,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-13,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-14,0.77,0.51,0.25,0.09,0.03,0.00,0.00,inferred
South Oxfordshire,2020-09-15,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-16,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-17,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-18,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-19,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-20,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-21,0.98,0.92,0.77,0.53,0.28,0.01,0.00,inferred
South Oxfordshire,2020-09-22,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-23,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-24,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-25,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-26,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-27,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-28,1.00,1.00,0.99,0.94,0.82,0.21,0.01,inferred
South Oxfordshire,2020-09-29,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-09-30,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-01,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-02,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-03,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-04,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-05,1.00,1.00,0.98,0.91,0.75,0.11,0.00,inferred
South Oxfordshire,2020-10-06,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-07,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-08,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-09,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-10,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-11,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-12,1.00,0.99,0.97,0.87,0.64,0.05,0.00,inferred
South Oxfordshire,2020-10-13,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-14,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-15,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-16,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-17,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-18,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-19,1.00,0.99,0.95,0.77,0.48,0.04,0.00,inferred
South Oxfordshire,2020-10-20,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-21,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-22,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-23,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-24,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-25,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-26,1.00,0.96,0.80,0.47,0.18,0.00,0.00,inferred
South Oxfordshire,2020-10-27,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-10-28,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-10-29,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-10-30,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-10-31,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-11-01,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-11-02,1.00,0.96,0.78,0.42,0.13,0.00,0.00,inferred
South Oxfordshire,2020-11-03,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-04,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-05,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-06,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-07,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-08,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-09,0.79,0.39,0.09,0.01,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-10,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-11,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-12,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-13,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-14,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-15,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-16,0.17,0.02,0.00,0.00,0.00,0.00,0.00,inferred
South Oxfordshire,2020-11-17,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-18,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-19,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-20,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-21,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-22,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-23,0.41,0.21,0.10,0.04,0.02,0.00,0.00,inferred
South Oxfordshire,2020-11-24,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-25,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-26,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-27,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-28,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-29,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-11-30,0.45,0.28,0.16,0.09,0.05,0.01,0.00,projected
South Oxfordshire,2020-12-01,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-02,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-03,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-04,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-05,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-06,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-07,0.48,0.33,0.21,0.13,0.08,0.02,0.00,projected
South Oxfordshire,2020-12-08,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-09,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-10,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-11,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-12,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-13,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-14,0.50,0.36,0.24,0.16,0.10,0.03,0.00,projected
South Oxfordshire,2020-12-15,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-16,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-17,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-18,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-19,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-20,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
South Oxfordshire,2020-12-21,0.52,0.38,0.27,0.19,0.13,0.04,0.01,projected
Swindon,2020-08-11,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-12,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-13,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-14,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-15,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-16,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-17,0.26,0.08,0.02,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-18,0.08,0.02,0.00,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-19,0.08,0.02,0.00,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-20,0.08,0.02,0.00,0.00,0.00,0.00,0.00,inferred
Swindon,2020-08-21,0.08,0.02,0.00,0.00,0.00,0.00,0.00,inferred
