area,Date,C_025,C_25,C_50,C_75,C_975,provenance
Cherwell,2020-12-13,4.6,9.8,14.9,23.1,59.4,projected
Cherwell,2020-12-14,4.3,9.5,14.6,23.1,61.9,projected
Cherwell,2020-12-15,4.1,9.2,14.4,23.0,65.2,projected
Cherwell,2020-12-16,3.9,8.9,14.1,23.1,68.4,projected
Cherwell,2020-12-17,3.7,8.6,13.8,23.0,72.4,projected
Cherwell,2020-12-18,3.5,8.3,13.5,23.1,77.0,projected
Cherwell,2020-12-19,3.3,8.0,13.3,23.2,81.5,projected
Cherwell,2020-12-20,3.1,7.8,13.2,23.2,85.4,projected
Cherwell,2020-12-21,3.0,7.6,12.9,23.3,90.7,projected
Dacorum,2020-11-24,18.7,19.2,21.7,25.4,28.8,projected
Dacorum,2020-11-25,15.8,19.0,22.1,26.2,30.6,projected
Dacorum,2020-11-26,12.4,18.5,22.5,25.1,32.4,projected
Dacorum,2020-11-27,9.6,17.6,22.4,25.8,34.4,projected
Dacorum,2020-11-28,7.7,17.4,20.5,25.6,36.3,projected
Dacorum,2020-11-29,6.9,16.9,19.8,25.1,37.5,projected
Dacorum,2020-11-30,7.0,16.1,19.9,24.9,38.1,projected
Dacorum,2020-12-01,7.4,15.6,19.7,24.9,38.5,projected
Dacorum,2020-12-02,7.8,15.1,19.5,24.9,39.4,projected
Dacorum,2020-12-03,7.8,14.6,19.2,24.9,40.7,projected
Dacorum,2020-12-04,7.6,14.2,18.9,24.9,42.2,projected
Dacorum,2020-12-05,7.3,13.8,18.6,24.9,43.8,projected
Dacorum,2020-12-06,7.0,13.4,18.4,25.1,45.7,projected
Dacorum,2020-12-07,6.7,13.1,18.1,25.2,47.6,projected
Dacorum,2020-12-08,6.4,12.7,17.9,25.4,50.1,projected
Dacorum,2020-12-09,6.1,12.3,17.7,25.6,52.6,projected
Dacorum,2020-12-10,5.8,12.0,17.4,25.7,55.8,projected
Dacorum,2020-12-11,5.4,11.6,17.2,25.8,59.2,projected
Dacorum,2020-12-12,5.2,11.2,17.0,26.0,62.8,projected
Dacorum,2020-12-13,4.9,10.9,16.9,26.2,66.1,projected
Dacorum,2020-12-14,4.7,10.6,16.8,26.5,70.1,projected
Dacorum,2020-12-15,4.5,10.4,16.6,26.8,74.6,projected
Dacorum,2020-12-16,4.3,10.1,16.3,27.1,79.3,projected
Dacorum,2020-12-17,4.1,9.8,16.1,27.3,85.6,projected
Dacorum,2020-12-18,3.9,9.5,15.9,27.7,90.7,projected
Dacorum,2020-12-19,3.7,9.3,15.8,28.1,96.7,projected
Dacorum,2020-12-20,3.6,9.1,15.7,28.5,103.2,projected
Dacorum,2020-12-21,3.4,8.9,15.5,28.7,110.0,projected
Milton Keynes,2020-11-24,52.0,56.9,60.3,64.0,84.1,projected
Milton Keynes,2020-11-25,51.4,56.6,60.9,62.9,89.1,projected
Milton Keynes,2020-11-26,48.6,59.0,61.1,63.9,95.1,projected
Milton Keynes,2020-11-27,45.4,57.0,61.0,66.8,101.5,projected
Milton Keynes,2020-11-28,43.2,55.5,60.8,69.5,106.9,projected
Milton Keynes,2020-11-29,40.2,53.3,60.0,70.5,110.5,projected
Milton Keynes,2020-11-30,37.2,51.0,59.2,70.5,113.1,projected
Milton Keynes,2020-12-01,34.6,49.1,58.5,71.3,115.4,projected
Milton Keynes,2020-12-02,32.1,47.3,57.6,72.4,119.3,projected
Milton Keynes,2020-12-03,29.9,45.6,56.9,73.2,124.4,projected
Milton Keynes,2020-12-04,27.6,44.0,56.4,74.0,130.3,projected
Milton Keynes,2020-12-05,25.7,42.7,55.9,74.6,136.3,projected
Milton Keynes,2020-12-06,24.0,41.4,55.5,75.3,143.3,projected
Milton Keynes,2020-12-07,22.4,40.1,55.0,76.2,151.3,projected
Milton Keynes,2020-12-08,20.8,38.9,54.4,77.2,160.1,projected
Milton Keynes,2020-12-09,19.3,37.6,53.8,78.0,170.7,projected
Milton Keynes,2020-12-10,17.8,36.3,53.2,79.1,182.6,projected
Milton Keynes,2020-12-11,16.5,35.1,52.6,80.1,193.8,projected
Milton Keynes,2020-12-12,15.2,33.9,52.0,81.3,206.3,projected
Milton Keynes,2020-12-13,14.0,32.9,51.6,82.3,220.1,projected
Milton Keynes,2020-12-14,12.9,31.9,51.1,83.5,234.4,projected
Milton Keynes,2020-12-15,11.9,30.9,50.7,84.8,249.8,projected
Milton Keynes,2020-12-16,11.1,29.9,50.2,86.5,267.6,projected
Milton Keynes,2020-12-17,10.3,28.9,49.7,87.9,288.0,projected
Milton Keynes,2020-12-18,9.6,27.9,49.3,89.1,310.7,projected
Milton Keynes,2020-12-19,8.9,27.0,48.8,90.4,333.3,projected
Milton Keynes,2020-12-20,8.3,26.1,48.3,91.9,360.2,projected
Milton Keynes,2020-12-21,7.8,25.4,48.0,93.5,387.8,projected
Oxford,2020-11-24,22.3,25.0,33.8,37.1,46.2,projected
Oxford,2020-11-25,21.8,23.0,35.7,38.9,47.9,projected
Oxford,2020-11-26,20.5,21.7,37.6,39.1,48.2,projected
Oxford,2020-11-27,18.7,21.2,37.9,39.0,46.7,projected
Oxford,2020-11-28,17.0,21.7,36.7,39.5,44.3,projected
Oxford,2020-11-29,15.7,22.3,34.7,38.5,44.0,projected
Oxford,2020-11-30,14.7,22.8,32.4,37.2,45.6,projected
Oxford,2020-12-01,13.6,22.4,30.2,36.1,47.7,projected
Oxford,2020-12-02,12.6,21.4,28.5,35.1,49.7,projected
Oxford,2020-12-03,11.6,20.2,27.1,34.4,51.8,projected
Oxford,2020-12-04,10.7,19.2,26.0,33.9,53.6,projected
Oxford,2020-12-05,9.8,18.4,25.2,33.5,55.5,projected
Oxford,2020-12-06,9.2,17.6,24.5,33.2,57.6,projected
Oxford,2020-12-07,8.6,16.9,23.9,32.9,59.6,projected
Oxford,2020-12-08,8.0,16.2,23.3,32.6,61.8,projected
Oxford,2020-12-09,7.4,15.5,22.6,32.2,64.5,projected
Oxford,2020-12-10,6.9,14.9,22.0,32.0,67.6,projected
Oxford,2020-12-11,6.5,14.2,21.4,31.8,70.8,projected
Oxford,2020-12-12,6.0,13.6,20.9,31.6,74.2,projected
Oxford,2020-12-13,5.7,13.1,20.4,31.5,78.0,projected
Oxford,2020-12-14,5.3,12.6,20.0,31.5,81.3,projected
Oxford,2020-12-15,5.0,12.1,19.6,31.4,84.8,projected
Oxford,2020-12-16,4.7,11.6,19.1,31.4,90.2,projected
Oxford,2020-12-17,4.5,11.2,18.6,31.3,94.9,projected
Oxford,2020-12-18,4.2,10.8,18.2,31.2,100.6,projected
Oxford,2020-12-19,4.0,10.4,17.9,31.4,105.8,projected
Oxford,2020-12-20,3.8,10.0,17.5,31.5,112.0,projected
Oxford,2020-12-21,3.6,9.7,17.2,31.6,119.0,projected
Reading,2020-11-24,18.7,23.8,28.2,41.9,46.0,projected
Reading,2020-11-25,17.6,23.8,29.1,44.0,45.3,projected
Reading,2020-11-26,16.8,24.1,30.0,43.2,48.7,projected
Reading,2020-11-27,16.4,24.5,30.7,41.6,52.4,projected
Reading,2020-11-28,16.3,24.7,30.4,41.6,55.6,projected
Reading,2020-11-29,15.8,24.2,30.1,41.7,57.4,projected
Reading,2020-11-30,14.8,23.0,29.5,40.9,57.9,projected
Reading,2020-12-01,13.7,21.8,28.8,39.5,58.2,projected
Reading,2020-12-02,12.7,20.9,28.1,38.2,59.0,projected
Reading,2020-12-03,11.8,20.0,27.4,37.2,60.3,projected
Reading,2020-12-04,10.9,19.3,26.7,36.6,62.2,projected
Reading,2020-12-05,10.2,18.5,26.0,36.2,64.0,projected
Reading,2020-12-06,9.5,18.0,25.5,35.9,66.2,projected
Reading,2020-12-07,8.9,17.4,25.0,35.6,68.4,projected
Reading,2020-12-08,8.4,16.8,24.4,35.5,71.5,projected
Reading,2020-12-09,7.9,16.1,23.9,35.3,75.0,projected
Reading,2020-12-10,7.3,15.5,23.4,35.2,78.5,projected
Reading,2020-12-11,6.9,14.9,22.9,35.2,82.0,projected
Reading,2020-12-12,6.4,14.5,22.4,35.1,86.5,projected
Reading,2020-12-13,6.0,14.0,22.0,35.1,90.6,projected
Reading,2020-12-14,5.7,13.6,21.5,35.1,95.8,projected
Reading,2020-12-15,5.4,13.1,21.2,35.1,101.0,projected
Reading,2020-12-16,5.1,12.6,20.8,35.1,106.5,projected
Reading,2020-12-17,4.8,12.1,20.4,35.2,112.5,projected
Reading,2020-12-18,4.5,11.7,20.1,35.3,119.7,projected
Reading,2020-12-19,4.3,11.3,19.7,35.5,127.1,projected
Reading,2020-12-20,4.1,10.9,19.4,35.5,135.7,projected
Reading,2020-12-21,3.9,10.6,19.1,35.7,144.6,projected
South Northamptonshire,2020-11-24,20.7,22.6,24.8,26.9,28.5,projected
South Northamptonshire,2020-11-25,19.8,21.3,24.1,27.9,30.3,projected
South Northamptonshire,2020-11-26,18.9,20.7,23.4,28.8,32.0,projected
South Northamptonshire,2020-11-27,17.6,19.5,22.8,29.1,33.1,projected
South Northamptonshire,2020-11-28,16.1,19.4,22.4,29.0,33.9,projected
South Northamptonshire,2020-11-29,14.8,19.2,22.4,28.7,35.0,projected
South Northamptonshire,2020-11-30,13.5,18.7,22.4,27.8,36.3,projected
South Northamptonshire,2020-12-01,12.5,18.1,22.2,27.2,37.8,projected
South Northamptonshire,2020-12-02,11.5,17.5,21.8,27.0,39.5,projected
South Northamptonshire,2020-12-03,10.5,16.8,21.3,26.8,41.4,projected
South Northamptonshire,2020-12-04,9.7,16.1,20.9,26.7,43.4,projected
South Northamptonshire,2020-12-05,9.1,15.5,20.5,26.7,45.5,projected
South Northamptonshire,2020-12-06,8.5,15.0,20.2,26.8,47.5,projected
South Northamptonshire,2020-12-07,7.9,14.5,19.9,26.9,49.7,projected
South Northamptonshire,2020-12-08,7.4,14.0,19.5,27.0,52.4,projected
South Northamptonshire,2020-12-09,6.8,13.5,19.1,27.1,55.5,projected
South Northamptonshire,2020-12-10,6.3,13.0,18.8,27.3,58.7,projected
South Northamptonshire,2020-12-11,5.9,12.5,18.4,27.5,62.4,projected
South Northamptonshire,2020-12-12,5.5,12.1,18.2,27.7,66.3,projected
South Northamptonshire,2020-12-13,5.2,11.7,17.9,27.9,70.0,projected
South Northamptonshire,2020-12-14,4.9,11.3,17.6,28.0,75.1,projected
South Northamptonshire,2020-12-15,4.7,10.9,17.5,28.1,79.8,projected
South Northamptonshire,2020-12-16,4.4,10.6,17.1,28.4,84.9,projected
South Northamptonshire,2020-12-17,4.2,10.2,16.9,28.7,90.9,projected
South Northamptonshire,2020-12-18,4.0,9.9,16.6,29.0,97.5,projected
South Northamptonshire,2020-12-19,3.7,9.6,16.4,29.3,104.2,projected
South Northamptonshire,2020-12-20,3.6,9.3,16.2,29.6,112.2,projected
South Northamptonshire,2020-12-21,3.4,9.0,16.0,29.8,120.0,projected
South Oxfordshire,2020-11-24,7.2,7.7,9.6,10.8,19.1,projected
South Oxfordshire,2020-11-25,6.4,8.1,8.8,10.7,19.3,projected
South Oxfordshire,2020-11-26,5.9,7.3,8.5,10.8,19.8,projected
South Oxfordshire,2020-11-27,5.5,7.5,8.6,11.1,20.5,projected
South Oxfordshire,2020-11-28,5.2,7.7,8.7,11.5,21.2,projected
South Oxfordshire,2020-11-29,5.0,7.5,8.9,11.8,21.5,projected
South Oxfordshire,2020-11-30,4.9,7.4,9.1,11.8,21.7,projected
South Oxfordshire,2020-12-01,4.8,7.3,9.2,12.0,21.7,projected
South Oxfordshire,2020-12-02,4.5,7.2,9.2,12.1,21.8,projected
South Oxfordshire,2020-12-03,4.3,7.0,9.1,12.1,22.0,projected
South Oxfordshire,2020-12-04,4.0,6.8,9.0,12.2,22.5,projected
South Oxfordshire,2020-12-05,3.9,6.7,8.9,12.2,22.9,projected
South Oxfordshire,2020-12-06,3.7,6.5,8.8,12.2,23.5,projected
South Oxfordshire,2020-12-07,3.6,6.4,8.8,12.2,24.2,projected
South Oxfordshire,2020-12-08,3.4,6.2,8.7,12.2,25.1,projected
South Oxfordshire,2020-12-09,3.3,6.1,8.6,12.3,26.1,projected
South Oxfordshire,2020-12-10,3.1,6.0,8.5,12.4,27.2,projected
South Oxfordshire,2020-12-11,3.0,5.8,8.4,12.4,28.6,projected
South Oxfordshire,2020-12-12,2.9,5.7,8.4,12.5,30.0,projected
South Oxfordshire,2020-12-13,2.8,5.6,8.3,12.6,31.2,projected
South Oxfordshire,2020-12-14,2.7,5.5,8.3,12.7,32.6,projected
South Oxfordshire,2020-12-15,2.6,5.4,8.2,12.9,34.1,projected
South Oxfordshire,2020-12-16,2.5,5.3,8.2,13.0,35.8,projected
South Oxfordshire,2020-12-17,2.4,5.2,8.1,13.1,38.1,projected
South Oxfordshire,2020-12-18,2.4,5.2,8.0,13.2,40.3,projected
South Oxfordshire,2020-12-19,2.3,5.1,8.0,13.3,42.8,projected
South Oxfordshire,2020-12-20,2.2,5.0,7.9,13.4,45.7,projected
South Oxfordshire,2020-12-21,2.2,4.9,7.9,13.6,48.5,projected
Swindon,2020-11-24,30.3,33.2,33.9,42.1,57.8,projected
Swindon,2020-11-25,27.4,31.8,32.6,43.2,56.4,projected
Swindon,2020-11-26,24.2,29.8,33.0,44.0,56.3,projected
Swindon,2020-11-27,21.4,27.8,34.6,44.0,56.7,projected
Swindon,2020-11-28,19.6,26.1,35.6,43.3,58.0,projected
Swindon,2020-11-29,18.5,25.3,35.3,42.6,59.7,projected
Swindon,2020-11-30,17.8,24.9,33.7,42.9,61.2,projected
Swindon,2020-12-01,16.6,24.5,32.1,42.4,62.8,projected
Swindon,2020-12-02,15.2,23.6,30.8,41.4,64.6,projected
Swindon,2020-12-03,13.9,22.5,29.8,40.5,66.4,projected
Swindon,2020-12-04,12.7,21.5,28.9,39.8,68.5,projected
Swindon,2020-12-05,11.6,20.6,28.1,39.3,70.4,projected
Swindon,2020-12-06,10.8,19.7,27.4,38.8,72.4,projected
Swindon,2020-12-07,10.0,19.0,26.7,38.4,74.9,projected
Swindon,2020-12-08,9.3,18.1,26.0,38.1,77.6,projected
Swindon,2020-12-09,8.6,17.4,25.3,37.9,80.7,projected
Swindon,2020-12-10,7.9,16.6,24.6,37.6,84.4,projected
Swindon,2020-12-11,7.3,15.9,24.0,37.3,88.3,projected
Swindon,2020-12-12,6.8,15.2,23.4,37.1,92.3,projected
Swindon,2020-12-13,6.4,14.6,22.9,36.9,96.2,projected
Swindon,2020-12-14,6.0,14.1,22.4,36.9,99.9,projected
Swindon,2020-12-15,5.6,13.5,21.9,36.8,104.7,projected
Swindon,2020-12-16,5.2,12.9,21.4,36.6,109.6,projected
Swindon,2020-12-17,4.9,12.4,20.9,36.5,115.7,projected
Swindon,2020-12-18,4.6,11.8,20.4,36.4,121.4,projected
Swindon,2020-12-19,4.3,11.3,19.9,36.4,127.4,projected
Swindon,2020-12-20,4.1,10.9,19.6,36.5,133.7,projected
Swindon,2020-12-21,3.8,10.5,19.2,36.6,142.2,projected
Vale of White Horse,2020-11-24,8.7,9.8,13.4,16.1,16.8,projected
Vale of White Horse,2020-11-25,8.2,9.0,12.9,16.7,17.0,projected
Vale of White Horse,2020-11-26,8.1,8.8,12.4,16.8,18.3,projected
Vale of White Horse,2020-11-27,8.0,8.5,13.2,16.9,20.1,projected
Vale of White Horse,2020-11-28,7.6,8.6,13.1,16.7,22.1,projected
Vale of White Horse,2020-11-29,7.0,9.0,13.2,16.4,23.4,projected
Vale of White Horse,2020-11-30,6.3,9.2,12.8,16.0,23.8,projected
Vale of White Horse,2020-12-01,5.8,9.1,12.3,15.8,23.9,projected
Vale of White Horse,2020-12-02,5.3,8.9,11.8,15.5,24.2,projected
Vale of White Horse,2020-12-03,5.0,8.5,11.4,15.2,24.6,projected
Vale of White Horse,2020-12-04,4.7,8.2,11.1,14.9,25.2,projected
Vale of White Horse,2020-12-05,4.4,7.9,10.8,14.7,25.8,projected
Vale of White Horse,2020-12-06,4.2,7.7,10.6,14.6,26.5,projected
Vale of White Horse,2020-12-07,4.0,7.5,10.4,14.4,27.1,projected
Vale of White Horse,2020-12-08,3.8,7.3,10.2,14.4,28.1,projected
Vale of White Horse,2020-12-09,3.6,7.0,10.0,14.3,29.1,projected
Vale of White Horse,2020-12-10,3.4,6.8,9.8,14.3,30.3,projected
Vale of White Horse,2020-12-11,3.2,6.6,9.6,14.3,32.0,projected
Vale of White Horse,2020-12-12,3.1,6.5,9.5,14.2,33.6,projected
Vale of White Horse,2020-12-13,3.0,6.3,9.4,14.2,34.8,projected
Vale of White Horse,2020-12-14,2.9,6.1,9.3,14.2,36.4,projected
Vale of White Horse,2020-12-15,2.8,6.0,9.2,14.3,38.6,projected
Vale of White Horse,2020-12-16,2.7,5.8,9.0,14.3,40.9,projected
Vale of White Horse,2020-12-17,2.6,5.7,8.9,14.3,43.3,projected
Vale of White Horse,2020-12-18,2.5,5.6,8.8,14.3,45.5,projected
Vale of White Horse,2020-12-19,2.4,5.4,8.6,14.4,48.2,projected
Vale of White Horse,2020-12-20,2.3,5.3,8.6,14.5,50.6,projected
Vale of White Horse,2020-12-21,2.2,5.2,8.5,14.6,53.7,projected
West Berkshire,2020-11-24,10.1,12.2,16.0,22.3,25.6,projected
West Berkshire,2020-11-25,8.7,11.8,15.2,22.0,24.3,projected
West Berkshire,2020-11-26,7.6,11.7,15.0,21.4,25.0,projected
West Berkshire,2020-11-27,6.9,10.9,15.1,20.6,25.0,projected
West Berkshire,2020-11-28,6.5,10.3,15.5,20.1,24.8,projected
West Berkshire,2020-11-29,6.4,10.0,14.5,19.8,25.0,projected
West Berkshire,2020-11-30,6.2,9.8,14.3,19.2,26.0,projected
West Berkshire,2020-12-01,5.8,9.7,13.9,18.7,27.3,projected
West Berkshire,2020-12-02,5.5,9.5,13.5,18.3,28.6,projected
West Berkshire,2020-12-03,5.2,9.3,13.1,18.0,29.8,projected
West Berkshire,2020-12-04,5.0,9.1,12.8,17.8,30.9,projected
West Berkshire,2020-12-05,4.8,8.8,12.6,17.6,32.0,projected
West Berkshire,2020-12-06,4.5,8.6,12.3,17.5,33.2,projected
West Berkshire,2020-12-07,4.3,8.4,12.1,17.4,34.4,projected
West Berkshire,2020-12-08,4.1,8.2,11.9,17.3,35.6,projected
West Berkshire,2020-12-09,3.9,7.9,11.6,17.3,36.9,projected
West Berkshire,2020-12-10,3.7,7.7,11.4,17.2,38.6,projected
West Berkshire,2020-12-11,3.5,7.4,11.2,17.2,40.3,projected
West Berkshire,2020-12-12,3.4,7.2,11.0,17.2,42.1,projected
West Berkshire,2020-12-13,3.3,7.1,10.9,17.1,43.8,projected
West Berkshire,2020-12-14,3.2,6.9,10.7,17.2,45.9,projected
West Berkshire,2020-12-15,3.0,6.8,10.5,17.2,48.4,projected
West Berkshire,2020-12-16,2.9,6.6,10.4,17.2,50.8,projected
West Berkshire,2020-12-17,2.8,6.4,10.3,17.3,53.6,projected
West Berkshire,2020-12-18,2.7,6.2,10.1,17.3,56.7,projected
West Berkshire,2020-12-19,2.6,6.0,10.1,17.3,60.1,projected
West Berkshire,2020-12-20,2.5,6.0,9.9,17.4,63.7,projected
West Berkshire,2020-12-21,2.5,5.8,9.8,17.5,67.7,projected
West Oxfordshire,2020-11-24,6.0,6.6,7.9,9.2,10.0,projected
West Oxfordshire,2020-11-25,5.3,6.2,8.0,8.9,9.3,projected
West Oxfordshire,2020-11-26,4.8,5.5,7.6,8.4,9.5,projected
West Oxfordshire,2020-11-27,4.3,5.1,7.1,7.4,10.2,projected
West Oxfordshire,2020-11-28,3.9,5.0,6.6,7.3,10.8,projected
West Oxfordshire,2020-11-29,3.5,5.1,6.3,7.7,11.3,projected
West Oxfordshire,2020-11-30,3.3,5.1,6.3,8.0,11.8,projected
West Oxfordshire,2020-12-01,3.2,5.0,6.4,8.2,12.4,projected
West Oxfordshire,2020-12-02,3.1,5.0,6.4,8.2,13.0,projected
West Oxfordshire,2020-12-03,3.0,4.9,6.4,8.3,13.6,projected
West Oxfordshire,2020-12-04,2.9,4.9,6.4,8.4,14.1,projected
West Oxfordshire,2020-12-05,2.8,4.8,6.4,8.4,14.6,projected
West Oxfordshire,2020-12-06,2.7,4.7,6.3,8.5,15.2,projected
West Oxfordshire,2020-12-07,2.6,4.7,6.3,8.5,15.8,projected
West Oxfordshire,2020-12-08,2.5,4.6,6.2,8.6,16.4,projected
West Oxfordshire,2020-12-09,2.5,4.5,6.2,8.7,17.1,projected
West Oxfordshire,2020-12-10,2.4,4.4,6.2,8.7,17.9,projected
West Oxfordshire,2020-12-11,2.3,4.3,6.1,8.8,18.8,projected
West Oxfordshire,2020-12-12,2.2,4.3,6.1,8.8,19.8,projected
West Oxfordshire,2020-12-13,2.2,4.2,6.1,8.9,20.5,projected
West Oxfordshire,2020-12-14,2.1,4.2,6.1,9.0,21.7,projected
West Oxfordshire,2020-12-15,2.1,4.1,6.0,9.1,22.9,projected
West Oxfordshire,2020-12-16,2.0,4.1,6.0,9.2,24.0,projected
West Oxfordshire,2020-12-17,1.9,4.0,6.0,9.3,25.3,projected
West Oxfordshire,2020-12-18,1.9,4.0,6.0,9.4,26.9,projected
West Oxfordshire,2020-12-19,1.9,3.9,6.0,9.6,28.5,projected
West Oxfordshire,2020-12-20,1.8,3.9,5.9,9.7,30.4,projected
West Oxfordshire,2020-12-21,1.8,3.8,6.0,9.8,32.6,projected
Windsor and Maidenhead,2020-11-24,19.8,23.1,26.5,30.5,37.3,projected
Windsor and Maidenhead,2020-11-25,17.7,23.1,26.1,30.2,39.0,projected
Windsor and Maidenhead,2020-11-26,15.7,22.5,25.9,30.5,41.2,projected
Windsor and Maidenhead,2020-11-27,13.8,22.7,26.0,31.8,43.4,projected
Windsor and Maidenhead,2020-11-28,12.0,23.4,26.2,33.3,44.9,projected
Windsor and Maidenhead,2020-11-29,10.8,22.6,26.6,32.6,45.4,projected
Windsor and Maidenhead,2020-11-30,10.2,21.6,26.4,31.9,45.5,projected
Windsor and Maidenhead,2020-12-01,10.0,20.6,25.8,31.4,45.8,projected
Windsor and Maidenhead,2020-12-02,9.9,19.6,25.0,31.0,46.8,projected
Windsor and Maidenhead,2020-12-03,9.6,18.7,24.3,30.7,48.5,projected
Windsor and Maidenhead,2020-12-04,9.3,17.8,23.6,30.5,50.4,projected
Windsor and Maidenhead,2020-12-05,8.9,17.1,23.1,30.4,52.0,projected
Windsor and Maidenhead,2020-12-06,8.4,16.6,22.6,30.4,53.8,projected
Windsor and Maidenhead,2020-12-07,8.0,16.0,22.2,30.3,56.1,projected
Windsor and Maidenhead,2020-12-08,7.6,15.4,21.8,30.3,58.7,projected
Windsor and Maidenhead,2020-12-09,7.1,14.8,21.4,30.5,61.8,projected
Windsor and Maidenhead,2020-12-10,6.6,14.3,20.9,30.5,65.1,projected
Windsor and Maidenhead,2020-12-11,6.2,13.8,20.5,30.5,68.9,projected
Windsor and Maidenhead,2020-12-12,5.8,13.3,20.1,30.6,72.9,projected
Windsor and Maidenhead,2020-12-13,5.5,12.9,19.9,30.8,77.2,projected
Windsor and Maidenhead,2020-12-14,5.2,12.4,19.5,30.9,81.7,projected
Windsor and Maidenhead,2020-12-15,5.0,12.1,19.3,31.1,86.6,projected
Windsor and Maidenhead,2020-12-16,4.7,11.7,19.0,31.3,91.7,projected
Windsor and Maidenhead,2020-12-17,4.5,11.2,18.6,31.6,97.7,projected
Windsor and Maidenhead,2020-12-18,4.3,10.8,18.3,31.7,104.3,projected
Windsor and Maidenhead,2020-12-19,4.1,10.5,18.0,32.0,111.5,projected
Windsor and Maidenhead,2020-12-20,3.9,10.2,17.8,32.3,118.6,projected
Windsor and Maidenhead,2020-12-21,3.7,9.9,17.6,32.6,126.1,projected
Wokingham,2020-11-24,18.3,22.5,27.4,35.6,42.2,projected
Wokingham,2020-11-25,16.9,22.8,26.3,36.4,43.6,projected
Wokingham,2020-11-26,16.4,22.1,25.8,37.3,44.9,projected
Wokingham,2020-11-27,16.4,21.3,26.2,39.1,46.3,projected
Wokingham,2020-11-28,16.1,20.7,26.3,40.3,47.8,projected
Wokingham,2020-11-29,15.2,20.4,26.4,40.0,48.8,projected
Wokingham,2020-11-30,14.1,20.0,26.4,38.5,50.0,projected
