area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2022-01-20,14085.9,14148.9,14361.8,14544.0,14834.8,15319.0,15395.5,inferred
"North East and Yorkshire",2022-01-21,12080.0,12162.9,12457.5,12668.5,12864.0,13106.0,13188.6,inferred
"North East and Yorkshire",2022-01-22,10147.9,10216.9,10559.8,10933.0,11139.2,11378.1,11443.0,inferred
"North East and Yorkshire",2022-01-23,11994.5,12062.0,12511.0,13051.0,13340.0,13634.0,13688.6,inferred
"North East and Yorkshire",2022-01-24,15491.5,15551.0,16020.0,16551.5,16905.5,17254.0,17325.5,inferred
"North East and Yorkshire",2022-01-25,13980.3,14052.0,14427.8,14732.0,15020.2,15283.1,15373.5,inferred
"North East and Yorkshire",2022-01-26,13233.5,13328.9,13554.8,13743.0,13917.5,14149.0,14238.5,inferred
"North East and Yorkshire",2022-01-27,11356.4,11408.0,11569.0,11682.0,11785.0,11933.1,11991.1,inferred
"North East and Yorkshire",2022-01-28, 9622.9, 9670.0, 9804.0, 9906.0,10017.0,10174.1,10235.0,inferred
"North East and Yorkshire",2022-01-29, 8052.5, 8101.0, 8253.8, 8365.5, 8488.0, 8660.0, 8717.5,inferred
"North East and Yorkshire",2022-01-30, 9408.5, 9467.0, 9647.0, 9775.5, 9924.0,10118.1,10186.1,inferred
"North East and Yorkshire",2022-01-31,11778.0,11833.0,12020.8,12152.5,12300.0,12515.1,12580.1,inferred
"North East and Yorkshire",2022-02-01,10259.0,10315.0,10461.8,10573.5,10684.0,10843.0,10905.0,inferred
"North East and Yorkshire",2022-02-02, 9311.3, 9381.0, 9516.0, 9616.5, 9715.2, 9861.1, 9914.1,inferred
"North East and Yorkshire",2022-02-03, 7717.5, 7745.0, 7875.0, 7969.5, 8057.2, 8181.1, 8216.6,inferred
"North East and Yorkshire",2022-02-04, 6389.0, 6428.9, 6537.0, 6615.0, 6697.0, 6807.0, 6843.1,inferred
"North East and Yorkshire",2022-02-05, 5246.0, 5277.0, 5384.0, 5462.0, 5531.0, 5638.1, 5681.0,inferred
"North East and Yorkshire",2022-02-06, 6088.5, 6126.0, 6235.8, 6317.0, 6396.0, 6511.0, 6541.5,inferred
"North East and Yorkshire",2022-02-07, 7592.0, 7625.0, 7747.0, 7837.0, 7918.0, 8054.0, 8093.0,inferred
"North East and Yorkshire",2022-02-08, 6601.0, 6633.0, 6746.0, 6825.0, 6909.0, 7012.0, 7048.5,inferred
"North East and Yorkshire",2022-02-09, 6010.0, 6039.0, 6158.0, 6229.5, 6307.0, 6408.0, 6436.0,inferred
"North East and Yorkshire",2022-02-10, 4963.5, 4997.0, 5096.0, 5166.0, 5231.0, 5336.0, 5367.0,inferred
"North East and Yorkshire",2022-02-11, 4080.4, 4114.0, 4210.8, 4276.0, 4344.0, 4442.0, 4468.0,inferred
"North East and Yorkshire",2022-02-12, 3373.0, 3394.9, 3477.0, 3541.0, 3598.0, 3681.0, 3713.0,inferred
"North East and Yorkshire",2022-02-13, 3948.9, 3980.9, 4078.0, 4142.0, 4206.0, 4297.0, 4320.0,inferred
"North East and Yorkshire",2022-02-14, 5050.5, 5084.9, 5178.0, 5254.0, 5320.0, 5422.0, 5455.0,inferred
"North East and Yorkshire",2022-02-15, 4494.4, 4523.0, 4614.0, 4680.0, 4744.2, 4846.0, 4883.5,inferred
"North East and Yorkshire",2022-02-16, 4192.0, 4210.0, 4298.0, 4362.0, 4426.0, 4515.0, 4544.5,inferred
"North East and Yorkshire",2022-02-17, 3508.5, 3537.0, 3621.0, 3682.0, 3748.0, 3837.1, 3870.0,inferred
"North East and Yorkshire",2022-02-18, 2950.0, 2978.0, 3057.0, 3106.0, 3163.0, 3244.0, 3267.0,inferred
"North East and Yorkshire",2022-02-19, 2471.5, 2491.9, 2557.0, 2608.0, 2661.0, 2728.1, 2752.0,inferred
"North East and Yorkshire",2022-02-20, 2913.0, 2940.9, 3019.8, 3076.0, 3131.0, 3215.0, 3243.0,inferred
"North East and Yorkshire",2022-02-21, 3730.9, 3755.9, 3849.0, 3911.0, 3973.0, 4062.0, 4086.0,inferred
"North East and Yorkshire",2022-02-22, 3344.0, 3361.0, 3442.0, 3499.0, 3553.2, 3632.0, 3654.5,inferred
"North East and Yorkshire",2022-02-23, 3109.0, 3138.9, 3218.0, 3271.0, 3326.0, 3404.0, 3428.0,inferred
"North East and Yorkshire",2022-02-24, 2631.5, 2651.9, 2732.0, 2783.0, 2833.0, 2916.0, 2943.5,inferred
"North East and Yorkshire",2022-02-25, 2222.4, 2249.0, 2323.0, 2373.0, 2425.0, 2500.1, 2527.0,inferred
"North East and Yorkshire",2022-02-26, 1900.0, 1925.0, 1986.0, 2036.0, 2086.0, 2145.0, 2166.5,inferred
"North East and Yorkshire",2022-02-27, 2440.0, 2462.0, 2535.0, 2583.0, 2636.2, 2714.1, 2734.0,inferred
"North East and Yorkshire",2022-02-28, 3500.0, 3527.0, 3607.0, 3667.5, 3732.0, 3815.0, 3841.0,inferred
"North East and Yorkshire",2022-03-01, 3487.5, 3513.0, 3601.8, 3664.0, 3724.0, 3814.1, 3846.5,inferred
"North East and Yorkshire",2022-03-02, 3615.9, 3647.0, 3738.0, 3797.0, 3865.0, 3958.0, 3989.0,inferred
"North East and Yorkshire",2022-03-03, 3372.9, 3393.0, 3478.0, 3541.0, 3601.0, 3686.0, 3715.0,inferred
"North East and Yorkshire",2022-03-04, 3129.0, 3157.9, 3241.0, 3297.0, 3356.2, 3432.0, 3459.5,inferred
"North East and Yorkshire",2022-03-05, 2896.5, 2927.0, 2999.8, 3058.5, 3112.0, 3186.0, 3218.5,inferred
"North East and Yorkshire",2022-03-06, 3861.9, 3893.0, 3983.8, 4052.0, 4116.0, 4212.0, 4242.0,inferred
"North East and Yorkshire",2022-03-07, 5633.0, 5673.0, 5775.0, 5845.0, 5919.0, 6036.0, 6069.0,inferred
"North East and Yorkshire",2022-03-08, 5698.0, 5732.0, 5833.0, 5910.0, 5987.0, 6093.0, 6122.0,inferred
"North East and Yorkshire",2022-03-09, 6034.0, 6067.0, 6174.0, 6246.0, 6325.0, 6429.1, 6469.0,inferred
"North East and Yorkshire",2022-03-10, 5753.5, 5790.0, 5891.8, 5968.0, 6045.2, 6165.0, 6198.0,inferred
"North East and Yorkshire",2022-03-11, 5480.5, 5518.0, 5621.0, 5697.0, 5777.0, 5882.0, 5927.0,inferred
"North East and Yorkshire",2022-03-12, 5177.4, 5216.0, 5324.0, 5400.5, 5474.2, 5579.0, 5608.5,inferred
"North East and Yorkshire",2022-03-13, 6750.0, 6797.0, 6917.0, 7006.0, 7090.0, 7209.0, 7266.5,inferred
"North East and Yorkshire",2022-03-14, 9353.0, 9394.0, 9539.8, 9626.0, 9719.0, 9859.0, 9892.5,inferred
"North East and Yorkshire",2022-03-15, 9007.0, 9046.9, 9180.8, 9269.0, 9358.0, 9493.1, 9532.0,inferred
"North East and Yorkshire",2022-03-16, 9077.5, 9114.9, 9247.8, 9350.0, 9449.0, 9597.1, 9638.0,inferred
"North East and Yorkshire",2022-03-17, 8321.0, 8355.9, 8487.0, 8583.0, 8678.0, 8812.1, 8861.5,inferred
"North East and Yorkshire",2022-03-18, 7638.5, 7690.0, 7801.8, 7887.0, 7980.0, 8114.1, 8153.0,inferred
"North East and Yorkshire",2022-03-19, 6975.0, 7025.0, 7139.0, 7219.0, 7300.0, 7416.0, 7452.5,inferred
"North East and Yorkshire",2022-03-20, 8794.0, 8835.0, 8973.0, 9079.0, 9179.2, 9334.0, 9384.0,inferred
"North East and Yorkshire",2022-03-21,11786.4,11831.0,11979.0,12084.0,12190.0,12359.2,12419.5,inferred
"North East and Yorkshire",2022-03-22,10961.5,11004.9,11148.0,11265.0,11372.0,11511.0,11569.0,inferred
"North East and Yorkshire",2022-03-23,10663.5,10718.0,10879.0,10985.0,11081.2,11229.0,11279.1,inferred
"North East and Yorkshire",2022-03-24, 9477.5, 9515.0, 9646.0, 9737.0, 9842.0, 9985.0,10026.5,inferred
"North East and Yorkshire",2022-03-25, 8398.4, 8434.0, 8569.0, 8653.5, 8748.2, 8880.0, 8937.5,inferred
"North East and Yorkshire",2022-03-26, 7347.9, 7399.0, 7535.0, 7626.5, 7716.0, 7866.0, 7917.0,inferred
"North East and Yorkshire",2022-03-27, 8796.4, 8853.0, 9012.0, 9121.5, 9227.2, 9378.0, 9425.0,inferred
"North East and Yorkshire",2022-03-28,11073.5,11114.0,11273.0,11382.0,11488.0,11640.0,11680.0,inferred
"North East and Yorkshire",2022-03-29, 9594.9, 9638.0, 9776.8, 9875.5, 9974.0,10117.1,10172.5,inferred
"North East and Yorkshire",2022-03-30, 8667.0, 8708.0, 8858.0, 8954.0, 9052.0, 9197.0, 9248.5,inferred
"North East and Yorkshire",2022-03-31, 7151.0, 7196.0, 7320.8, 7410.0, 7496.0, 7614.1, 7654.0,inferred
"North East and Yorkshire",2022-04-01, 5902.4, 5946.0, 6057.0, 6134.5, 6213.0, 6338.0, 6362.1,inferred
"North East and Yorkshire",2022-04-02, 4861.0, 4893.0, 5000.0, 5073.0, 5138.0, 5240.0, 5265.0,inferred
"North East and Yorkshire",2022-04-03, 5680.5, 5704.0, 5824.0, 5898.0, 5970.2, 6089.1, 6122.6,inferred
"North East and Yorkshire",2022-04-04, 7137.0, 7172.0, 7295.0, 7386.0, 7480.0, 7608.0, 7641.0,inferred
"North East and Yorkshire",2022-04-05, 6276.0, 6312.0, 6423.0, 6499.0, 6574.0, 6696.0, 6739.5,inferred
"North East and Yorkshire",2022-04-06, 5749.5, 5784.9, 5896.0, 5972.0, 6048.0, 6154.0, 6185.7,inferred
"North East and Yorkshire",2022-04-07, 4802.0, 4830.0, 4926.8, 4992.0, 5062.0, 5157.0, 5187.5,inferred
"North East and Yorkshire",2022-04-08, 3987.9, 4016.0, 4107.0, 4170.0, 4231.2, 4326.0, 4351.5,inferred
"North East and Yorkshire",2022-04-09, 3312.5, 3332.0, 3409.0, 3468.5, 3525.2, 3605.0, 3633.5,inferred
"North East and Yorkshire",2022-04-10, 3878.5, 3896.0, 3987.8, 4046.0, 4111.0, 4203.0, 4227.5,inferred
"North East and Yorkshire",2022-04-11, 4887.0, 4924.0, 5033.0, 5098.5, 5166.2, 5272.0, 5303.1,inferred
"North East and Yorkshire",2022-04-12, 4317.5, 4342.0, 4443.0, 4509.0, 4569.0, 4654.0, 4695.0,inferred
"North East and Yorkshire",2022-04-13, 3989.0, 4013.0, 4100.0, 4161.0, 4220.2, 4315.0, 4341.0,inferred
"North East and Yorkshire",2022-04-14, 3336.5, 3361.0, 3448.0, 3504.0, 3558.2, 3646.0, 3669.0,inferred
"North East and Yorkshire",2022-04-15, 2797.0, 2819.0, 2898.0, 2947.0, 2994.0, 3071.0, 3098.5,inferred
"North East and Yorkshire",2022-04-16, 2325.9, 2354.0, 2422.0, 2469.0, 2518.0, 2583.0, 2607.5,inferred
"North East and Yorkshire",2022-04-17, 2732.5, 2751.0, 2830.8, 2882.5, 2937.0, 3008.1, 3040.0,inferred
"North East and Yorkshire",2022-04-18, 3442.5, 3468.0, 3551.0, 3607.5, 3669.0, 3746.1, 3772.6,inferred
"North East and Yorkshire",2022-04-19, 3017.5, 3038.0, 3116.0, 3166.0, 3219.2, 3302.0, 3325.5,inferred
"North East and Yorkshire",2022-04-20, 2751.9, 2783.9, 2851.0, 2903.0, 2953.0, 3035.1, 3053.5,inferred
"North East and Yorkshire",2022-04-21, 2278.0, 2305.0, 2371.0, 2418.0, 2464.0, 2531.0, 2551.5,inferred
"North East and Yorkshire",2022-04-22, 1898.0, 1914.0, 1973.0, 2015.0, 2057.0, 2123.0, 2141.0,inferred
"North East and Yorkshire",2022-04-23, 1557.0, 1577.0, 1631.0, 1672.0, 1710.2, 1768.0, 1784.0,inferred
"North East and Yorkshire",2022-04-24, 1824.0, 1837.0, 1893.0, 1935.5, 1981.0, 2050.0, 2072.0,inferred
"North East and Yorkshire",2022-04-25, 2279.5, 2295.0, 2367.0, 2416.5, 2464.0, 2525.0, 2542.0,inferred
"North East and Yorkshire",2022-04-26, 1982.4, 2002.0, 2068.0, 2111.5, 2153.0, 2210.1, 2232.0,inferred
"North East and Yorkshire",2022-04-27, 1813.0, 1833.0, 1890.8, 1932.0, 1973.0, 2036.0, 2059.0,inferred
"North East and Yorkshire",2022-04-28, 1500.0, 1516.0, 1571.0, 1610.0, 1647.0, 1697.0, 1712.5,inferred
"North East and Yorkshire",2022-04-29, 1239.9, 1259.0, 1307.0, 1345.0, 1379.0, 1428.0, 1440.0,inferred
