area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-09-16, 3527.0, 3571.0, 3696.0, 3782.0, 3863.2, 3987.0, 4039.6,projected
"North East and Yorkshire",2021-09-17, 3089.0, 3120.0, 3243.0, 3332.0, 3416.0, 3548.0, 3592.0,projected
"North East and Yorkshire",2021-09-18, 2397.9, 2446.9, 2558.8, 2636.5, 2722.0, 2850.1, 2884.5,projected
"North East and Yorkshire",2021-09-19, 2399.9, 2442.8, 2561.0, 2656.0, 2748.2, 2880.1, 2929.0,projected
"North East and Yorkshire",2021-09-20, 3275.0, 3344.9, 3553.8, 3683.5, 3832.0, 4048.0, 4127.5,projected
"North East and Yorkshire",2021-09-21, 3048.4, 3106.8, 3342.0, 3488.0, 3655.2, 3924.3, 4025.6,projected
"North East and Yorkshire",2021-09-22, 2951.5, 3022.7, 3294.0, 3476.0, 3679.0, 3988.1, 4141.1,projected
"North East and Yorkshire",2021-09-23, 2734.9, 2801.0, 3080.8, 3282.0, 3521.2, 3878.1, 4022.6,projected
"North East and Yorkshire",2021-09-24, 2387.0, 2483.8, 2745.0, 2960.5, 3190.0, 3587.2, 3697.0,projected
"North East and Yorkshire",2021-09-25, 1874.5, 1946.0, 2183.8, 2395.0, 2593.0, 2955.1, 3118.6,projected
"North East and Yorkshire",2021-09-26, 1864.0, 1965.0, 2228.8, 2451.5, 2698.2, 3149.1, 3260.1,projected
"North East and Yorkshire",2021-09-27, 2581.0, 2714.9, 3123.8, 3479.0, 3873.2, 4532.0, 4779.8,projected
"North East and Yorkshire",2021-09-28, 2423.5, 2560.6, 2988.5, 3377.0, 3802.2, 4592.2, 4817.5,projected
"North East and Yorkshire",2021-09-29, 2402.5, 2525.8, 3019.2, 3453.5, 3910.0, 4826.1, 5190.3,projected
"North East and Yorkshire",2021-09-30, 2241.8, 2360.9, 2879.8, 3325.5, 3857.2, 4862.2, 5310.3,projected
"North East and Yorkshire",2021-10-01, 2012.0, 2095.9, 2624.8, 3057.5, 3624.2, 4681.1, 5204.3,projected
"North East and Yorkshire",2021-10-02, 1578.9, 1688.9, 2140.8, 2532.0, 3031.2, 4036.1, 4557.0,projected
