area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-03-27, 639.0, 656.0, 740.0, 779.0, 815.2, 859.0, 870.0,inferred
"North East and Yorkshire",2021-03-28, 650.5, 674.0, 782.0, 826.0, 866.0, 915.0, 929.0,inferred
"North East and Yorkshire",2021-03-29, 795.5, 819.0, 945.8,1009.0,1069.0,1129.0,1148.0,inferred
"North East and Yorkshire",2021-03-30, 733.0, 760.0, 869.0, 931.0, 988.0,1051.0,1069.0,inferred
"North East and Yorkshire",2021-03-31, 752.0, 773.0, 855.0, 911.0, 965.2,1019.0,1044.0,inferred
"North East and Yorkshire",2021-04-01, 663.0, 678.9, 738.0, 779.0, 819.0, 865.0, 878.0,inferred
"North East and Yorkshire",2021-04-02, 588.0, 599.0, 643.0, 674.0, 704.0, 749.0, 764.5,inferred
"North East and Yorkshire",2021-04-03, 481.0, 493.0, 527.0, 550.0, 574.0, 611.0, 623.0,inferred
"North East and Yorkshire",2021-04-04, 510.0, 519.0, 555.0, 578.5, 603.0, 643.0, 654.0,inferred
"North East and Yorkshire",2021-04-05, 639.0, 649.9, 687.0, 712.0, 740.0, 782.0, 795.5,inferred
"North East and Yorkshire",2021-04-06, 597.0, 607.0, 644.0, 668.0, 695.2, 733.0, 744.5,inferred
"North East and Yorkshire",2021-04-07, 599.5, 612.0, 644.8, 669.0, 697.0, 733.0, 745.0,inferred
"North East and Yorkshire",2021-04-08, 521.5, 530.0, 561.0, 582.0, 607.0, 640.0, 650.0,inferred
"North East and Yorkshire",2021-04-09, 447.0, 456.0, 489.8, 511.0, 532.0, 566.0, 574.0,inferred
"North East and Yorkshire",2021-04-10, 367.5, 376.0, 403.0, 422.0, 442.0, 473.0, 482.5,inferred
"North East and Yorkshire",2021-04-11, 390.5, 401.0, 430.0, 449.0, 471.0, 503.0, 512.0,inferred
"North East and Yorkshire",2021-04-12, 492.0, 504.0, 535.0, 558.0, 582.0, 616.0, 631.0,inferred
"North East and Yorkshire",2021-04-13, 467.5, 478.0, 508.0, 531.0, 552.0, 583.0, 594.5,inferred
"North East and Yorkshire",2021-04-14, 476.0, 485.0, 514.0, 538.0, 562.0, 598.0, 607.0,inferred
"North East and Yorkshire",2021-04-15, 419.0, 427.0, 453.8, 475.0, 497.0, 527.0, 538.0,inferred
"North East and Yorkshire",2021-04-16, 371.0, 380.0, 409.0, 430.0, 450.0, 477.0, 488.0,inferred
"North East and Yorkshire",2021-04-17, 311.0, 318.0, 341.0, 359.0, 378.0, 403.0, 412.0,inferred
"North East and Yorkshire",2021-04-18, 340.0, 347.0, 376.0, 393.0, 412.0, 439.0, 450.0,inferred
"North East and Yorkshire",2021-04-19, 432.0, 443.0, 476.0, 498.0, 519.0, 555.0, 562.5,inferred
