area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-11-05, 3755.5, 3805.9, 3924.0, 4004.5, 4088.2, 4215.0, 4247.6,projected
"North East and Yorkshire",2021-11-06, 3056.5, 3089.9, 3191.8, 3272.0, 3347.0, 3455.0, 3493.5,projected
"North East and Yorkshire",2021-11-07, 3114.9, 3153.9, 3279.8, 3366.0, 3448.2, 3572.1, 3622.6,projected
"North East and Yorkshire",2021-11-08, 4086.5, 4152.0, 4312.0, 4423.0, 4545.0, 4737.1, 4804.1,projected
"North East and Yorkshire",2021-11-09, 3580.0, 3626.0, 3793.8, 3917.0, 4044.0, 4224.0, 4281.0,projected
"North East and Yorkshire",2021-11-10, 3404.8, 3448.8, 3619.0, 3746.0, 3883.2, 4084.1, 4148.0,projected
"North East and Yorkshire",2021-11-11, 3040.0, 3103.0, 3283.8, 3419.5, 3559.2, 3795.0, 3851.5,projected
"North East and Yorkshire",2021-11-12, 2616.0, 2690.9, 2874.8, 3016.0, 3165.5, 3382.1, 3454.5,projected
"North East and Yorkshire",2021-11-13, 2142.5, 2192.0, 2355.0, 2483.0, 2623.2, 2832.0, 2902.6,projected
"North East and Yorkshire",2021-11-14, 2186.5, 2242.9, 2431.8, 2583.0, 2725.0, 2981.2, 3051.5,projected
"North East and Yorkshire",2021-11-15, 2855.2, 2935.9, 3220.8, 3418.0, 3649.0, 4006.1, 4110.0,projected
"North East and Yorkshire",2021-11-16, 2495.4, 2603.9, 2848.2, 3046.5, 3274.5, 3629.1, 3748.0,projected
"North East and Yorkshire",2021-11-17, 2376.4, 2463.9, 2731.8, 2948.5, 3174.0, 3531.3, 3637.6,projected
"North East and Yorkshire",2021-11-18, 2137.4, 2227.8, 2497.0, 2719.0, 2951.0, 3321.0, 3434.6,projected
"North East and Yorkshire",2021-11-19, 1887.9, 1958.0, 2218.8, 2425.0, 2653.2, 3022.1, 3120.6,projected
"North East and Yorkshire",2021-11-20, 1541.5, 1608.0, 1837.8, 2027.5, 2224.0, 2583.0, 2680.5,projected
"North East and Yorkshire",2021-11-21, 1592.0, 1659.0, 1919.0, 2123.0, 2354.0, 2723.1, 2851.5,projected
