area,day,C_lower,C_median,C_upper
Dundee City,4,0.05973,0.11573,0.21686
Dundee City,5,0.05300,0.10904,0.22013
Dundee City,6,0.04723,0.10386,0.22649
Dundee City,7,0.04223,0.09955,0.23429
Dundee City,8,0.03784,0.09570,0.24277
Dundee City,9,0.03396,0.09212,0.25162
Dundee City,10,0.03051,0.08872,0.26077
Dundee City,11,0.02742,0.08545,0.27020
Dundee City,12,0.02465,0.08231,0.27995
Dundee City,13,0.02217,0.07928,0.29003
Dundee City,14,0.01993,0.07635,0.30046
Dundee City,15,0.01792,0.07353,0.31127
Dundee City,16,0.01612,0.07082,0.32246
Dundee City,17,0.01449,0.06820,0.33405
Dundee City,18,0.01303,0.06568,0.34606
Dundee City,19,0.01172,0.06325,0.35850
Dundee City,20,0.01054,0.06092,0.37139
Dundee City,21,0.00947,0.05867,0.38475
Ealing,1,1.01062,1.61749,2.38391
Ealing,2,0.91225,1.46849,2.18003
Ealing,3,0.82363,1.35663,2.07117
Ealing,4,0.74505,1.27496,2.03418
Ealing,5,0.67530,1.21244,2.03790
Ealing,6,0.61303,1.16095,2.06137
Ealing,7,0.55708,1.11558,2.09323
Ealing,8,0.50657,1.07371,2.12825
Ealing,9,0.46081,1.03406,2.16434
Ealing,10,0.41928,0.99606,2.20086
Ealing,11,0.38153,0.95947,2.23770
Ealing,12,0.34719,0.92418,2.27494
Ealing,13,0.31595,0.89016,2.31268
Ealing,14,0.28752,0.85736,2.35097
Ealing,15,0.26165,0.82575,2.38986
Ealing,16,0.23811,0.79530,2.42939
Ealing,17,0.21669,0.76596,2.46956
Ealing,18,0.19719,0.73771,2.51040
Ealing,19,0.17944,0.71050,2.55191
Ealing,20,0.16330,0.68429,2.59411
Ealing,21,0.14860,0.65904,2.63701
East Ayrshire,1,0.05724,0.10043,0.16760
East Ayrshire,2,0.04993,0.08818,0.14866
East Ayrshire,3,0.04342,0.07881,0.13838
East Ayrshire,4,0.03800,0.07226,0.13528
East Ayrshire,5,0.03350,0.06759,0.13638
East Ayrshire,6,0.02973,0.06404,0.13955
East Ayrshire,7,0.02651,0.06111,0.14366
East Ayrshire,8,0.02371,0.05851,0.14815
East Ayrshire,9,0.02125,0.05610,0.15282
East Ayrshire,10,0.01906,0.05382,0.15762
East Ayrshire,11,0.01711,0.05164,0.16253
East Ayrshire,12,0.01536,0.04955,0.16758
East Ayrshire,13,0.01379,0.04753,0.17277
East Ayrshire,14,0.01238,0.04560,0.17812
East Ayrshire,15,0.01112,0.04375,0.18363
East Ayrshire,16,0.00999,0.04196,0.18930
East Ayrshire,17,0.00897,0.04025,0.19516
East Ayrshire,18,0.00805,0.03861,0.20119
East Ayrshire,19,0.00723,0.03704,0.20741
East Ayrshire,20,0.00649,0.03553,0.21382
East Ayrshire,21,0.00583,0.03408,0.22043
East Dunbartonshire,1,0.05038,0.08488,0.13489
East Dunbartonshire,2,0.04473,0.07572,0.12116
East Dunbartonshire,3,0.03972,0.06854,0.11267
East Dunbartonshire,4,0.03518,0.06272,0.10770
East Dunbartonshire,5,0.03107,0.05780,0.10468
East Dunbartonshire,6,0.02738,0.05348,0.10261
East Dunbartonshire,7,0.02409,0.04958,0.10094
East Dunbartonshire,8,0.02117,0.04601,0.09944
East Dunbartonshire,9,0.01860,0.04272,0.09799
East Dunbartonshire,10,0.01633,0.03967,0.09656
East Dunbartonshire,11,0.01433,0.03684,0.09514
East Dunbartonshire,12,0.01258,0.03420,0.09373
East Dunbartonshire,13,0.01104,0.03176,0.09233
East Dunbartonshire,14,0.00968,0.02949,0.09096
East Dunbartonshire,15,0.00850,0.02738,0.08960
East Dunbartonshire,16,0.00746,0.02542,0.08826
East Dunbartonshire,17,0.00654,0.02360,0.08694
East Dunbartonshire,18,0.00574,0.02191,0.08564
East Dunbartonshire,19,0.00504,0.02035,0.08436
East Dunbartonshire,20,0.00442,0.01889,0.08310
East Dunbartonshire,21,0.00388,0.01754,0.08185
East Lothian,1,0.06047,0.10141,0.16205
East Lothian,2,0.05448,0.09193,0.14826
East Lothian,3,0.04860,0.08410,0.14059
East Lothian,4,0.04338,0.07835,0.13862
East Lothian,5,0.03887,0.07410,0.14011
East Lothian,6,0.03496,0.07075,0.14338
East Lothian,7,0.03153,0.06793,0.14748
East Lothian,8,0.02849,0.06539,0.15195
East Lothian,9,0.02578,0.06302,0.15661
East Lothian,10,0.02334,0.06076,0.16140
East Lothian,11,0.02114,0.05859,0.16632
East Lothian,12,0.01916,0.05649,0.17136
East Lothian,13,0.01736,0.05447,0.17655
East Lothian,14,0.01573,0.05252,0.18189
East Lothian,15,0.01425,0.05064,0.18739
East Lothian,16,0.01292,0.04882,0.19305
East Lothian,17,0.01170,0.04707,0.19889
East Lothian,18,0.01061,0.04538,0.20490
East Lothian,19,0.00961,0.04375,0.21109
East Lothian,20,0.00871,0.04218,0.21748
East Lothian,21,0.00789,0.04067,0.22405
East Renfrewshire,1,0.04430,0.07464,0.11862
East Renfrewshire,2,0.03934,0.06658,0.10654
East Renfrewshire,3,0.03493,0.06027,0.09907
East Renfrewshire,4,0.03094,0.05515,0.09470
East Renfrewshire,5,0.02732,0.05083,0.09205
East Renfrewshire,6,0.02408,0.04702,0.09023
East Renfrewshire,7,0.02118,0.04360,0.08876
East Renfrewshire,8,0.01862,0.04046,0.08744
East Renfrewshire,9,0.01635,0.03757,0.08616
East Renfrewshire,10,0.01436,0.03488,0.08491
East Renfrewshire,11,0.01260,0.03239,0.08366
East Renfrewshire,12,0.01106,0.03008,0.08242
East Renfrewshire,13,0.00970,0.02793,0.08119
East Renfrewshire,14,0.00852,0.02593,0.07998
East Renfrewshire,15,0.00747,0.02408,0.07879
East Renfrewshire,16,0.00656,0.02235,0.07761
East Renfrewshire,17,0.00575,0.02075,0.07645
East Renfrewshire,18,0.00505,0.01927,0.07530
East Renfrewshire,19,0.00443,0.01789,0.07418
East Renfrewshire,20,0.00389,0.01661,0.07307
East Renfrewshire,21,0.00341,0.01542,0.07198
East Riding of Yorkshire,1,0.90656,1.43641,2.17596
East Riding of Yorkshire,2,0.86931,1.38500,2.11421
East Riding of Yorkshire,3,0.82359,1.34006,2.10448
East Riding of Yorkshire,4,0.77038,1.29743,2.12951
East Riding of Yorkshire,5,0.71393,1.25603,2.17336
East Riding of Yorkshire,6,0.65765,1.21564,2.22635
East Riding of Yorkshire,7,0.60364,1.17629,2.28366
East Riding of Yorkshire,8,0.55296,1.13806,2.34323
East Riding of Yorkshire,9,0.50601,1.10098,2.40434
East Riding of Yorkshire,10,0.46281,1.06506,2.46687
East Riding of Yorkshire,11,0.42322,1.03029,2.53085
East Riding of Yorkshire,12,0.38699,0.99665,2.59639
East Riding of Yorkshire,13,0.35385,0.96410,2.66357
East Riding of Yorkshire,14,0.32356,0.93262,2.73245
East Riding of Yorkshire,15,0.29587,0.90216,2.80311
East Riding of Yorkshire,16,0.27056,0.87270,2.87559
East Riding of Yorkshire,17,0.24741,0.84420,2.94994
East Riding of Yorkshire,18,0.22624,0.81664,3.02622
East Riding of Yorkshire,19,0.20689,0.78997,3.10446
East Riding of Yorkshire,20,0.18919,0.76417,3.18473
East Riding of Yorkshire,21,0.17301,0.73922,3.26708
East Sussex,1,2.54670,3.73562,5.41342
East Sussex,2,2.58032,3.80386,5.55098
East Sussex,3,2.55115,3.83036,5.73155
East Sussex,4,2.46554,3.81286,5.93066
East Sussex,5,2.34634,3.76687,6.13928
East Sussex,6,2.21215,3.70580,6.35470
East Sussex,7,2.07475,3.63809,6.57662
East Sussex,8,1.94061,3.56832,6.80547
East Sussex,9,1.81277,3.49866,7.04182
East Sussex,10,1.69242,3.43002,7.28612
East Sussex,11,1.57977,3.36271,7.53879
East Sussex,12,1.47457,3.29680,7.80019
East Sussex,13,1.37641,3.23225,8.07063
East Sussex,14,1.28483,3.16901,8.35045
East Sussex,15,1.19938,3.10704,8.63997
East Sussex,16,1.11964,3.04629,8.93953
East Sussex,17,1.04521,2.98674,9.24948
East Sussex,18,0.97575,2.92836,9.57018
East Sussex,19,0.91090,2.87112,9.90199
East Sussex,20,0.85036,2.81500,10.24531
East Sussex,21,0.79385,2.75998,10.60054
Enfield,1,0.95491,1.52474,2.31718
Enfield,2,0.91128,1.46442,2.24526
Enfield,3,0.85884,1.41436,2.24066
Enfield,4,0.80322,1.37658,2.29316
Enfield,5,0.74795,1.34727,2.38024
Enfield,6,0.69489,1.32286,2.48626
Enfield,7,0.64488,1.30104,2.60297
Enfield,8,0.59818,1.28052,2.72683
Enfield,9,0.55477,1.26069,2.85670
Enfield,10,0.51450,1.24126,2.99247
Enfield,11,0.47715,1.22214,3.13443
Enfield,12,0.44254,1.20330,3.28295
Enfield,13,0.41044,1.18473,3.43842
Enfield,14,0.38068,1.16643,3.60121
Enfield,15,0.35309,1.14841,3.77168
Enfield,16,0.32749,1.13066,3.95022
Enfield,17,0.30376,1.11318,4.13721
Enfield,18,0.28174,1.09598,4.33305
Enfield,19,0.26132,1.07904,4.53816
Enfield,20,0.24238,1.06236,4.75299
Enfield,21,0.22481,1.04593,4.97798
Essex,1,8.08204,11.02607,15.17465
Essex,2,8.69401,11.92655,16.54112
Essex,3,9.12868,12.76428,18.17050
Essex,4,9.31943,13.42156,19.85855
Essex,5,9.34119,13.95126,21.60377
Essex,6,9.26808,14.41547,23.44308
Essex,7,9.14899,14.85541,25.41093
Essex,8,9.01100,15.29322,27.53308
Essex,9,8.86734,15.73918,29.82930
Essex,10,8.72373,16.19748,32.31667
Essex,11,8.58223,16.66962,35.01182
Essex,12,8.44340,17.15612,37.93211
Essex,13,8.30722,17.65725,41.09623
Essex,14,8.17351,18.17325,44.52440
Essex,15,8.04213,18.70445,48.23860
Essex,16,7.91295,19.25123,52.26265
Essex,17,7.78589,19.81402,56.62239
Essex,18,7.66089,20.39326,61.34582
Essex,19,7.53790,20.98944,66.46327
Essex,20,7.41689,21.60304,72.00762
Essex,21,7.29783,22.23459,78.01448
Falkirk,1,0.41879,0.68313,1.09273
Falkirk,2,0.45817,0.75205,1.21457
Falkirk,3,0.48247,0.80923,1.34972
Falkirk,4,0.48504,0.84195,1.47429
Falkirk,5,0.47222,0.85669,1.59141
Falkirk,6,0.45078,0.86102,1.70761
Falkirk,7,0.42552,0.86015,1.82775
Falkirk,8,0.39925,0.85699,1.95466
Falkirk,9,0.37347,0.85300,2.08995
Falkirk,10,0.34888,0.84879,2.23458
Falkirk,11,0.32573,0.84458,2.38932
Falkirk,12,0.30408,0.84043,2.55484
Falkirk,13,0.28386,0.83635,2.73187
Falkirk,14,0.26500,0.83232,2.92119
Falkirk,15,0.24741,0.82833,3.12364
Falkirk,16,0.23099,0.82436,3.34013
Falkirk,17,0.21567,0.82042,3.57162
Falkirk,18,0.20137,0.81650,3.81916
Falkirk,19,0.18802,0.81260,4.08385
Falkirk,20,0.17556,0.80871,4.36688
Falkirk,21,0.16392,0.80485,4.66953
Fife,1,0.12533,0.23185,0.40248
Fife,2,0.10693,0.19935,0.35033
Fife,3,0.09142,0.17604,0.32488
Fife,4,0.07908,0.16088,0.32049
Fife,5,0.06924,0.15097,0.32805
Fife,6,0.06123,0.14399,0.34147
Fife,7,0.05452,0.13852,0.35760
Fife,8,0.04876,0.13379,0.37506
Fife,9,0.04373,0.12943,0.39338
Fife,10,0.03928,0.12527,0.41249
Fife,11,0.03530,0.12125,0.43241
Fife,12,0.03174,0.11735,0.45323
Fife,13,0.02854,0.11356,0.47502
Fife,14,0.02567,0.10989,0.49784
Fife,15,0.02308,0.10634,0.52175
Fife,16,0.02076,0.10289,0.54681
Fife,17,0.01867,0.09956,0.57306
Fife,18,0.01679,0.09633,0.60058
Fife,19,0.01509,0.09321,0.62943
Fife,20,0.01357,0.09019,0.65965
Fife,21,0.01220,0.08726,0.69133
Flintshire,1,0.86488,1.39820,2.15155
Flintshire,2,0.84985,1.38172,2.14318
Flintshire,3,0.81506,1.35384,2.16218
Flintshire,4,0.76705,1.31971,2.20582
Flintshire,5,0.71286,1.28275,2.26466
Flintshire,6,0.65742,1.24501,2.33190
Flintshire,7,0.60361,1.20759,2.40386
Flintshire,8,0.55288,1.17098,2.47887
Flintshire,9,0.50581,1.13539,2.55635
Flintshire,10,0.46249,1.10087,2.63615
Flintshire,11,0.42279,1.06741,2.71834
Flintshire,12,0.38648,1.03498,2.80301
Flintshire,13,0.35329,1.00355,2.89028
Flintshire,14,0.32297,0.97308,2.98025
Flintshire,15,0.29525,0.94354,3.07300
Flintshire,16,0.26992,0.91490,3.16864
Flintshire,17,0.24676,0.88713,3.26725
Flintshire,18,0.22560,0.86020,3.36893
Flintshire,19,0.20625,0.83409,3.47378
Flintshire,20,0.18856,0.80877,3.58189
Flintshire,21,0.17239,0.78422,3.69336
Forth Valley,1,0.79817,1.30198,2.08264
Forth Valley,2,0.87322,1.43332,2.31485
Forth Valley,3,0.91953,1.54231,2.57244
Forth Valley,4,0.92443,1.60468,2.80985
Forth Valley,5,0.90000,1.63276,3.03306
Forth Valley,6,0.85915,1.64101,3.25454
Forth Valley,7,0.81099,1.63935,3.48350
Forth Valley,8,0.76092,1.63335,3.72538
Forth Valley,9,0.71180,1.62574,3.98322
Forth Valley,10,0.66493,1.61771,4.25889
Forth Valley,11,0.62081,1.60968,4.55379
Forth Valley,12,0.57954,1.60178,4.86926
Forth Valley,13,0.54101,1.59400,5.20667
Forth Valley,14,0.50506,1.58632,5.56749
Forth Valley,15,0.47153,1.57871,5.95335
Forth Valley,16,0.44025,1.57115,6.36595
Forth Valley,17,0.41105,1.56364,6.80715
Forth Valley,18,0.38379,1.55616,7.27893
Forth Valley,19,0.35835,1.54873,7.78340
Forth Valley,20,0.33459,1.54133,8.32283
Forth Valley,21,0.31241,1.53396,8.89966
Gateshead,1,0.26913,0.47609,0.82862
Gateshead,2,0.30284,0.53899,0.94775
Gateshead,3,0.31575,0.57412,1.04550
Gateshead,4,0.31161,0.58692,1.12875
Gateshead,5,0.29715,0.58633,1.20643
Gateshead,6,0.27761,0.57886,1.28435
Gateshead,7,0.25631,0.56835,1.36559
Gateshead,8,0.23513,0.55674,1.45160
Gateshead,9,0.21498,0.54494,1.54309
Gateshead,10,0.19625,0.53329,1.64049
Gateshead,11,0.17903,0.52192,1.74414
Gateshead,12,0.16328,0.51084,1.85439
Gateshead,13,0.14892,0.50002,1.97164
Gateshead,14,0.13582,0.48946,2.09632
Gateshead,15,0.12389,0.47914,2.22889
Gateshead,16,0.11301,0.46904,2.36983
Gateshead,17,0.10309,0.45915,2.51970
Gateshead,18,0.09404,0.44948,2.67904
Gateshead,19,0.08579,0.44001,2.84845
Gateshead,20,0.07827,0.43073,3.02858
Gateshead,21,0.07140,0.42166,3.22010
Glasgow City,1,0.29362,0.49467,0.78612
Glasgow City,2,0.26070,0.44128,0.70607
Glasgow City,3,0.23150,0.39944,0.65658
Glasgow City,4,0.20503,0.36554,0.62765
Glasgow City,5,0.18108,0.33684,0.61005
Glasgow City,6,0.15958,0.31164,0.59796
Glasgow City,7,0.14040,0.28894,0.58827
Glasgow City,8,0.12339,0.26815,0.57950
Glasgow City,9,0.10837,0.24896,0.57105
Glasgow City,10,0.09514,0.23118,0.56271
Glasgow City,11,0.08351,0.21467,0.55443
Glasgow City,12,0.07329,0.19933,0.54622
Glasgow City,13,0.06431,0.18508,0.53809
Glasgow City,14,0.05643,0.17185,0.53006
Glasgow City,15,0.04952,0.15956,0.52214
Glasgow City,16,0.04346,0.14814,0.51434
Glasgow City,17,0.03813,0.13754,0.50665
Glasgow City,18,0.03346,0.12770,0.49907
Glasgow City,19,0.02937,0.11857,0.49161
Glasgow City,20,0.02577,0.11008,0.48426
Glasgow City,21,0.02261,0.10221,0.47702
Gloucestershire,1,0.93082,1.53492,2.39844
Gloucestershire,2,0.91198,1.51250,2.38274
Gloucestershire,3,0.86448,1.46556,2.37979
Gloucestershire,4,0.80406,1.41389,2.40807
Gloucestershire,5,0.73982,1.36342,2.45958
Gloucestershire,6,0.67668,1.31558,2.52493
Gloucestershire,7,0.61703,1.27033,2.59795
Gloucestershire,8,0.56179,1.22730,2.67541
Gloucestershire,9,0.51118,1.18612,2.75587
Gloucestershire,10,0.46503,1.14653,2.83884
Gloucestershire,11,0.42304,1.10837,2.92423
Gloucestershire,12,0.38486,1.07152,3.01209
Gloucestershire,13,0.35014,1.03592,3.10252
Gloucestershire,14,0.31857,1.00150,3.19563
Gloucestershire,15,0.28986,0.96823,3.29152
Gloucestershire,16,0.26374,0.93606,3.39028
Gloucestershire,17,0.23998,0.90496,3.49200
Gloucestershire,18,0.21836,0.87489,3.59677
Gloucestershire,19,0.19869,0.84582,3.70468
Gloucestershire,20,0.18079,0.81772,3.81583
Gloucestershire,21,0.16451,0.79055,3.93032
Grampian,1,0.42976,0.73979,1.21770
Grampian,2,0.39747,0.68872,1.14508
Grampian,3,0.36660,0.65171,1.12525
Grampian,4,0.33634,0.62363,1.14124
Grampian,5,0.30724,0.60071,1.17674
Grampian,6,0.27983,0.58062,1.22184
Grampian,7,0.25438,0.56208,1.27166
Grampian,8,0.23101,0.54449,1.32421
Grampian,9,0.20966,0.52756,1.37885
Grampian,10,0.19023,0.51116,1.43553
Grampian,11,0.17257,0.49526,1.49437
Grampian,12,0.15655,0.47984,1.55550
Grampian,13,0.14202,0.46489,1.61908
Grampian,14,0.12883,0.45039,1.68524
Grampian,15,0.11687,0.43634,1.75409
Grampian,16,0.10603,0.42273,1.82574
Grampian,17,0.09619,0.40954,1.90033
Grampian,18,0.08726,0.39677,1.97796
Grampian,19,0.07916,0.38439,2.05876
Grampian,20,0.07182,0.37240,2.14287
Grampian,21,0.06515,0.36078,2.23041
Greater Glasgow and Clyde,1,0.54870,0.92440,1.46904
Greater Glasgow and Clyde,2,0.48717,0.82463,1.31944
Greater Glasgow and Clyde,3,0.43260,0.74645,1.22696
Greater Glasgow and Clyde,4,0.38314,0.68308,1.17290
Greater Glasgow and Clyde,5,0.33840,0.62946,1.14001
Greater Glasgow and Clyde,6,0.29821,0.58237,1.11742
Greater Glasgow and Clyde,7,0.26237,0.53994,1.09931
Greater Glasgow and Clyde,8,0.23059,0.50110,1.08292
Greater Glasgow and Clyde,9,0.20252,0.46524,1.06713
Greater Glasgow and Clyde,10,0.17779,0.43200,1.05154
Greater Glasgow and Clyde,11,0.15605,0.40115,1.03607
Greater Glasgow and Clyde,12,0.13695,0.37249,1.02072
Greater Glasgow and Clyde,13,0.12018,0.34586,1.00553
Greater Glasgow and Clyde,14,0.10546,0.32113,0.99053
Greater Glasgow and Clyde,15,0.09254,0.29816,0.97574
Greater Glasgow and Clyde,16,0.08121,0.27684,0.96115
Greater Glasgow and Clyde,17,0.07126,0.25703,0.94678
Greater Glasgow and Clyde,18,0.06253,0.23864,0.93263
Greater Glasgow and Clyde,19,0.05488,0.22157,0.91868
Greater Glasgow and Clyde,20,0.04815,0.20571,0.90495
Greater Glasgow and Clyde,21,0.04226,0.19099,0.89141
Greenwich,1,0.66615,1.08439,1.69549
Greenwich,2,0.69956,1.14658,1.81058
Greenwich,3,0.70320,1.18145,1.93150
Greenwich,4,0.68597,1.19938,2.06693
Greenwich,5,0.65720,1.20851,2.21703
Greenwich,6,0.62335,1.21368,2.38091
Greenwich,7,0.58816,1.21731,2.55819
Greenwich,8,0.55356,1.22049,2.74914
Greenwich,9,0.52044,1.22362,2.95445
Greenwich,10,0.48911,1.22683,3.17510
Greenwich,11,0.45963,1.23011,3.41220
Greenwich,12,0.43194,1.23345,3.66698
Greenwich,13,0.40595,1.23683,3.94078
Greenwich,14,0.38154,1.24024,4.23500
Greenwich,15,0.35861,1.24366,4.55120
Greenwich,16,0.33706,1.24710,4.89100
Greenwich,17,0.31682,1.25054,5.25617
Greenwich,18,0.29779,1.25400,5.64861
Greenwich,19,0.27991,1.25746,6.07034
Greenwich,20,0.26310,1.26094,6.52357
Greenwich,21,0.24730,1.26442,7.01063
Gwynedd,1,0.29183,0.52236,0.86589
Gwynedd,2,0.25595,0.46056,0.76947
Gwynedd,3,0.22397,0.41190,0.71006
Gwynedd,4,0.19587,0.37397,0.67825
Gwynedd,5,0.17125,0.34328,0.66206
Gwynedd,6,0.14971,0.31727,0.65351
Gwynedd,7,0.13086,0.29435,0.64820
Gwynedd,8,0.11439,0.27362,0.64406
Gwynedd,9,0.09998,0.25457,0.64021
Gwynedd,10,0.08739,0.23692,0.63636
Gwynedd,11,0.07638,0.22052,0.63245
Gwynedd,12,0.06676,0.20525,0.62849
Gwynedd,13,0.05835,0.19103,0.62450
Gwynedd,14,0.05100,0.17778,0.62050
Gwynedd,15,0.04457,0.16546,0.61652
Gwynedd,16,0.03896,0.15398,0.61255
Gwynedd,17,0.03405,0.14329,0.60861
Gwynedd,18,0.02976,0.13335,0.60469
Gwynedd,19,0.02601,0.12410,0.60080
Gwynedd,20,0.02273,0.11549,0.59693
Gwynedd,21,0.01987,0.10747,0.59309
Hackney,1,1.58723,2.40400,3.59314
Hackney,2,1.65641,2.52690,3.81624
Hackney,3,1.68782,2.64146,4.13401
Hackney,4,1.68253,2.74035,4.51980
Hackney,5,1.65418,2.82939,4.95850
Hackney,6,1.61391,2.91430,5.44494
Hackney,7,1.56860,2.99865,5.97981
Hackney,8,1.52194,3.08430,6.56674
Hackney,9,1.47569,3.17209,7.21074
Hackney,10,1.43055,3.26237,7.91754
Hackney,11,1.38678,3.35528,8.69344
Hackney,12,1.34441,3.45090,9.54531
Hackney,13,1.30338,3.54928,10.48063
Hackney,14,1.26365,3.65049,11.50759
Hackney,15,1.22515,3.75460,12.63518
Hackney,16,1.18784,3.86168,13.87326
Hackney,17,1.15167,3.97181,15.23266
Hackney,18,1.11661,4.08509,16.72526
Hackney,19,1.08261,4.20159,18.36412
Hackney,20,1.04965,4.32142,20.16356
Hackney,21,1.01770,4.44467,22.13933
Hackney and City of London,1,1.64212,2.48713,3.71739
Hackney and City of London,2,1.71369,2.61428,3.94820
Hackney and City of London,3,1.74618,2.73280,4.27697
Hackney and City of London,4,1.74071,2.83511,4.67609
Hackney and City of London,5,1.71139,2.92723,5.12996
Hackney and City of London,6,1.66972,3.01508,5.63322
Hackney and City of London,7,1.62284,3.10234,6.18659
Hackney and City of London,8,1.57457,3.19095,6.79382
Hackney and City of London,9,1.52671,3.28178,7.46008
Hackney and City of London,10,1.48002,3.37518,8.19132
Hackney and City of London,11,1.43474,3.47130,8.99406
Hackney and City of London,12,1.39089,3.57023,9.87539
Hackney and City of London,13,1.34845,3.67202,10.84305
Hackney and City of London,14,1.30734,3.77673,11.90552
Hackney and City of London,15,1.26751,3.88443,13.07210
Hackney and City of London,16,1.22891,3.99521,14.35299
Hackney and City of London,17,1.19149,4.10916,15.75940
Hackney and City of London,18,1.15522,4.22635,17.30361
Hackney and City of London,19,1.12005,4.34688,18.99914
Hackney and City of London,20,1.08595,4.47086,20.86081
Hackney and City of London,21,1.05289,4.59836,22.90489
Halton,1,0.37760,0.64611,1.04798
Halton,2,0.32832,0.56494,0.92399
Halton,3,0.28380,0.49988,0.84549
Halton,4,0.24621,0.45150,0.80641
Halton,5,0.21483,0.41500,0.79115
Halton,6,0.18847,0.38601,0.78803
Halton,7,0.16604,0.36159,0.79030
Halton,8,0.14671,0.33998,0.79461
Halton,9,0.12987,0.32024,0.79950
Halton,10,0.11510,0.30187,0.80446
Halton,11,0.10208,0.28463,0.80935
Halton,12,0.09056,0.26839,0.81415
Halton,13,0.08036,0.25306,0.81892
Halton,14,0.07132,0.23860,0.82366
Halton,15,0.06329,0.22495,0.82842
Halton,16,0.05617,0.21208,0.83320
Halton,17,0.04984,0.19995,0.83799
Halton,18,0.04423,0.18850,0.84282
Halton,19,0.03925,0.17771,0.84767
Halton,20,0.03484,0.16754,0.85255
Halton,21,0.03091,0.15795,0.85746
Hammersmith and Fulham,1,0.64021,1.08994,1.62757
Hammersmith and Fulham,2,0.57997,0.99411,1.49648
Hammersmith and Fulham,3,0.52637,0.92676,1.43873
Hammersmith and Fulham,4,0.47832,0.88022,1.43334
Hammersmith and Fulham,5,0.43508,0.84610,1.45681
Hammersmith and Fulham,6,0.39600,0.81866,1.49415
Hammersmith and Fulham,7,0.36058,0.79462,1.53758
Hammersmith and Fulham,8,0.32841,0.77232,1.58373
Hammersmith and Fulham,9,0.29915,0.75098,1.63135
Hammersmith and Fulham,10,0.27252,0.73031,1.68016
Hammersmith and Fulham,11,0.24827,0.71018,1.73019
Hammersmith and Fulham,12,0.22618,0.69056,1.78154
Hammersmith and Fulham,13,0.20605,0.67146,1.83433
Hammersmith and Fulham,14,0.18772,0.65286,1.88863
Hammersmith and Fulham,15,0.17102,0.63477,1.94453
Hammersmith and Fulham,16,0.15580,0.61717,2.00207
Hammersmith and Fulham,17,0.14194,0.60006,2.06132
Hammersmith and Fulham,18,0.12931,0.58342,2.12231
Hammersmith and Fulham,19,0.11781,0.56725,2.18512
Hammersmith and Fulham,20,0.10732,0.55152,2.24978
Hammersmith and Fulham,21,0.09778,0.53623,2.31635
Hampshire,1,1.65535,2.54124,3.87045
Hampshire,2,1.68550,2.60425,4.00468
Hampshire,3,1.66805,2.63893,4.19857
Hampshire,4,1.61877,2.65962,4.45488
Hampshire,5,1.55274,2.67415,4.75760
Hampshire,6,1.47996,2.68636,5.09494
Hampshire,7,1.40608,2.69794,5.46135
Hampshire,8,1.33394,2.70950,5.85542
Hampshire,9,1.26478,2.72122,6.27792
Hampshire,10,1.19899,2.73311,6.73061
Hampshire,11,1.13661,2.74512,7.21570
Hampshire,12,1.07752,2.75724,7.73561
Hampshire,13,1.02155,2.76943,8.29290
Hampshire,14,0.96852,2.78169,8.89030
Hampshire,15,0.91827,2.79400,9.53074
Hampshire,16,0.87063,2.80637,10.21731
Hampshire,17,0.82547,2.81880,10.95333
Hampshire,18,0.78266,2.83128,11.74238
Hampshire,19,0.74207,2.84382,12.58826
Hampshire,20,0.70358,2.85641,13.49509
Hampshire,21,0.66710,2.86905,14.46723
Haringey,1,0.98382,1.57004,2.47803
Haringey,2,1.08106,1.73749,2.77232
Haringey,3,1.11446,1.83685,3.04234
Haringey,4,1.10682,1.89962,3.32911
Haringey,5,1.07711,1.94570,3.64575
Haringey,6,1.03734,1.98557,3.99659
Haringey,7,0.99412,2.02400,4.38392
Haringey,8,0.95070,2.06284,4.81019
Haringey,9,0.90849,2.10265,5.27848
Haringey,10,0.86801,2.14351,5.79254
Haringey,11,0.82938,2.18536,6.35671
Haringey,12,0.79254,2.22815,6.97581
Haringey,13,0.75739,2.27184,7.65520
Haringey,14,0.72385,2.31642,8.40075
Haringey,15,0.69182,2.36188,9.21890
Haringey,16,0.66122,2.40823,10.11672
Haringey,17,0.63197,2.45550,11.10199
Haringey,18,0.60403,2.50369,12.18321
Haringey,19,0.57732,2.55283,13.36973
Haringey,20,0.55179,2.60293,14.67181
Haringey,21,0.52739,2.65401,16.10069
Harrow,1,0.92777,1.46384,2.31123
Harrow,2,1.01913,1.61842,2.58137
Harrow,3,1.06316,1.72707,2.85121
Harrow,4,1.06417,1.79249,3.11735
Harrow,5,1.03819,1.83129,3.39004
Harrow,6,0.99824,1.85646,3.67825
Harrow,7,0.95248,1.87564,3.98789
Harrow,8,0.90542,1.89264,4.32280
Harrow,9,0.85926,1.90912,4.68581
Harrow,10,0.81495,1.92571,5.07947
Harrow,11,0.77281,1.94256,5.50634
Harrow,12,0.73285,1.95967,5.96916
Harrow,13,0.69500,1.97702,6.47091
Harrow,14,0.65915,1.99456,7.01486
Harrow,15,0.62518,2.01229,7.60454
Harrow,16,0.59297,2.03018,8.24379
Harrow,17,0.56243,2.04824,8.93678
Harrow,18,0.53347,2.06645,9.68802
Harrow,19,0.50601,2.08483,10.50241
Harrow,20,0.47996,2.10338,11.38525
Harrow,21,0.45525,2.12209,12.34231
