area,Date,C_lower,C_median,C_upper
Doncaster,2020-07-29,0.5051399999999999,1.62539,5.82925
Dorset,2020-07-09,0.31918,0.56061,0.9596
Dorset,2020-07-10,0.34633,0.61205,1.05825
Dorset,2020-07-11,0.35356,0.63875,1.14374
Dorset,2020-07-12,0.34481,0.64591,1.2211100000000001
Dorset,2020-07-13,0.32661,0.64147,1.29615
Dorset,2020-07-14,0.30396,0.63113,1.3726
Dorset,2020-07-15,0.28002,0.6182300000000001,1.4524700000000001
Dorset,2020-07-16,0.25653000000000004,0.60447,1.53675
Dorset,2020-07-17,0.23431999999999997,0.59065,1.62595
Dorset,2020-07-18,0.21375,0.57706,1.7204099999999998
Dorset,2020-07-19,0.19487000000000002,0.56381,1.8204200000000001
Dorset,2020-07-20,0.17762,0.5509,1.92629
Dorset,2020-07-21,0.1619,0.5383100000000001,2.03832
Dorset,2020-07-22,0.14757,0.52603,2.15688
Dorset,2020-07-23,0.13452,0.5140399999999999,2.28234
Dorset,2020-07-24,0.12262999999999999,0.50234,2.4151
Dorset,2020-07-25,0.1118,0.4909,2.55558
Dorset,2020-07-26,0.10192999999999999,0.47972,2.70423
Dorset,2020-07-27,0.09292,0.4688,2.86153
Dorset,2020-07-28,0.08472,0.45813000000000004,3.02798
Dorset,2020-07-29,0.07724,0.4477,3.20411
Dudley,2020-07-09,0.62456,1.03354,1.61945
Dudley,2020-07-10,0.5697300000000001,0.94914,1.5014399999999999
Dudley,2020-07-11,0.51565,0.8822200000000001,1.44745
Dudley,2020-07-12,0.46731000000000006,0.83562,1.4509
Dudley,2020-07-13,0.42495,0.80298,1.48896
Dudley,2020-07-14,0.38766999999999996,0.77842,1.54503
Dudley,2020-07-15,0.3545,0.7581,1.61
Dudley,2020-07-16,0.32466999999999996,0.7399,1.6797799999999998
Dudley,2020-07-17,0.29764,0.7227399999999999,1.75285
Dudley,2020-07-18,0.273,0.70617,1.82887
Dudley,2020-07-19,0.25046999999999997,0.69001,1.90792
Dudley,2020-07-20,0.22983,0.67419,1.9902099999999998
Dudley,2020-07-21,0.21091,0.65871,2.07595
Dudley,2020-07-22,0.19354000000000002,0.64356,2.16533
Dudley,2020-07-23,0.17761,0.62875,2.25854
Dudley,2020-07-24,0.16297999999999999,0.61427,2.35575
Dudley,2020-07-25,0.14956,0.60012,2.45715
Dudley,2020-07-26,0.13725,0.58629,2.56291
Dudley,2020-07-27,0.12594,0.5727800000000001,2.6732299999999998
Dudley,2020-07-28,0.11557,0.5595899999999999,2.78829
Dudley,2020-07-29,0.10605,0.54669,2.9083099999999997
Dumfries and Galloway,2020-07-09,0.37888,0.66141,1.0900100000000001
Dumfries and Galloway,2020-07-10,0.33965,0.5968,0.9932
Dumfries and Galloway,2020-07-11,0.30136999999999997,0.54368,0.9400799999999999
Dumfries and Galloway,2020-07-12,0.26743,0.50448,0.9266200000000001
Dumfries and Galloway,2020-07-13,0.23804,0.47528000000000004,0.93716
Dumfries and Galloway,2020-07-14,0.21259,0.45221999999999996,0.9599700000000001
Dumfries and Galloway,2020-07-15,0.19038,0.43268,0.98845
Dumfries and Galloway,2020-07-16,0.17082,0.41513,1.01948
Dumfries and Galloway,2020-07-17,0.15345999999999999,0.39879000000000003,1.05182
Dumfries and Galloway,2020-07-18,0.13797,0.38328,1.0850899999999999
Dumfries and Galloway,2020-07-19,0.1241,0.36841,1.11925
Dumfries and Galloway,2020-07-20,0.11164,0.35412,1.15436
Dumfries and Galloway,2020-07-21,0.10045,0.34037,1.19051
Dumfries and Galloway,2020-07-22,0.09039,0.32714,1.22774
Dumfries and Galloway,2020-07-23,0.08134,0.31442,1.26613
Dumfries and Galloway,2020-07-24,0.07318999999999999,0.30218,1.30571
Dumfries and Galloway,2020-07-25,0.06586,0.29041999999999996,1.3465200000000002
Dumfries and Galloway,2020-07-26,0.05926,0.27912,1.3886100000000001
Dumfries and Galloway,2020-07-27,0.053320000000000006,0.26825,1.43202
Dumfries and Galloway,2020-07-28,0.04798,0.25781,1.47678
Dumfries and Galloway,2020-07-29,0.04318,0.24778000000000003,1.52294
Dundee City,2020-07-09,0.0859,0.15334,0.2562
Dundee City,2020-07-10,0.07658,0.13764,0.23235999999999998
Dundee City,2020-07-11,0.0676,0.12492,0.21961
Dundee City,2020-07-12,0.05973,0.11573,0.21686
Dundee City,2020-07-13,0.053,0.10904000000000001,0.22013000000000002
Dundee City,2020-07-14,0.04723,0.10386,0.22649
Dundee City,2020-07-15,0.042230000000000004,0.09955,0.23429
Dundee City,2020-07-16,0.03784,0.0957,0.24276999999999999
Dundee City,2020-07-17,0.033960000000000004,0.09212000000000001,0.25161999999999995
Dundee City,2020-07-18,0.030510000000000002,0.08872000000000001,0.26077
Dundee City,2020-07-19,0.02742,0.08545,0.2702
Dundee City,2020-07-20,0.02465,0.08231000000000001,0.27995
Dundee City,2020-07-21,0.02217,0.07927999999999999,0.29003
Dundee City,2020-07-22,0.01993,0.07635,0.30046
Dundee City,2020-07-23,0.01792,0.07353,0.31127
Dundee City,2020-07-24,0.01612,0.07082000000000001,0.32245999999999997
Dundee City,2020-07-25,0.014490000000000001,0.0682,0.33405
Dundee City,2020-07-26,0.013030000000000002,0.06568,0.34606
Dundee City,2020-07-27,0.01172,0.06325,0.3585
Dundee City,2020-07-28,0.01054,0.06092,0.37139
Dundee City,2020-07-29,0.009470000000000001,0.05867000000000001,0.38475
Ealing,2020-07-09,1.01062,1.6174899999999999,2.3839099999999998
Ealing,2020-07-10,0.91225,1.46849,2.18003
Ealing,2020-07-11,0.82363,1.35663,2.07117
Ealing,2020-07-12,0.74505,1.27496,2.03418
Ealing,2020-07-13,0.6753,1.21244,2.0379
Ealing,2020-07-14,0.61303,1.16095,2.06137
Ealing,2020-07-15,0.55708,1.11558,2.09323
Ealing,2020-07-16,0.50657,1.07371,2.12825
Ealing,2020-07-17,0.46081000000000005,1.03406,2.16434
Ealing,2020-07-18,0.41928000000000004,0.9960600000000001,2.20086
Ealing,2020-07-19,0.38153000000000004,0.95947,2.2377
Ealing,2020-07-20,0.34719,0.9241799999999999,2.27494
Ealing,2020-07-21,0.31595,0.8901600000000001,2.31268
Ealing,2020-07-22,0.28752,0.85736,2.3509700000000002
Ealing,2020-07-23,0.26165,0.82575,2.3898599999999997
Ealing,2020-07-24,0.23811,0.7953,2.42939
Ealing,2020-07-25,0.21669000000000002,0.7659600000000001,2.46956
Ealing,2020-07-26,0.19719,0.7377100000000001,2.5104
Ealing,2020-07-27,0.17944000000000002,0.7105,2.55191
Ealing,2020-07-28,0.1633,0.68429,2.5941099999999997
Ealing,2020-07-29,0.1486,0.65904,2.63701
East Ayrshire,2020-07-09,0.05724,0.10042999999999999,0.1676
East Ayrshire,2020-07-10,0.04993,0.08818,0.14866
East Ayrshire,2020-07-11,0.04342,0.07881,0.13838
East Ayrshire,2020-07-12,0.038,0.07226,0.13527999999999998
East Ayrshire,2020-07-13,0.0335,0.06759,0.13638
East Ayrshire,2020-07-14,0.02973,0.06404,0.13955
East Ayrshire,2020-07-15,0.026510000000000002,0.061110000000000005,0.14365999999999998
East Ayrshire,2020-07-16,0.02371,0.05851,0.14815
East Ayrshire,2020-07-17,0.02125,0.0561,0.15282
East Ayrshire,2020-07-18,0.01906,0.05382000000000001,0.15762
East Ayrshire,2020-07-19,0.01711,0.05164,0.16253
East Ayrshire,2020-07-20,0.015359999999999999,0.04955,0.16758
East Ayrshire,2020-07-21,0.01379,0.04753,0.17277
East Ayrshire,2020-07-22,0.01238,0.0456,0.17812
East Ayrshire,2020-07-23,0.01112,0.04375,0.18363
East Ayrshire,2020-07-24,0.00999,0.041960000000000004,0.1893
East Ayrshire,2020-07-25,0.00897,0.04025,0.19516
East Ayrshire,2020-07-26,0.00805,0.038610000000000005,0.20119
East Ayrshire,2020-07-27,0.0072299999999999994,0.03704,0.20740999999999998
East Ayrshire,2020-07-28,0.006490000000000001,0.03553,0.21381999999999998
East Ayrshire,2020-07-29,0.00583,0.03408,0.22043000000000001
East Dunbartonshire,2020-07-09,0.05038,0.08488,0.13489
East Dunbartonshire,2020-07-10,0.04473,0.07572000000000001,0.12115999999999999
East Dunbartonshire,2020-07-11,0.03972,0.06854,0.11267
East Dunbartonshire,2020-07-12,0.03518,0.06272,0.1077
East Dunbartonshire,2020-07-13,0.03107,0.0578,0.10468
East Dunbartonshire,2020-07-14,0.02738,0.05347999999999999,0.10260999999999999
East Dunbartonshire,2020-07-15,0.02409,0.04958,0.10094
East Dunbartonshire,2020-07-16,0.021169999999999998,0.04601,0.09944
East Dunbartonshire,2020-07-17,0.0186,0.04272,0.09799
East Dunbartonshire,2020-07-18,0.01633,0.03967,0.09656
East Dunbartonshire,2020-07-19,0.01433,0.03684,0.09514
East Dunbartonshire,2020-07-20,0.01258,0.0342,0.09373
East Dunbartonshire,2020-07-21,0.011040000000000001,0.031760000000000004,0.09233
East Dunbartonshire,2020-07-22,0.00968,0.02949,0.09096
East Dunbartonshire,2020-07-23,0.0085,0.02738,0.0896
East Dunbartonshire,2020-07-24,0.00746,0.025419999999999998,0.08826
East Dunbartonshire,2020-07-25,0.006540000000000001,0.0236,0.08694
East Dunbartonshire,2020-07-26,0.0057399999999999994,0.02191,0.08564
East Dunbartonshire,2020-07-27,0.00504,0.02035,0.08436
East Dunbartonshire,2020-07-28,0.00442,0.01889,0.0831
East Dunbartonshire,2020-07-29,0.0038799999999999998,0.01754,0.08185
East Lothian,2020-07-09,0.06047,0.10141,0.16205
East Lothian,2020-07-10,0.054479999999999994,0.09193,0.14826
East Lothian,2020-07-11,0.0486,0.0841,0.14059000000000002
East Lothian,2020-07-12,0.04338,0.07835,0.13862
East Lothian,2020-07-13,0.03887,0.0741,0.14010999999999998
East Lothian,2020-07-14,0.034960000000000005,0.07075,0.14338
East Lothian,2020-07-15,0.03153,0.06792999999999999,0.14748
East Lothian,2020-07-16,0.028489999999999998,0.06539,0.15195
East Lothian,2020-07-17,0.02578,0.06302,0.15661
East Lothian,2020-07-18,0.02334,0.06076,0.1614
East Lothian,2020-07-19,0.02114,0.058589999999999996,0.16632
East Lothian,2020-07-20,0.01916,0.05649,0.17135999999999998
East Lothian,2020-07-21,0.01736,0.054470000000000005,0.17655
East Lothian,2020-07-22,0.01573,0.052520000000000004,0.18189
East Lothian,2020-07-23,0.01425,0.05064,0.18739
East Lothian,2020-07-24,0.01292,0.04882,0.19305
East Lothian,2020-07-25,0.0117,0.04707,0.19889
East Lothian,2020-07-26,0.01061,0.045380000000000004,0.2049
East Lothian,2020-07-27,0.009609999999999999,0.04375,0.21109
East Lothian,2020-07-28,0.008709999999999999,0.04218,0.21748
East Lothian,2020-07-29,0.007890000000000001,0.04067,0.22405
East Renfrewshire,2020-07-09,0.0443,0.07464,0.11862
East Renfrewshire,2020-07-10,0.03934,0.06658,0.10654000000000001
East Renfrewshire,2020-07-11,0.03493,0.060270000000000004,0.09907
East Renfrewshire,2020-07-12,0.03094,0.05515,0.0947
East Renfrewshire,2020-07-13,0.02732,0.05083,0.09205
East Renfrewshire,2020-07-14,0.02408,0.04702,0.09022999999999999
East Renfrewshire,2020-07-15,0.02118,0.0436,0.08876
East Renfrewshire,2020-07-16,0.018619999999999998,0.04046,0.08744
East Renfrewshire,2020-07-17,0.01635,0.03757,0.08616
East Renfrewshire,2020-07-18,0.01436,0.03488,0.08491
East Renfrewshire,2020-07-19,0.0126,0.032389999999999995,0.08366
East Renfrewshire,2020-07-20,0.011059999999999999,0.030080000000000003,0.08242000000000001
East Renfrewshire,2020-07-21,0.0097,0.02793,0.08119
East Renfrewshire,2020-07-22,0.00852,0.02593,0.07998
East Renfrewshire,2020-07-23,0.00747,0.02408,0.07879
East Renfrewshire,2020-07-24,0.00656,0.02235,0.07761
East Renfrewshire,2020-07-25,0.00575,0.02075,0.07645
East Renfrewshire,2020-07-26,0.00505,0.01927,0.0753
East Renfrewshire,2020-07-27,0.00443,0.01789,0.07418
East Renfrewshire,2020-07-28,0.00389,0.01661,0.07307000000000001
East Renfrewshire,2020-07-29,0.0034100000000000003,0.01542,0.07198
East Riding of Yorkshire,2020-07-09,0.90656,1.43641,2.17596
East Riding of Yorkshire,2020-07-10,0.86931,1.385,2.11421
East Riding of Yorkshire,2020-07-11,0.8235899999999999,1.34006,2.10448
East Riding of Yorkshire,2020-07-12,0.7703800000000001,1.2974299999999999,2.12951
East Riding of Yorkshire,2020-07-13,0.7139300000000001,1.25603,2.1733599999999997
East Riding of Yorkshire,2020-07-14,0.65765,1.21564,2.22635
East Riding of Yorkshire,2020-07-15,0.60364,1.17629,2.28366
East Riding of Yorkshire,2020-07-16,0.55296,1.13806,2.34323
East Riding of Yorkshire,2020-07-17,0.5060100000000001,1.1009799999999998,2.4043400000000004
East Riding of Yorkshire,2020-07-18,0.46281000000000005,1.0650600000000001,2.46687
East Riding of Yorkshire,2020-07-19,0.42322,1.03029,2.53085
East Riding of Yorkshire,2020-07-20,0.38699,0.99665,2.59639
East Riding of Yorkshire,2020-07-21,0.35385,0.9641,2.66357
East Riding of Yorkshire,2020-07-22,0.32356,0.9326200000000001,2.73245
East Riding of Yorkshire,2020-07-23,0.29586999999999997,0.9021600000000001,2.8031099999999998
East Riding of Yorkshire,2020-07-24,0.27055999999999997,0.8727,2.8755900000000003
East Riding of Yorkshire,2020-07-25,0.24741,0.8442,2.9499400000000002
East Riding of Yorkshire,2020-07-26,0.22624,0.8166399999999999,3.02622
East Riding of Yorkshire,2020-07-27,0.20689000000000002,0.78997,3.10446
East Riding of Yorkshire,2020-07-28,0.18919,0.76417,3.18473
East Riding of Yorkshire,2020-07-29,0.17301,0.73922,3.26708
East Sussex,2020-07-09,2.5467,3.7356199999999995,5.4134199999999995
East Sussex,2020-07-10,2.58032,3.80386,5.55098
East Sussex,2020-07-11,2.55115,3.8303599999999998,5.73155
East Sussex,2020-07-12,2.4655400000000003,3.8128599999999997,5.93066
East Sussex,2020-07-13,2.34634,3.7668699999999995,6.13928
East Sussex,2020-07-14,2.21215,3.7058,6.3547
East Sussex,2020-07-15,2.07475,3.63809,6.57662
East Sussex,2020-07-16,1.94061,3.5683199999999995,6.80547
East Sussex,2020-07-17,1.81277,3.4986599999999997,7.0418199999999995
East Sussex,2020-07-18,1.69242,3.43002,7.2861199999999995
East Sussex,2020-07-19,1.5797700000000001,3.36271,7.53879
East Sussex,2020-07-20,1.4745700000000002,3.2968,7.80019
East Sussex,2020-07-21,1.3764100000000001,3.23225,8.07063
East Sussex,2020-07-22,1.28483,3.1690099999999997,8.35045
East Sussex,2020-07-23,1.19938,3.10704,8.63997
East Sussex,2020-07-24,1.11964,3.04629,8.93953
East Sussex,2020-07-25,1.04521,2.98674,9.24948
East Sussex,2020-07-26,0.97575,2.92836,9.57018
East Sussex,2020-07-27,0.9109,2.87112,9.90199
East Sussex,2020-07-28,0.85036,2.815,10.24531
East Sussex,2020-07-29,0.79385,2.75998,10.600539999999999
Enfield,2020-07-09,0.95491,1.52474,2.31718
Enfield,2020-07-10,0.91128,1.46442,2.24526
Enfield,2020-07-11,0.8588399999999999,1.41436,2.2406599999999997
Enfield,2020-07-12,0.8032199999999999,1.37658,2.29316
Enfield,2020-07-13,0.74795,1.34727,2.38024
Enfield,2020-07-14,0.69489,1.3228600000000001,2.4862599999999997
Enfield,2020-07-15,0.64488,1.30104,2.60297
Enfield,2020-07-16,0.59818,1.28052,2.72683
Enfield,2020-07-17,0.55477,1.2606899999999999,2.8567
Enfield,2020-07-18,0.5145,1.24126,2.99247
Enfield,2020-07-19,0.47715,1.22214,3.13443
Enfield,2020-07-20,0.44254,1.2033,3.28295
Enfield,2020-07-21,0.41043999999999997,1.1847299999999998,3.43842
Enfield,2020-07-22,0.38068,1.1664299999999999,3.60121
Enfield,2020-07-23,0.35309,1.14841,3.7716800000000004
Enfield,2020-07-24,0.32749,1.13066,3.95022
Enfield,2020-07-25,0.30376,1.1131799999999998,4.13721
Enfield,2020-07-26,0.28174,1.09598,4.33305
Enfield,2020-07-27,0.26132,1.07904,4.5381599999999995
Enfield,2020-07-28,0.24238,1.06236,4.7529900000000005
Enfield,2020-07-29,0.22480999999999998,1.04593,4.9779800000000005
Essex,2020-07-09,8.08204,11.026069999999999,15.17465
Essex,2020-07-10,8.69401,11.92655,16.541120000000003
Essex,2020-07-11,9.128680000000001,12.76428,18.1705
Essex,2020-07-12,9.31943,13.421560000000001,19.85855
Essex,2020-07-13,9.34119,13.951260000000001,21.60377
Essex,2020-07-14,9.26808,14.415470000000001,23.44308
Essex,2020-07-15,9.14899,14.855410000000001,25.41093
Essex,2020-07-16,9.011,15.293220000000002,27.533079999999998
Essex,2020-07-17,8.867339999999999,15.73918,29.8293
Essex,2020-07-18,8.72373,16.19748,32.31667
Essex,2020-07-19,8.582230000000001,16.669620000000002,35.01182
Essex,2020-07-20,8.4434,17.15612,37.932109999999994
Essex,2020-07-21,8.30722,17.65725,41.09623
Essex,2020-07-22,8.17351,18.17325,44.5244
Essex,2020-07-23,8.04213,18.70445,48.2386
Essex,2020-07-24,7.91295,19.25123,52.26265
Essex,2020-07-25,7.785889999999999,19.814020000000003,56.62239
Essex,2020-07-26,7.660889999999999,20.39326,61.345819999999996
Essex,2020-07-27,7.5379,20.98944,66.46327
Essex,2020-07-28,7.4168899999999995,21.60304,72.00761999999999
Essex,2020-07-29,7.29783,22.23459,78.01448
Falkirk,2020-07-09,0.41878999999999994,0.68313,1.09273
Falkirk,2020-07-10,0.45816999999999997,0.75205,1.2145700000000001
Falkirk,2020-07-11,0.48246999999999995,0.80923,1.34972
Falkirk,2020-07-12,0.48503999999999997,0.84195,1.4742899999999999
Falkirk,2020-07-13,0.47222,0.85669,1.59141
Falkirk,2020-07-14,0.45078,0.8610200000000001,1.7076099999999999
Falkirk,2020-07-15,0.42552,0.86015,1.82775
Falkirk,2020-07-16,0.39925,0.8569899999999999,1.9546599999999998
Falkirk,2020-07-17,0.37346999999999997,0.853,2.08995
Falkirk,2020-07-18,0.34888,0.8487899999999999,2.23458
Falkirk,2020-07-19,0.32573,0.8445799999999999,2.38932
Falkirk,2020-07-20,0.30408,0.8404299999999999,2.55484
Falkirk,2020-07-21,0.28386,0.83635,2.7318700000000002
Falkirk,2020-07-22,0.265,0.8323200000000001,2.92119
Falkirk,2020-07-23,0.24741,0.8283299999999999,3.12364
Falkirk,2020-07-24,0.23099,0.82436,3.3401300000000003
Falkirk,2020-07-25,0.21566999999999997,0.82042,3.57162
Falkirk,2020-07-26,0.20137,0.8165,3.8191599999999997
Falkirk,2020-07-27,0.18802,0.8126,4.08385
Falkirk,2020-07-28,0.17556,0.80871,4.36688
Falkirk,2020-07-29,0.16392,0.80485,4.66953
Fife,2020-07-09,0.12533,0.23185,0.40248
Fife,2020-07-10,0.10693,0.19935,0.35033000000000003
Fife,2020-07-11,0.09142,0.17604,0.32488
Fife,2020-07-12,0.07908,0.16088,0.32049
Fife,2020-07-13,0.06924,0.15097,0.32805
Fife,2020-07-14,0.06122999999999999,0.14399,0.34147
Fife,2020-07-15,0.054520000000000006,0.13852,0.3576
Fife,2020-07-16,0.048760000000000005,0.13379000000000002,0.37506
Fife,2020-07-17,0.04373,0.12943,0.39338
Fife,2020-07-18,0.03928,0.12527,0.41248999999999997
Fife,2020-07-19,0.0353,0.12125,0.43241
Fife,2020-07-20,0.03174,0.11735,0.45323
Fife,2020-07-21,0.02854,0.11356,0.47502
Fife,2020-07-22,0.02567,0.10989000000000002,0.49783999999999995
Fife,2020-07-23,0.02308,0.10634,0.52175
Fife,2020-07-24,0.02076,0.10289000000000001,0.54681
Fife,2020-07-25,0.01867,0.09956,0.57306
Fife,2020-07-26,0.01679,0.09633,0.60058
Fife,2020-07-27,0.015090000000000001,0.09321,0.62943
Fife,2020-07-28,0.013569999999999999,0.09018999999999999,0.65965
Fife,2020-07-29,0.0122,0.08726,0.69133
Flintshire,2020-07-09,0.86488,1.3982,2.15155
Flintshire,2020-07-10,0.84985,1.38172,2.14318
Flintshire,2020-07-11,0.81506,1.35384,2.1621799999999998
Flintshire,2020-07-12,0.76705,1.31971,2.20582
Flintshire,2020-07-13,0.71286,1.28275,2.2646599999999997
Flintshire,2020-07-14,0.65742,1.24501,2.3319
Flintshire,2020-07-15,0.6036100000000001,1.20759,2.40386
Flintshire,2020-07-16,0.55288,1.17098,2.47887
Flintshire,2020-07-17,0.50581,1.13539,2.55635
Flintshire,2020-07-18,0.46248999999999996,1.10087,2.63615
Flintshire,2020-07-19,0.42278999999999994,1.06741,2.71834
Flintshire,2020-07-20,0.38648000000000005,1.03498,2.80301
Flintshire,2020-07-21,0.35329,1.00355,2.8902799999999997
Flintshire,2020-07-22,0.32297,0.97308,2.98025
Flintshire,2020-07-23,0.29525,0.9435399999999999,3.073
Flintshire,2020-07-24,0.26992,0.9149,3.1686400000000003
Flintshire,2020-07-25,0.24675999999999998,0.88713,3.26725
Flintshire,2020-07-26,0.2256,0.8602,3.36893
Flintshire,2020-07-27,0.20625,0.83409,3.47378
Flintshire,2020-07-28,0.18855999999999998,0.80877,3.58189
Flintshire,2020-07-29,0.17239000000000002,0.78422,3.6933599999999998
Forth Valley,2020-07-09,0.7981699999999999,1.30198,2.08264
Forth Valley,2020-07-10,0.8732200000000001,1.4333200000000001,2.31485
Forth Valley,2020-07-11,0.91953,1.54231,2.5724400000000003
Forth Valley,2020-07-12,0.92443,1.6046799999999999,2.80985
Forth Valley,2020-07-13,0.9,1.63276,3.03306
Forth Valley,2020-07-14,0.85915,1.6410099999999999,3.25454
Forth Valley,2020-07-15,0.81099,1.63935,3.4835
Forth Valley,2020-07-16,0.7609199999999999,1.63335,3.7253800000000004
Forth Valley,2020-07-17,0.7118,1.62574,3.9832199999999998
Forth Valley,2020-07-18,0.66493,1.61771,4.25889
Forth Valley,2020-07-19,0.6208100000000001,1.60968,4.55379
Forth Valley,2020-07-20,0.5795399999999999,1.60178,4.86926
Forth Valley,2020-07-21,0.54101,1.594,5.20667
Forth Valley,2020-07-22,0.5050600000000001,1.5863200000000002,5.56749
Forth Valley,2020-07-23,0.47153,1.57871,5.95335
Forth Valley,2020-07-24,0.44025,1.57115,6.36595
Forth Valley,2020-07-25,0.41105,1.56364,6.80715
Forth Valley,2020-07-26,0.38379,1.55616,7.27893
Forth Valley,2020-07-27,0.35835,1.54873,7.7834
Forth Valley,2020-07-28,0.33459,1.5413299999999999,8.32283
Forth Valley,2020-07-29,0.31240999999999997,1.53396,8.89966
Gateshead,2020-07-09,0.26913000000000004,0.47608999999999996,0.82862
Gateshead,2020-07-10,0.30284,0.53899,0.94775
Gateshead,2020-07-11,0.31575,0.57412,1.0455
Gateshead,2020-07-12,0.31161,0.58692,1.12875
Gateshead,2020-07-13,0.29715,0.58633,1.20643
Gateshead,2020-07-14,0.27760999999999997,0.57886,1.28435
Gateshead,2020-07-15,0.25631,0.56835,1.3655899999999999
Gateshead,2020-07-16,0.23513,0.55674,1.4516
Gateshead,2020-07-17,0.21498,0.54494,1.54309
Gateshead,2020-07-18,0.19625,0.5332899999999999,1.6404900000000002
Gateshead,2020-07-19,0.17903,0.5219199999999999,1.7441400000000002
Gateshead,2020-07-20,0.16328,0.51084,1.8543900000000002
Gateshead,2020-07-21,0.14892,0.50002,1.97164
Gateshead,2020-07-22,0.13582,0.48946000000000006,2.09632
Gateshead,2020-07-23,0.12389000000000001,0.47913999999999995,2.2288900000000003
Gateshead,2020-07-24,0.11300999999999999,0.46903999999999996,2.36983
Gateshead,2020-07-25,0.10309000000000001,0.45915,2.5197
Gateshead,2020-07-26,0.09404,0.44948,2.67904
Gateshead,2020-07-27,0.08578999999999999,0.44001,2.84845
Gateshead,2020-07-28,0.07827,0.43073,3.02858
Gateshead,2020-07-29,0.0714,0.42166000000000003,3.2201
Glasgow City,2020-07-09,0.29362,0.49467,0.7861199999999999
Glasgow City,2020-07-10,0.2607,0.44128,0.70607
Glasgow City,2020-07-11,0.2315,0.39944,0.65658
Glasgow City,2020-07-12,0.20503000000000002,0.36554000000000003,0.62765
Glasgow City,2020-07-13,0.18108,0.33684000000000003,0.61005
Glasgow City,2020-07-14,0.15958,0.31164000000000003,0.59796
Glasgow City,2020-07-15,0.1404,0.28894000000000003,0.58827
Glasgow City,2020-07-16,0.12339000000000001,0.26815,0.5795
Glasgow City,2020-07-17,0.10837000000000001,0.24896,0.57105
Glasgow City,2020-07-18,0.09514,0.23118000000000002,0.56271
Glasgow City,2020-07-19,0.08351,0.21466999999999997,0.55443
Glasgow City,2020-07-20,0.07329,0.19933,0.5462199999999999
Glasgow City,2020-07-21,0.06431,0.18508,0.53809
Glasgow City,2020-07-22,0.056429999999999994,0.17185,0.5300600000000001
Glasgow City,2020-07-23,0.04952,0.15955999999999998,0.5221399999999999
Glasgow City,2020-07-24,0.043460000000000006,0.14814000000000002,0.5143399999999999
Glasgow City,2020-07-25,0.038130000000000004,0.13754,0.50665
Glasgow City,2020-07-26,0.033460000000000004,0.1277,0.49906999999999996
Glasgow City,2020-07-27,0.02937,0.11857000000000001,0.49161000000000005
Glasgow City,2020-07-28,0.025769999999999998,0.11008,0.48426
Glasgow City,2020-07-29,0.022609999999999998,0.10221000000000001,0.47702
Gloucestershire,2020-07-09,0.9308200000000001,1.53492,2.3984400000000003
Gloucestershire,2020-07-10,0.9119799999999999,1.5125,2.38274
Gloucestershire,2020-07-11,0.8644799999999999,1.46556,2.3797900000000003
Gloucestershire,2020-07-12,0.80406,1.4138899999999999,2.40807
Gloucestershire,2020-07-13,0.73982,1.36342,2.45958
Gloucestershire,2020-07-14,0.6766800000000001,1.31558,2.52493
Gloucestershire,2020-07-15,0.61703,1.27033,2.59795
Gloucestershire,2020-07-16,0.56179,1.2273,2.67541
Gloucestershire,2020-07-17,0.51118,1.18612,2.7558700000000003
Gloucestershire,2020-07-18,0.46503,1.1465299999999998,2.8388400000000003
Gloucestershire,2020-07-19,0.42303999999999997,1.10837,2.92423
Gloucestershire,2020-07-20,0.38486,1.07152,3.01209
Gloucestershire,2020-07-21,0.35014,1.0359200000000002,3.10252
Gloucestershire,2020-07-22,0.31856999999999996,1.0015,3.19563
Gloucestershire,2020-07-23,0.28986,0.9682299999999999,3.29152
Gloucestershire,2020-07-24,0.26374000000000003,0.93606,3.39028
Gloucestershire,2020-07-25,0.23998000000000003,0.90496,3.492
Gloucestershire,2020-07-26,0.21836,0.87489,3.59677
Gloucestershire,2020-07-27,0.19869,0.8458200000000001,3.70468
Gloucestershire,2020-07-28,0.18079,0.81772,3.8158300000000005
Gloucestershire,2020-07-29,0.16451,0.79055,3.9303199999999996
Grampian,2020-07-09,0.42976000000000003,0.73979,1.2177
Grampian,2020-07-10,0.39747,0.68872,1.1450799999999999
Grampian,2020-07-11,0.3666,0.65171,1.12525
Grampian,2020-07-12,0.33634000000000003,0.62363,1.14124
Grampian,2020-07-13,0.30724,0.6007100000000001,1.17674
Grampian,2020-07-14,0.27983,0.58062,1.22184
Grampian,2020-07-15,0.25438,0.56208,1.27166
Grampian,2020-07-16,0.23101,0.5444899999999999,1.32421
Grampian,2020-07-17,0.20965999999999999,0.52756,1.37885
Grampian,2020-07-18,0.19022999999999998,0.5111600000000001,1.43553
Grampian,2020-07-19,0.17257,0.49526000000000003,1.49437
Grampian,2020-07-20,0.15655,0.47984,1.5555
Grampian,2020-07-21,0.14202,0.46488999999999997,1.6190799999999999
Grampian,2020-07-22,0.12883,0.45038999999999996,1.68524
Grampian,2020-07-23,0.11687,0.43633999999999995,1.7540900000000001
Grampian,2020-07-24,0.10603,0.42273,1.8257400000000001
Grampian,2020-07-25,0.09619,0.40954,1.9003299999999999
Grampian,2020-07-26,0.08726,0.39676999999999996,1.97796
Grampian,2020-07-27,0.07916000000000001,0.38439,2.05876
