area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-10-09, 3567.0, 3625.0, 3817.0, 3990.0, 4161.0, 4356.0, 4412.0,inferred
"North East and Yorkshire",2021-10-10, 4499.5, 4582.0, 4834.8, 5007.5, 5156.0, 5353.0, 5422.0,inferred
"North East and Yorkshire",2021-10-11, 6477.4, 6543.0, 6796.0, 6952.0, 7105.2, 7329.0, 7397.1,inferred
"North East and Yorkshire",2021-10-12, 6628.0, 6690.0, 6919.8, 7073.0, 7230.2, 7434.0, 7509.5,inferred
"North East and Yorkshire",2021-10-13, 6683.0, 6759.9, 6976.0, 7124.0, 7267.0, 7491.0, 7578.5,inferred
"North East and Yorkshire",2021-10-14, 6001.9, 6075.8, 6273.0, 6408.5, 6546.0, 6724.0, 6794.0,inferred
"North East and Yorkshire",2021-10-15, 5216.5, 5268.0, 5446.8, 5565.0, 5683.0, 5870.1, 5926.0,inferred
"North East and Yorkshire",2021-10-16, 3874.5, 3941.0, 4099.0, 4200.0, 4308.0, 4465.0, 4522.6,inferred
"North East and Yorkshire",2021-10-17, 4821.5, 4875.0, 5041.0, 5158.0, 5270.0, 5428.0, 5477.5,inferred
"North East and Yorkshire",2021-10-18, 6693.4, 6758.0, 6952.8, 7101.0, 7236.0, 7439.0, 7515.2,inferred
"North East and Yorkshire",2021-10-19, 6728.0, 6797.7, 7010.0, 7143.0, 7287.0, 7510.0, 7579.0,inferred
"North East and Yorkshire",2021-10-20, 6696.0, 6746.0, 6964.0, 7112.5, 7260.0, 7456.1, 7531.1,inferred
"North East and Yorkshire",2021-10-21, 5926.0, 5984.0, 6154.8, 6288.5, 6429.0, 6601.0, 6662.6,inferred
"North East and Yorkshire",2021-10-22, 5049.5, 5100.0, 5268.8, 5382.0, 5496.0, 5666.0, 5721.5,inferred
"North East and Yorkshire",2021-10-23, 3714.9, 3764.0, 3899.8, 4001.5, 4104.2, 4250.1, 4308.5,inferred
"North East and Yorkshire",2021-10-24, 4515.4, 4565.0, 4719.0, 4826.0, 4939.0, 5107.0, 5159.6,inferred
"North East and Yorkshire",2021-10-25, 6159.5, 6221.9, 6427.0, 6566.0, 6714.0, 6926.0, 6984.6,inferred
"North East and Yorkshire",2021-10-26, 6150.5, 6225.0, 6408.0, 6539.0, 6675.0, 6868.0, 6965.5,inferred
"North East and Yorkshire",2021-10-27, 6119.8, 6174.8, 6363.8, 6491.0, 6630.0, 6829.1, 6881.0,inferred
"North East and Yorkshire",2021-10-28, 5371.9, 5431.0, 5625.0, 5745.0, 5875.0, 6040.0, 6103.0,inferred
"North East and Yorkshire",2021-10-29, 4581.0, 4632.9, 4786.0, 4893.5, 5009.0, 5173.0, 5221.5,inferred
"North East and Yorkshire",2021-10-30, 3362.5, 3399.9, 3535.8, 3631.0, 3731.2, 3877.0, 3922.1,inferred
"North East and Yorkshire",2021-10-31, 4055.5, 4102.0, 4260.0, 4378.0, 4488.2, 4638.0, 4682.5,inferred
"North East and Yorkshire",2021-11-01, 5533.5, 5589.0, 5775.8, 5897.0, 6043.2, 6239.0, 6304.1,inferred
"North East and Yorkshire",2021-11-02, 5473.0, 5541.9, 5721.0, 5859.0, 5991.0, 6168.1, 6230.5,inferred
"North East and Yorkshire",2021-11-03, 5449.5, 5497.0, 5678.0, 5812.0, 5940.0, 6138.0, 6188.0,inferred
"North East and Yorkshire",2021-11-04, 4780.5, 4840.0, 5007.0, 5116.0, 5233.2, 5400.0, 5442.5,inferred
"North East and Yorkshire",2021-11-05, 4067.5, 4109.0, 4258.0, 4362.0, 4472.0, 4638.0, 4694.5,inferred
"North East and Yorkshire",2021-11-06, 2976.5, 3023.0, 3148.0, 3238.0, 3332.0, 3456.1, 3499.5,inferred
"North East and Yorkshire",2021-11-07, 3600.4, 3655.0, 3807.0, 3907.5, 4009.0, 4157.0, 4204.0,inferred
"North East and Yorkshire",2021-11-08, 4945.9, 5013.9, 5197.8, 5330.0, 5465.0, 5651.0, 5703.5,inferred
"North East and Yorkshire",2021-11-09, 5014.4, 5072.8, 5247.8, 5365.0, 5496.0, 5674.1, 5762.0,inferred
"North East and Yorkshire",2021-11-10, 5113.5, 5181.0, 5328.0, 5454.0, 5575.0, 5765.0, 5833.5,inferred
"North East and Yorkshire",2021-11-11, 4624.5, 4679.9, 4848.0, 4959.5, 5083.0, 5244.2, 5311.5,inferred
"North East and Yorkshire",2021-11-12, 4035.0, 4077.0, 4235.8, 4343.5, 4449.0, 4593.1, 4661.5,inferred
"North East and Yorkshire",2021-11-13, 3061.9, 3091.0, 3219.0, 3312.5, 3405.2, 3549.0, 3588.0,inferred
"North East and Yorkshire",2021-11-14, 3810.9, 3845.0, 3998.0, 4098.0, 4199.0, 4353.1, 4409.0,inferred
"North East and Yorkshire",2021-11-15, 5329.5, 5396.9, 5566.0, 5688.0, 5818.2, 6007.1, 6069.5,inferred
"North East and Yorkshire",2021-11-16, 5408.0, 5457.0, 5634.8, 5754.0, 5885.2, 6073.1, 6140.5,inferred
"North East and Yorkshire",2021-11-17, 5360.5, 5421.0, 5598.0, 5726.0, 5852.0, 6070.0, 6125.0,inferred
"North East and Yorkshire",2021-11-18, 4740.4, 4795.8, 4962.0, 5076.0, 5190.0, 5374.2, 5429.0,inferred
"North East and Yorkshire",2021-11-19, 4040.0, 4086.0, 4237.0, 4343.0, 4449.0, 4599.0, 4652.1,inferred
"North East and Yorkshire",2021-11-20, 2964.4, 3002.9, 3131.0, 3224.0, 3314.0, 3448.0, 3498.0,inferred
"North East and Yorkshire",2021-11-21, 3604.4, 3642.9, 3786.8, 3890.0, 3991.2, 4135.2, 4181.0,inferred
"North East and Yorkshire",2021-11-22, 4939.0, 4992.0, 5157.8, 5282.0, 5404.2, 5586.0, 5645.0,inferred
"North East and Yorkshire",2021-11-23, 4953.0, 5008.0, 5187.8, 5311.0, 5441.2, 5613.0, 5671.5,inferred
"North East and Yorkshire",2021-11-24, 4997.4, 5061.0, 5233.0, 5357.0, 5481.2, 5675.0, 5754.0,inferred
"North East and Yorkshire",2021-11-25, 4500.5, 4550.0, 4706.8, 4827.0, 4939.2, 5108.0, 5153.0,inferred
"North East and Yorkshire",2021-11-26, 3894.3, 3940.9, 4101.0, 4204.0, 4310.0, 4463.0, 4509.6,inferred
"North East and Yorkshire",2021-11-27, 2909.5, 2948.9, 3084.8, 3175.0, 3262.0, 3383.1, 3430.5,inferred
"North East and Yorkshire",2021-11-28, 3631.0, 3660.0, 3793.0, 3903.5, 4003.0, 4142.0, 4192.5,inferred
"North East and Yorkshire",2021-11-29, 5040.0, 5097.0, 5264.0, 5383.0, 5511.2, 5681.2, 5743.6,inferred
"North East and Yorkshire",2021-11-30, 5091.9, 5153.9, 5314.0, 5440.0, 5567.0, 5740.0, 5810.6,inferred
"North East and Yorkshire",2021-12-01, 5111.0, 5162.0, 5320.8, 5441.0, 5568.0, 5767.1, 5823.6,inferred
"North East and Yorkshire",2021-12-02, 4541.5, 4587.9, 4750.0, 4853.0, 4971.0, 5140.0, 5178.0,inferred
"North East and Yorkshire",2021-12-03, 3870.4, 3908.9, 4070.0, 4167.0, 4282.0, 4449.0, 4497.5,inferred
"North East and Yorkshire",2021-12-04, 2871.9, 2899.9, 3024.8, 3122.0, 3212.0, 3348.1, 3389.0,inferred
"North East and Yorkshire",2021-12-05, 3509.4, 3549.0, 3676.0, 3780.5, 3885.0, 4035.1, 4079.0,inferred
"North East and Yorkshire",2021-12-06, 4827.5, 4879.0, 5055.0, 5171.5, 5292.0, 5474.1, 5540.8,inferred
"North East and Yorkshire",2021-12-07, 4933.5, 4994.8, 5154.0, 5285.5, 5410.2, 5609.0, 5652.0,inferred
"North East and Yorkshire",2021-12-08, 5101.0, 5146.9, 5331.0, 5455.0, 5589.0, 5765.1, 5840.0,inferred
"North East and Yorkshire",2021-12-09, 4706.5, 4777.0, 4941.0, 5062.0, 5185.2, 5350.1, 5418.7,inferred
"North East and Yorkshire",2021-12-10, 4187.0, 4238.8, 4401.0, 4513.5, 4626.0, 4794.0, 4836.6,inferred
"North East and Yorkshire",2021-12-11, 3234.5, 3285.0, 3414.8, 3514.0, 3612.0, 3748.0, 3800.0,inferred
"North East and Yorkshire",2021-12-12, 4100.0, 4167.0, 4324.0, 4435.0, 4540.0, 4691.1, 4754.0,inferred
"North East and Yorkshire",2021-12-13, 5924.4, 5978.0, 6184.0, 6329.0, 6466.0, 6654.0, 6731.0,inferred
"North East and Yorkshire",2021-12-14, 6342.4, 6406.0, 6618.8, 6764.0, 6914.0, 7137.0, 7196.0,inferred
"North East and Yorkshire",2021-12-15, 6887.5, 6952.0, 7156.0, 7299.0, 7437.0, 7659.1, 7739.6,inferred
"North East and Yorkshire",2021-12-16, 6696.0, 6740.0, 6918.8, 7058.0, 7205.2, 7424.1, 7491.0,inferred
"North East and Yorkshire",2021-12-17, 6222.5, 6268.9, 6469.8, 6599.0, 6740.2, 6944.0, 7001.0,inferred
"North East and Yorkshire",2021-12-18, 4993.0, 5057.0, 5238.8, 5361.0, 5487.0, 5653.0, 5706.6,inferred
"North East and Yorkshire",2021-12-19, 6681.0, 6735.0, 6914.5, 7061.5, 7207.0, 7403.2, 7460.0,inferred
"North East and Yorkshire",2021-12-20, 9969.9,10060.9,10322.8,10501.5,10694.0,10953.1,11049.5,inferred
"North East and Yorkshire",2021-12-21,11133.5,11222.0,11486.8,11681.0,11855.0,12186.0,12262.0,inferred
"North East and Yorkshire",2021-12-22,12477.0,12577.0,12869.8,13106.5,13300.0,13599.0,13692.0,inferred
"North East and Yorkshire",2021-12-23,12551.4,12655.0,12952.0,13160.0,13352.0,13685.0,13763.7,inferred
"North East and Yorkshire",2021-12-24,12191.4,12271.0,12542.8,12747.0,12925.2,13233.1,13332.1,inferred
