area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-08-21, 3137.0, 3178.0, 3301.8, 3383.5, 3457.2, 3566.1, 3595.5,inferred
"North East and Yorkshire",2021-08-22, 3516.5, 3552.0, 3721.0, 3809.0, 3892.2, 3990.1, 4023.5,inferred
"North East and Yorkshire",2021-08-23, 4920.0, 4965.0, 5092.0, 5194.5, 5282.2, 5412.0, 5446.0,inferred
"North East and Yorkshire",2021-08-24, 4524.0, 4554.0, 4681.0, 4771.0, 4851.0, 4966.0, 5000.5,inferred
"North East and Yorkshire",2021-08-25, 4457.5, 4500.0, 4626.8, 4713.0, 4796.2, 4902.0, 4941.5,inferred
"North East and Yorkshire",2021-08-26, 4211.0, 4247.9, 4355.0, 4438.0, 4507.0, 4627.0, 4664.5,inferred
"North East and Yorkshire",2021-08-27, 3912.9, 3940.0, 4037.0, 4110.5, 4183.0, 4287.0, 4330.0,inferred
"North East and Yorkshire",2021-08-28, 3353.0, 3381.0, 3479.0, 3543.5, 3607.2, 3715.1, 3754.0,inferred
"North East and Yorkshire",2021-08-29, 3788.5, 3813.9, 3915.0, 4000.0, 4078.0, 4185.1, 4218.0,inferred
"North East and Yorkshire",2021-08-30, 5216.4, 5266.7, 5413.0, 5504.0, 5600.0, 5736.0, 5782.0,inferred
"North East and Yorkshire",2021-08-31, 4842.0, 4881.0, 5006.0, 5092.0, 5181.0, 5306.0, 5351.5,inferred
"North East and Yorkshire",2021-09-01, 4806.5, 4850.0, 4961.0, 5044.0, 5130.0, 5253.0, 5280.0,inferred
"North East and Yorkshire",2021-09-02, 4562.0, 4588.0, 4689.0, 4768.0, 4843.2, 4948.0, 4989.0,inferred
"North East and Yorkshire",2021-09-03, 4222.0, 4256.9, 4356.8, 4432.0, 4501.0, 4606.0, 4638.0,inferred
"North East and Yorkshire",2021-09-04, 3606.4, 3640.0, 3742.0, 3815.0, 3887.0, 3985.0, 4020.6,inferred
"North East and Yorkshire",2021-09-05, 4065.4, 4103.0, 4220.8, 4303.0, 4385.2, 4506.0, 4543.0,inferred
"North East and Yorkshire",2021-09-06, 5590.4, 5630.0, 5764.0, 5875.0, 5982.0, 6136.2, 6186.0,inferred
"North East and Yorkshire",2021-09-07, 5031.5, 5073.0, 5197.0, 5285.0, 5374.0, 5512.0, 5563.0,inferred
"North East and Yorkshire",2021-09-08, 4772.5, 4813.0, 4928.0, 5019.0, 5095.0, 5211.0, 5247.0,inferred
"North East and Yorkshire",2021-09-09, 4307.0, 4337.0, 4439.0, 4510.5, 4582.0, 4690.0, 4729.1,inferred
"North East and Yorkshire",2021-09-10, 3806.0, 3837.9, 3931.8, 4008.0, 4084.0, 4186.0, 4224.6,inferred
"North East and Yorkshire",2021-09-11, 3126.5, 3150.9, 3244.0, 3314.0, 3380.2, 3478.0, 3510.0,inferred
"North East and Yorkshire",2021-09-12, 3399.9, 3428.9, 3520.0, 3596.0, 3678.2, 3785.0, 3813.0,inferred
"North East and Yorkshire",2021-09-13, 4528.5, 4575.0, 4696.0, 4784.0, 4873.0, 5010.0, 5058.5,inferred
"North East and Yorkshire",2021-09-14, 4208.5, 4236.0, 4341.8, 4421.0, 4500.0, 4618.0, 4654.5,inferred
"North East and Yorkshire",2021-09-15, 4279.0, 4326.0, 4433.0, 4509.0, 4592.0, 4698.1, 4735.0,inferred
"North East and Yorkshire",2021-09-16, 4187.0, 4220.0, 4327.8, 4412.0, 4497.2, 4616.0, 4656.6,inferred
"North East and Yorkshire",2021-09-17, 4017.0, 4048.9, 4163.0, 4241.5, 4314.2, 4427.0, 4469.5,inferred
"North East and Yorkshire",2021-09-18, 3546.0, 3581.9, 3687.0, 3758.0, 3824.0, 3943.1, 3980.0,inferred
"North East and Yorkshire",2021-09-19, 4151.0, 4176.0, 4286.0, 4356.0, 4438.0, 4541.0, 4580.5,inferred
"North East and Yorkshire",2021-09-20, 5850.5, 5886.0, 6029.0, 6115.0, 6205.0, 6339.0, 6379.0,inferred
"North East and Yorkshire",2021-09-21, 5409.0, 5453.0, 5577.8, 5659.5, 5743.2, 5871.0, 5923.0,inferred
"North East and Yorkshire",2021-09-22, 5287.5, 5328.0, 5451.0, 5536.0, 5625.0, 5750.0, 5805.0,inferred
"North East and Yorkshire",2021-09-23, 4901.5, 4947.0, 5062.0, 5139.0, 5222.0, 5338.0, 5373.0,inferred
