area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-07-05, 7066.5, 7133.0, 7329.8, 7464.0, 7597.2, 7809.0, 7878.5,projected
"North East and Yorkshire",2021-07-06, 6951.4, 7022.9, 7256.0, 7428.0, 7572.0, 7797.0, 7849.2,projected
"North East and Yorkshire",2021-07-07, 7384.0, 7503.0, 7768.8, 7968.5, 8156.2, 8458.2, 8534.6,projected
"North East and Yorkshire",2021-07-08, 7235.4, 7302.0, 7625.0, 7860.0, 8082.0, 8367.1, 8466.0,projected
"North East and Yorkshire",2021-07-09, 6748.3, 6841.0, 7199.0, 7447.0, 7686.0, 8060.0, 8208.8,projected
"North East and Yorkshire",2021-07-10, 5967.3, 6060.0, 6420.0, 6688.5, 6964.0, 7358.2, 7500.6,projected
"North East and Yorkshire",2021-07-11, 6883.4, 7022.9, 7490.5, 7861.0, 8226.2, 8813.0, 9029.0,projected
"North East and Yorkshire",2021-07-12, 9094.3, 9351.6,10138.5,10723.0,11340.8,12411.7,12691.2,projected
"North East and Yorkshire",2021-07-13, 8929.9, 9167.0,10075.2,10774.0,11471.2,12763.2,13138.8,projected
"North East and Yorkshire",2021-07-14, 9472.8, 9744.9,10831.2,11681.5,12598.8,14123.2,14683.1,projected
"North East and Yorkshire",2021-07-15, 9195.5, 9487.7,10713.0,11658.5,12692.5,14348.6,15078.9,projected
"North East and Yorkshire",2021-07-16, 8611.4, 8925.9,10198.8,11169.5,12270.2,14037.6,14844.1,projected
"North East and Yorkshire",2021-07-17, 7585.8, 7997.7, 9185.2,10150.0,11269.5,13236.4,14042.1,projected
"North East and Yorkshire",2021-07-18, 8856.7, 9294.7,10844.0,12087.0,13537.5,16158.6,17207.9,projected
"North East and Yorkshire",2021-07-19,11684.2,12425.2,14767.0,16735.0,19095.5,23242.4,24711.9,projected
"North East and Yorkshire",2021-07-20,11486.3,12317.0,14979.0,17047.5,19674.5,24421.7,26505.1,projected
"North East and Yorkshire",2021-07-21,12232.8,13307.1,16243.0,18813.0,21938.2,27688.7,30755.5,projected
"North East and Yorkshire",2021-07-22,11905.3,13004.9,16270.8,19014.0,22566.8,28712.3,32500.5,projected
"North East and Yorkshire",2021-07-23,11271.6,12287.9,15627.0,18371.5,22195.5,28682.0,32567.2,projected
"North East and Yorkshire",2021-07-24,10148.4,11043.8,14236.8,16970.5,20766.2,27268.8,32016.6,projected
"North East and Yorkshire",2021-07-25,11756.3,12933.7,16911.0,20488.5,25762.8,34668.5,39986.7,projected
"North West",2021-07-05, 4826.5, 4885.0, 5039.0, 5144.0, 5255.0, 5417.0, 5459.5,projected
"North West",2021-07-06, 4603.0, 4664.0, 4836.8, 4956.0, 5074.0, 5254.0, 5313.0,projected
"North West",2021-07-07, 4523.4, 4581.0, 4801.0, 4949.0, 5099.0, 5305.1, 5393.0,projected
"North West",2021-07-08, 4262.0, 4328.0, 4563.0, 4724.0, 4889.0, 5140.0, 5214.6,projected
"North West",2021-07-09, 3736.4, 3801.9, 4049.0, 4207.0, 4376.2, 4656.0, 4736.5,projected
"North West",2021-07-10, 2950.3, 3009.9, 3255.0, 3420.5, 3595.0, 3866.0, 3978.6,projected
"North West",2021-07-11, 3274.4, 3350.0, 3647.0, 3884.0, 4113.0, 4478.1, 4645.6,projected
"North West",2021-07-12, 4402.9, 4519.0, 5015.0, 5419.0, 5790.2, 6437.0, 6709.2,projected
"North West",2021-07-13, 4166.9, 4310.8, 4834.8, 5262.5, 5720.5, 6466.2, 6754.8,projected
