area,Date,C_025,C_25,C_50,C_75,C_975,provenance
Buckinghamshire,2020-10-09,45.7,47.8,49.4,50.8,56.7,inferred
Buckinghamshire,2020-10-10,47.7,48.8,50.1,51.5,57.9,inferred
Buckinghamshire,2020-10-11,48.8,49.5,50.6,54.8,59.4,inferred
Buckinghamshire,2020-10-12,49.0,51.0,52.2,56.9,60.8,inferred
Buckinghamshire,2020-10-13,49.8,52.9,55.5,58.5,63.8,inferred
Buckinghamshire,2020-10-14,51.6,55.7,59.1,64.3,66.8,inferred
Buckinghamshire,2020-10-15,53.8,59.1,63.0,68.9,70.0,inferred
Buckinghamshire,2020-10-16,55.8,62.9,67.9,73.8,75.2,inferred
Buckinghamshire,2020-10-17,57.9,69.2,72.5,78.6,80.5,inferred
Buckinghamshire,2020-10-18,60.4,73.4,75.4,82.7,87.7,inferred
Buckinghamshire,2020-10-19,64.0,75.4,79.3,87.8,94.6,inferred
Buckinghamshire,2020-10-20,68.3,77.3,82.1,90.9,99.6,inferred
Buckinghamshire,2020-10-21,73.0,80.4,83.1,90.5,101.0,inferred
Buckinghamshire,2020-10-22,77.9,80.9,84.4,90.1,100.1,inferred
Buckinghamshire,2020-10-23,78.9,82.7,86.4,90.0,99.0,inferred
Buckinghamshire,2020-10-24,78.6,82.3,87.9,91.2,96.3,inferred
Buckinghamshire,2020-10-25,80.1,85.6,89.5,93.5,96.3,inferred
Buckinghamshire,2020-10-26,82.7,85.2,92.6,96.0,100.5,inferred
Buckinghamshire,2020-10-27,83.9,88.4,95.8,99.9,105.8,inferred
Buckinghamshire,2020-10-28,84.4,93.0,98.2,103.6,109.5,inferred
Buckinghamshire,2020-10-29,86.5,95.2,99.8,106.2,112.3,inferred
Buckinghamshire,2020-10-30,88.3,94.3,102.1,107.9,115.0,inferred
Buckinghamshire,2020-10-31,90.7,94.5,103.8,109.5,118.2,inferred
Buckinghamshire,2020-11-01,88.2,95.3,105.9,111.8,122.1,inferred
Buckinghamshire,2020-11-02,87.5,101.3,108.5,115.1,125.9,inferred
Buckinghamshire,2020-11-03,91.0,105.0,113.0,119.1,129.4,inferred
Buckinghamshire,2020-11-04,96.4,107.8,117.8,122.8,131.6,inferred
Buckinghamshire,2020-11-05,101.7,109.6,120.8,125.9,131.3,inferred
Buckinghamshire,2020-11-06,106.4,114.3,121.1,128.1,131.0,inferred
Buckinghamshire,2020-11-07,106.5,113.4,120.5,128.5,132.4,inferred
Buckinghamshire,2020-11-08,104.6,113.2,120.7,128.8,132.8,inferred
Buckinghamshire,2020-11-09,105.0,113.6,122.5,128.8,132.8,inferred
Buckinghamshire,2020-11-10,107.2,112.7,123.3,127.1,134.2,inferred
Buckinghamshire,2020-11-11,109.7,115.3,121.4,124.0,134.4,inferred
Buckinghamshire,2020-11-12,110.7,116.7,118.1,121.3,133.6,inferred
Buckinghamshire,2020-11-13,108.3,110.8,116.9,120.2,135.6,inferred
Buckinghamshire,2020-11-14,100.6,107.4,113.7,120.7,135.7,inferred
Buckinghamshire,2020-11-15,94.5,102.4,111.0,118.3,133.6,inferred
Buckinghamshire,2020-11-16,91.0,97.5,109.0,115.0,131.5,inferred
Buckinghamshire,2020-11-17,90.8,94.0,107.4,113.2,130.4,inferred
Buckinghamshire,2020-11-18,86.2,92.8,106.6,112.5,130.7,inferred
Buckinghamshire,2020-11-19,79.4,95.2,105.0,114.9,131.1,inferred
Buckinghamshire,2020-11-20,72.8,95.0,101.8,112.8,130.3,inferred
Cherwell,2020-08-01,0.8,0.8,0.8,0.8,0.8,inferred
Cherwell,2020-08-02,0.6,0.6,0.6,0.6,0.6,inferred
Cherwell,2020-08-03,0.6,0.6,0.6,0.6,0.6,inferred
Cherwell,2020-08-04,0.8,0.8,0.8,0.8,0.8,inferred
Cherwell,2020-08-05,1.0,1.1,1.1,1.2,1.2,inferred
Cherwell,2020-08-06,1.2,1.2,1.3,1.5,1.5,inferred
Cherwell,2020-08-07,1.2,1.3,1.4,1.6,1.8,inferred
Cherwell,2020-08-08,1.1,1.2,1.5,1.6,2.0,inferred
Cherwell,2020-08-09,1.1,1.2,1.4,1.8,2.2,inferred
Cherwell,2020-08-10,1.1,1.2,1.4,1.9,2.3,inferred
Cherwell,2020-08-11,1.0,1.2,1.5,1.9,2.2,inferred
Cherwell,2020-08-12,0.9,1.2,1.6,2.0,2.2,inferred
