area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-07-25,3991.9,4038.0,4323.8,4456.0,4568.2,4756.0,4790.0,inferred
"North East and Yorkshire",2021-07-26,5189.0,5263.9,5761.0,5934.0,6101.0,6315.1,6369.0,inferred
"North East and Yorkshire",2021-07-27,4625.0,4691.9,5052.0,5243.5,5425.2,5633.1,5672.0,inferred
"North East and Yorkshire",2021-07-28,4541.5,4589.0,4831.0,5043.0,5223.2,5409.0,5473.6,inferred
"North East and Yorkshire",2021-07-29,4297.0,4336.0,4505.8,4677.0,4835.0,5008.0,5053.0,inferred
"North East and Yorkshire",2021-07-30,3968.0,4003.0,4136.0,4240.0,4355.0,4513.0,4556.0,inferred
"North East and Yorkshire",2021-07-31,3378.4,3411.0,3518.8,3597.0,3673.0,3785.0,3830.0,inferred
"North East and Yorkshire",2021-08-01,3595.0,3625.0,3727.8,3795.0,3869.0,3973.0,4001.0,inferred
"North East and Yorkshire",2021-08-02,4903.4,4949.0,5060.8,5144.0,5225.0,5352.0,5391.0,inferred
"North East and Yorkshire",2021-08-03,4458.9,4495.9,4604.0,4683.0,4755.0,4866.0,4898.0,inferred
"North East and Yorkshire",2021-08-04,4388.0,4422.0,4536.0,4616.0,4698.0,4819.0,4847.0,inferred
"North East and Yorkshire",2021-08-05,4162.5,4194.9,4301.8,4367.0,4441.0,4539.0,4581.6,inferred
"North East and Yorkshire",2021-08-06,3833.9,3866.0,3960.0,4035.0,4104.2,4205.0,4245.0,inferred
"North East and Yorkshire",2021-08-07,3278.5,3300.0,3394.0,3463.0,3524.0,3616.0,3645.6,inferred
"North East and Yorkshire",2021-08-08,3487.0,3517.0,3616.8,3688.0,3753.0,3838.1,3871.5,inferred
"North East and Yorkshire",2021-08-09,4811.5,4844.0,4967.0,5045.5,5126.2,5250.0,5289.6,inferred
"North East and Yorkshire",2021-08-10,4409.5,4441.0,4554.0,4637.0,4712.0,4820.0,4857.6,inferred
"North East and Yorkshire",2021-08-11,4367.5,4404.0,4512.0,4586.5,4660.0,4773.0,4805.5,inferred
"North East and Yorkshire",2021-08-12,4135.0,4164.0,4272.0,4344.0,4421.0,4517.1,4554.5,inferred
