area,Date,C_025,C_05,C_25,C_50,C_75,C_95,C_975,provenance
"North East and Yorkshire",2021-08-29,  3175.0,  3222.0,  3334.8,  3412.5,  3499.2,  3618.0,  3651.0,projected
"North East and Yorkshire",2021-08-30,  4375.0,  4428.0,  4589.8,  4729.5,  4846.0,  5026.0,  5102.8,projected
"North East and Yorkshire",2021-08-31,  4100.0,  4155.9,  4322.8,  4460.0,  4588.5,  4780.1,  4846.5,projected
"North East and Yorkshire",2021-09-01,  4101.4,  4162.0,  4388.8,  4538.5,  4700.2,  4916.1,  4976.5,projected
"North East and Yorkshire",2021-09-02,  3923.9,  3979.0,  4215.0,  4396.0,  4576.0,  4853.1,  4934.5,projected
"North East and Yorkshire",2021-09-03,  3501.4,  3594.8,  3833.0,  4024.0,  4236.0,  4517.4,  4619.6,projected
"North East and Yorkshire",2021-09-04,  2827.0,  2904.0,  3145.0,  3341.0,  3541.2,  3860.1,  3977.6,projected
"North East and Yorkshire",2021-09-05,  2847.8,  2932.7,  3227.0,  3471.0,  3723.5,  4097.3,  4256.0,projected
"North East and Yorkshire",2021-09-06,  3937.2,  4059.0,  4513.0,  4876.5,  5300.2,  5934.0,  6204.1,projected
"North East and Yorkshire",2021-09-07,  3660.0,  3783.7,  4274.0,  4671.5,  5165.5,  5888.1,  6146.8,projected
"North East and Yorkshire",2021-09-08,  3707.2,  3844.7,  4377.0,  4860.0,  5391.0,  6285.2,  6645.2,projected
"North East and Yorkshire",2021-09-09,  3543.4,  3669.0,  4268.8,  4790.0,  5418.8,  6425.4,  6812.0,projected
"North East and Yorkshire",2021-09-10,  3198.9,  3329.8,  3947.8,  4493.0,  5152.2,  6191.1,  6667.8,projected
"North East and Yorkshire",2021-09-11,  2619.9,  2737.8,  3288.0,  3806.5,  4436.2,  5531.4,  5994.3,projected
"North East and Yorkshire",2021-09-12,  2679.5,  2830.8,  3448.8,  4060.5,  4816.2,  6205.2,  6802.1,projected
"North East and Yorkshire",2021-09-13,  3743.5,  3940.0,  4899.0,  5868.0,  7076.2,  9290.0, 10394.4,projected
"North East and Yorkshire",2021-09-14,  3523.4,  3782.5,  4751.2,  5803.0,  7103.2,  9674.4, 11059.3,projected
"North East and Yorkshire",2021-09-15,  3607.9,  3836.8,  4966.8,  6188.0,  7701.5, 10970.6, 12497.8,projected
"North East and Yorkshire",2021-09-16,  3501.4,  3736.0,  4968.5,  6310.5,  7947.0, 11923.5, 13698.4,projected
"North East and Yorkshire",2021-09-17,  3178.1,  3470.1,  4698.5,  6144.5,  7801.8, 12272.7, 14463.5,projected
"North East and Yorkshire",2021-09-18,  2615.2,  2907.8,  4064.0,  5326.0,  7010.5, 11472.1, 13821.7,projected
"North West",2021-08-29,  2251.0,  2282.0,  2374.0,  2441.0,  2512.2,  2612.1,  2651.0,projected
"North West",2021-08-30,  3108.0,  3158.9,  3293.8,  3391.0,  3486.0,  3631.1,  3689.2,projected
"North West",2021-08-31,  2908.9,  2950.0,  3116.0,  3223.0,  3338.0,  3493.1,  3552.5,projected
"North West",2021-09-01,  2909.0,  2969.0,  3136.0,  3262.0,  3388.0,  3579.1,  3635.1,projected
"North West",2021-09-02,  2754.5,  2815.9,  3007.0,  3147.0,  3288.0,  3503.2,  3573.5,projected
"North West",2021-09-03,  2387.5,  2449.9,  2645.0,  2795.0,  2936.2,  3185.0,  3275.1,projected
"North West",2021-09-04,  1860.5,  1932.0,  2114.0,  2259.0,  2400.0,  2640.1,  2732.5,projected
"North West",2021-09-05,  1892.4,  1975.9,  2200.0,  2364.5,  2556.2,  2859.1,  2975.6,projected
"North West",2021-09-06,  2585.8,  2699.9,  3052.5,  3321.0,  3608.2,  4094.1,  4262.5,projected
