NHS Region,Date,Median,Lower 95% CrI,Upper 95% CrI
East of England,2020-09-26,1.46538757562627,1.26703208384764,1.72829769092666
East of England,2020-09-25,1.46560239130695,1.26721693151274,1.72853870574048
East of England,2020-09-24,1.46580036998909,1.26739263870346,1.72875166240989
East of England,2020-09-23,1.46598219683769,1.26755853862111,1.72894033725681
East of England,2020-09-22,1.46615693536894,1.26771171976969,1.72910904920865
East of England,2020-09-21,1.49843072957375,1.29145478756537,1.77151578078012
East of England,2020-09-20,1.4985774826096,1.29161106975523,1.7716758160508
East of England,2020-09-19,1.49871131161146,1.29175871739383,1.77181652269023
East of England,2020-09-18,1.49883319888388,1.2918983719486,1.77193982649139
East of England,2020-09-17,1.49894408205291,1.29203042830507,1.77204756908683
East of England,2020-09-16,1.49904537976062,1.29215408565753,1.77214308757702
East of England,2020-09-15,1.49913915918162,1.29226724126804,1.77223162766044
East of England,2020-09-14,1.42892011714918,1.19674823645396,1.66636711529898
East of England,2020-09-13,1.42898524226525,1.19680184316438,1.66645105704928
East of England,2020-09-12,1.4290452441177,1.1968531796957,1.66652554091851
